cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-004953,spike_spiegel,Character,652,スパイク・スピーゲル,スパイク・スピーゲル,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_JA_NAME,HIGH,https://www.goodsmile.com/ja/product/10290/POP%2BUP%2BPARADE%2B%E3%82%B9%E3%83%91%E3%82%A4%E3%82%AF%E3%83%BB%E3%82%B9%E3%83%94%E3%83%BC%E3%82%B2%E3%83%AB,Licensed product page confirms スパイク・スピーゲル.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-005006,mlynar_(arknights),Character,644,ムリナール,ムリナール,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_JA_NAME,HIGH,https://www.gamer.ne.jp/news/202303310062/,Japanese release coverage quoting Yostar announcement confirms ムリナール.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-005011,daifuku_(yukihana_lamy),Character,643,だいふく（雪花ラミィ）,だいふく（雪花ラミィ）,NEEDS_EXTERNAL_CHECK,FIX_BOTH,だいふく,だいふく,OFFICIAL_NAME_NORMALIZATION,HIGH,https://hololive.hololivepro.com/talents/yukihana-lamy/,Official hololive profile names だいふく; remove explanatory qualifier from official character name fields.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-005037,sasori_(naruto),Character,640,サソリ,サソリ,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_JA_NAME,HIGH,https://naruto-official.com/news/01_2267,NARUTO official site confirms サソリ.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-005067,lexington_(warship_girls_r),Character,635,レキシントン（戦艦少女R）,レキシントン（戦艦少女R）,NEEDS_EXTERNAL_CHECK,FIX_BOTH,レキシントン,レキシントン,OFFICIAL_NAME_NORMALIZATION,HIGH,https://apps.apple.com/jp/app/%E6%88%A6%E8%89%A6%E5%B0%91%E5%A5%B3r/id1160247238,Japanese app listing uses レキシントン; remove franchise qualifier from official character name fields.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-061758,aizawa_chihiro,Artist,138,藍沢ちひろ,,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_ARTIST_IDENTITY,HIGH,https://www.wani.com/product/13835_202512/,Publisher credits 藍沢ちひろ.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-062664,yoshimizu_kagami,Artist,133,美水かがみ,,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_ARTIST_IDENTITY,HIGH,https://store.kadokawa.co.jp/shop/g/g321306000037/,KADOKAWA official store credits 美水かがみ.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-062733,manabe_jouji,Artist,132,真鍋譲治,,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_ARTIST_IDENTITY,HIGH,https://ebookstore.sony.jp/title/10356547/,Publisher/store metadata credits 真鍋譲治.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-063136,amano_yoshitaka,Artist,129,天野喜孝,,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_ARTIST_IDENTITY,HIGH,https://goldenworld.jp/,Exhibition artist profile confirms 天野喜孝.,PROPOSED
cycle-0005,2,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-039895,morimens,Copyright,179,忘却前夜,,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_OFFICIAL_TITLE,HIGH,https://www.altplus.co.jp/topics/game/20250611,Developer/publisher announcement identifies Morimens Japanese localization as 忘却前夜.,PROPOSED
