queue_id,campaign_id,owner_slot,owner_branch,campaign_key,campaign_fingerprint,research_state,work_buckets,member_count,member_ids/tags,source_units,priority,source_hint_urls,source_hint_review_ids,prior_checked_routes
q2-4d369d689e0b14590eab,pc2-f184fe65132d036e0b215b35,2,research/issue180-forward-2,authority:love_live!,971f19c9d65627341fd117b536a5a43fc74a988e647c650a68eae216d9118a5d,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",77,"[""aida_rikako"",""akamine_ten"",""anyoji_hime"",""arashi_chisato"",""ayase_alisa"",""ceras_yanagida_lilienfeld"",""fujishima_megumi"",""hayama_fuka"",""hazuki_ren"",""heanna_sumire"",""hinoshita_kaho"",""inami_anju"",""kachimachi_kosuzu"",""kachimachi_kosuzu's_classmate"",""kan_kanna"",""katsuragi_izumi"",""kazuno_leah"",""kazuno_sarah"",""kinjo_maika"",""kira_tsubasa"",""kitou_akari"",""kobayashi_aika"",""konoe_haruka"",""kosaka_yukiho"",""kunikida_hanamaru"",""kurosawa_dia"",""kurosawa_ruby"",""kurusu_rin"",""kusuda_aina"",""kusunoki_tomori"",""maeda_kaori"",""matsuura_kanan"",""mifune_kaoruko"",""mimori_suzuko"",""minami_kotori's_mother"",""miyake_miu"",""momose_ginko"",""murano_sayaka"",""murano_tsukasa"",""nakagawa_nana"",""nanjou_yoshino"",""nirei_nozomi"",""nishikino_maki's_mother"",""nitta_emi"",""nonaka_kokona"",""ogami_sachi"",""ohara_mari"",""onitsuka_natsumi"",""onitsuka_tomari"",""osawa_rurino"",""otomune_kozue"",""reisawa_aoi"",""saitou_shuka"",""sakurai_hina"",""sakurakoji_kinako"",""sakurauchi_riko"",""sasaki_kotoko"",""shibuya_kanon"",""shinowa_mion"",""takami_chika"",""tang_keke"",""todo_erena"",""tokui_sora"",""tsukine_kona"",""tsushima_yoshiko"",""uchicchii"",""uchida_aya"",""wakana_shiki"",""watanabe_tsuki"",""watanabe_you"",""wien_margarete"",""yazawa_cocoa"",""yazawa_cocoro"",""yazawa_cotaro"",""yoneme_mei"",""yugiri_tsuzuri"",""yuki_anju""]","[{""unit_id"":""ru3-f77fabae165dfae7f601"",""member_ids_sha256"":""b3679e4ef205e684a3a25e579f66ada9f695c63d1dbec6e3cf6dfc82fd1f2743""}]",P1,[],[],[]
q2-4d369d689e0b14590eab,pc2-c3370f01153647f6e9d2d7fe,2,research/issue180-forward-2,authority:fate_(series),68f2fe38e1cb6e85aa8497c7c5a25d0cfdb52a7d69a9e0dd8ac5189d387cd04d,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",68,"[""angelica_ainsworth"",""bazett_fraga_mcremitz"",""beni-enma"",""caren_hortensia"",""chloe_von_einzbern"",""claudia_hortensia"",""dark_sakura"",""emiya_alter"",""emiya_kiritsugu"",""flat_escardos"",""fujimura_taiga"",""goredolf_musik"",""grail-kun"",""grail_beast"",""hibino_hibiki"",""himuro_kane"",""hisau_maiya"",""illyasviel_von_einzbern"",""irisviel_von_einzbern"",""jinako_carigiri"",""kaleido_ruby"",""kawasumi_ayako"",""kayneth_el-melloi_archibald"",""kirschtaria_wodime"",""kuzuki_souichirou"",""lord_el-melloi_ii"",""luviagelita_edelfelt"",""magical_ruby"",""magical_sapphire"",""makidera_kaede"",""makiri_zolgen"",""master_artoria"",""matou_byakuya"",""matou_kariya"",""matou_shinji"",""matou_zouken"",""mitsuzuri_ayako"",""miyu_edelfelt"",""natalia_kaminski"",""noto_mamiko"",""ogasawara_kaya"",""olga_marie_animusphere"",""orlando_reeve"",""phantas-moon"",""prisma_illya"",""rani_viii"",""reines_el-melloi_archisorte"",""ryuudou_issei"",""saber_lily"",""saber_lion"",""sader"",""saegusa_yukika"",""sajou_manaka"",""sakamoto_maaya"",""sakurai_takahiro"",""santa_alter"",""sessyoin_kiara"",""shishigou_kairi"",""sola-ui_nuada-re_sophia-ri"",""sphinx_awlad"",""tine_chelc"",""tohsaka_aoi"",""tohsaka_sakura"",""tohsaka_tokiomi"",""ueda_kana"",""uryuu_ryuunosuke"",""utsumi_erice"",""waver_velvet""]","[{""unit_id"":""ru3-00509f8ba13698454489"",""member_ids_sha256"":""53f6882be739e6da711da2880960a906735ac94175638d5deb5587f606810a6f""}]",P1,[],[],[]
q2-4d369d689e0b14590eab,pc2-981c70f09ebad29a691c7fa6,2,research/issue180-forward-2,authority:touken_ranbu,0634ca6bcfc347c969b771c8151df182dd994ca0f24d283d2a0007f5d3a8489a,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",58,"[""aizen_kunitoshi"",""akashi_kuniyuki"",""akita_toushirou"",""atsushi_toushirou"",""doudanuki_masakuni"",""fudou_yukimitsu"",""gokotai"",""gokotai's_tigers"",""gotou_toushirou"",""hachisuka_kotetsu"",""hakata_toushirou"",""hakusan_yoshimitsu"",""heshikiri_hasebe"",""hirano_toushirou"",""hizen_tadahiro"",""houchou_toushirou"",""hyuuga_masamune"",""ichigo_hitofuri"",""ichimonji_norimune"",""ima-no-tsurugi"",""ishikirimaru"",""iwatooshi"",""jirou_tachi"",""juzumaru_tsunetsugu"",""kamekichi"",""kasen_kanesada"",""kikkou_sadamune"",""kogitsunemaru"",""konnosuke"",""kousetsu_samonji"",""kyogoku_masamune"",""maeda_toushirou"",""monoyoshi_sadamune"",""mouri_toushirou"",""mutsu-no-kami_yoshiyuki"",""nagasone_kotetsu"",""nakigitsune"",""nakigitsune's_fox"",""nansen_ichimonji"",""nikkari_aoe"",""oodenta_mitsuyo"",""ookurikara"",""otegine"",""sanchoumou"",""sayo_samonji"",""shinano_toushirou"",""shishiou_no_mofumofu"",""shokudaikiri_mitsutada"",""sohaya-no-tsurugi"",""souza_samonji"",""taikogane_sadamune"",""tarou_tachi"",""tomoegata_naginata"",""uguisumaru"",""urashima_kotetsu"",""yamabushi_kunihiro"",""yamanbagiri_chougi"",""yamanbagiri_kunihiro""]","[{""unit_id"":""ru3-2c5b9162cee737ae7d19"",""member_ids_sha256"":""e698483ddd45490c961efb254182c5c1648528c2b5411627c255a448457c99dc""}]",P1,[],[],[]
q2-4d369d689e0b14590eab,pc2-83c4e52a5a72308e41a18ae7,2,research/issue180-forward-2,authority:lyrical_nanoha,7713002814465a80db745e702bca653cbf741a1d212eb07e90006132f094f894,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",57,"[""alicia_testarossa"",""amitie_florian"",""amy_limietta"",""arf"",""arisa_bunnings"",""asteion"",""book_of_the_azure_sky"",""burning_arisa"",""carim_gracia"",""caro_ru_lushe"",""chrono_harlaown"",""corona_timir"",""cross_mirage"",""einhard_stratos"",""erio_mondial"",""fuka_reventon"",""ginga_nakajima"",""graf_eisen"",""isis_egret"",""jail_scaglietti"",""klarwind"",""kyrie_florian"",""levi_the_slasher"",""lily-strosek"",""lindy_harlaown"",""lord_dearche"",""luciferion"",""lutecia_alpine"",""mach_caliber"",""miura_rinaldi"",""mizuki_nana"",""noroi_usagi"",""presea_testarossa"",""raising_heart"",""reinforce"",""reinforce_zwei"",""revolver_knuckle"",""rinne_berlinetta"",""rio_wezley"",""rynith"",""sacred_heart"",""schach_nouera"",""schwertkreuz"",""sieglinde_eremiah"",""stern_the_destructor"",""strada"",""strike_cannon"",""subaru_nakajima"",""teana_lanster"",""thoma_avenir"",""tome_of_the_night_sky"",""tsukimura_suzuka"",""vivio"",""vulnificus"",""yuri_eberwein"",""yuuno_scrya"",""zafira""]","[{""unit_id"":""ru3-16ac0e024ac154e52fa9"",""member_ids_sha256"":""b34018295df014ba861d113066c256fee0597f41c7a1f8593daebb0cfa1df929""}]",P1,[],[],[]
q2-4d369d689e0b14590eab,pc2-b29e00b9dd09058a6f8ef60f,2,research/issue180-forward-2,authority:granblue_fantasy,76af5b1000e07419bceee8aabd4ecf88979e55c70aa3ea409b44d302e67eca03,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",43,"[""agielba"",""anthuria"",""arulumaya"",""ayer"",""barawa"",""camieux"",""chichiri"",""colo_mag-chan"",""conqueror_of_the_eternals"",""danua"",""dark_angel_olivia"",""de_la_fille"",""fraux"",""garjana"",""godsworn_alexiel"",""guider_to_the_eternal_edge"",""haaselia"",""hallessena"",""helel_ben_shalem"",""heles"",""herja"",""izmir"",""korwa"",""lamretta"",""macula_marius"",""melissabelle"",""melleau"",""mimlememel"",""monika_weisswind"",""naoise"",""nemone"",""orchis"",""pholia"",""razia"",""reinhardtzar"",""seruel"",""sierokarte"",""soriz"",""tikoh"",""vampy"",""vaseraga"",""veight"",""zahlhamelina""]","[{""unit_id"":""ru3-39efeaa41b032c05e922"",""member_ids_sha256"":""755103b47d05e3d4f3aabdb79b24e1d562da5e12ff958bbd279e706b09e3137a""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-238ee1d867d8620684e5a6be,2,research/issue180-forward-2,authority:aikatsu!_(series),f6f1c8ded91b4d430df2877223e445382049383bebe122a64b0543f8ee6e733f,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",38,"[""alicia_charlotte"",""amahane_madoka"",""arisugawa_otome"",""chono_maika"",""hanazono_kirara"",""hikami_sumire"",""hoshimiya_ichigo"",""ichinose_kaede"",""kamiya_shion"",""kanzaki_mizuki"",""kasumi_mahiru"",""kasumi_yozora"",""kazesawa_sora"",""kiriya_aoi"",""kisaragi_tsubasa"",""kiseki_raki"",""kitaoji_sakura"",""kurebayashi_juri"",""kurosawa_rin"",""minato_mio"",""nanakura_koharu"",""natsuki_mikuru"",""nijino_yume"",""nikaido_yuzu"",""otoshiro_noel"",""otoshiro_seira"",""ozora_akari"",""saegusa_kii"",""sakuraba_rola"",""saotome_ako"",""shibuki_ran"",""shinjo_hinaki"",""shiratori_hime"",""shirayuri_kaguya"",""shirayuri_sakuya"",""shirogane_lily"",""todo_yurika"",""yuki_aine""]","[{""unit_id"":""ru3-620c5d3260d539c94e5a"",""member_ids_sha256"":""f91b7e4b0a04c7565c93bdff6f28bee69d9def332a0eaa184015b28d0ea18b20""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-d79a39374e2c60e6a2156a39,2,research/issue180-forward-2,authority:nijisanji,d2eba9a99a3cb54e8058fea8628697f087ba4fc4e07f7cbb620e42561a998ba8,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",38,"[""achikita_chinami"",""amicia_michella"",""andou_inari"",""aster_arcadia"",""azuchi_momo"",""azura_cecillia"",""ban_hada"",""blueberry_fairy"",""colobbit"",""fulgur_ovid"",""hex_haywire"",""ike_eveland"",""kotoka_torahime"",""kudou_chitose"",""kyo_kaneko"",""lee_siu"",""mayuzumi_kai"",""melissa_kinrenka"",""mika_melatika"",""miyu_ottavia"",""nara_haramaung"",""nazono_mito"",""nina_kosaka"",""nun_bora"",""otogibara_era"",""reimu_endou"",""rosemi_lovelock"",""sebastian_piyodore"",""selen_tatsuki"",""shin_yuya"",""siska_leontyne"",""twisty_amanozako"",""victoria_brightshield"",""warabeda_meiji"",""yamiyono_moruru"",""yugo_asuma"",""zaion_lanza"",""zea_cornelia""]","[{""unit_id"":""ru3-fd4026dbadf8e042c840"",""member_ids_sha256"":""da9daff7a62a025e92ef51abae42266622bbf0bd4d025a67f3937680ad2ca06d""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-05b273279b3c21c644ac7fa1,2,research/issue180-forward-2,authority:mahou_sensei_negima!,a8509cd7b998d7c7c24034e0f0fb7bf59816af33c6119ba336be3b0dd2995165,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",35,"[""aisaka_sayo"",""akashi_yuuna"",""albert_chamomille"",""anya_cocolova"",""asakura_kazumi"",""ayase_yue"",""chachazero"",""chao_lingshen"",""evangeline_a.k._mcdowell"",""hakase_satomi"",""hasegawa_chisame"",""inugami_kotarou"",""izumi_ako"",""kagurazaka_asuna"",""kakizaki_misa"",""karakuri_chachamaru"",""kasuga_misora"",""konoe_konoka"",""kufei"",""kugimiya_madoka"",""miyazaki_nodoka"",""naba_chizuru"",""nagase_kaede"",""narutaki_fumika"",""narutaki_fuuka"",""negi_springfield"",""ookouchi_akira"",""sakurazaki_setsuna"",""saotome_haruna"",""sasaki_makie"",""shiina_sakurako"",""tatsumiya_mana"",""yotsuba_satsuki"",""yukihiro_ayaka"",""zazie_rainyday""]","[{""unit_id"":""ru3-f9cd6afc983b7a963cd9"",""member_ids_sha256"":""cdc5bbce1f0f13eeb96ee95775cc67e38e4a33b3298b90e80f78feac99226003""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-7da6f86c8d037542e2c32cc7,2,research/issue180-forward-2,authority:star_ocean,e4bfc64c5910e3a395e916dc9639f2975e4ad6d2b4eb6e32c20ff4d471ecf60f,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",33,"[""albel_nox"",""ashton_anchors"",""caleen_keemosn"",""celine_jules"",""chisato_madison"",""clair_lasbard"",""claude_c._kenny"",""cliff_fittir"",""dias_flac"",""edge_maverick"",""eris_jerand"",""faize_scheifa_beleth"",""fayt_leingod"",""fiore_brunelli"",""ilia_silvestri"",""iseria_queen"",""leon_geeste"",""lymle_lemuri_phi"",""maria_traydor"",""meracle_chamlotte"",""miki_sauvester"",""millie_chliette"",""mirage_koas"",""myuria_tionysus"",""nel_zelpher"",""opera_vectra"",""peppita_rossetti"",""precis_neumann"",""rena_lanford"",""saionji_reimi"",""shynesslady"",""sophia_esteed"",""welch_vineyard""]","[{""unit_id"":""ru3-90917102bb66996738f3"",""member_ids_sha256"":""dc00c3be2a4d89e8c86aed9eecd7cf1dec0a4b9899396a1754d97d88e60d6ab8""}]",P2,[],[],[]
q2-4d369d689e0b14590eab,pc2-f600282a2d666f7608c3ce75,2,research/issue180-forward-2,authority:the_king_of_fighters,295be0c77d086db6ae4fbf064eae7faa78adaede2b9db5549b18ef169403a780,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",32,"[""alice_garnet_nakata"",""asamiya_athena"",""ash_crimson"",""chang_koehan"",""clark_still"",""elisabeth_blanctorche"",""goenitz"",""heidern"",""k9999"",""kagura_chizuru"",""king_of_dinosaurs"",""krizalid"",""kula_diamond"",""kusanagi_kyou"",""leona_heidern"",""luong"",""maxima"",""may_lee"",""nanakase_yashiro"",""nikaidou_benimaru"",""orochi_leona"",""orochi_shermie"",""ralf_jones"",""rugal_bernstein"",""shen_woo"",""shijou_hinako"",""shun'ei"",""sie_kensou"",""sylvie_paula_paula"",""yabuki_shingo"",""yagami_iori"",""yamazaki_ryuuji""]","[{""unit_id"":""ru3-61d15e06e3a8d62b744a"",""member_ids_sha256"":""9b84f9c4e1a03bf2f6e9df31a495379a710752b27fe101967937ece51026d07e""}]",P2,[],[],[]
