queue_id,campaign_id,owner_slot,owner_branch,campaign_key,campaign_fingerprint,research_state,work_buckets,member_count,member_ids/tags,source_units,priority,source_hint_urls,source_hint_review_ids
q2-4d369d689e0b14590eab,pc2-bf6c0e1e511f8d11707eed11,1,research/issue180-forward-1,authority:vocaloid,e7a6ef850d9d78efd189fc9eca10ff3270f6c03a3c5b30bb30a7433fdc0d39ad,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",88,"[""25-ji_meiko"",""aimaina"",""akita_neru"",""allen_avadonia"",""aoki_lapis"",""argentinian_miku"",""batsu_miku"",""bicute_bunnies_miku"",""big_al"",""bottle_miku"",""brazilian_miku"",""chibi_miku"",""chuushuu_meigetsu_miku"",""ci_flower"",""cinnamiku"",""cul"",""doushite-chan"",""ennui_heiwa_miku"",""expo_miku"",""fujita_saki"",""fukase"",""fuyu_no_yoru_miku"",""galaco"",""gramophone_miku"",""gumi"",""gumiya"",""hachune_miku"",""hagane_miku"",""hatsune_mikuo"",""hiramado_miku"",""hiyama_kiyoteru"",""honne_dell"",""kaai_yuki"",""kamui_gakupo"",""kemomiku"",""kiyone_suzu"",""koropokkuru"",""leo/need_len"",""leo/need_meiko"",""leo/need_miku"",""luo_tianyi"",""megurine_luki"",""meika_hime"",""meika_mikoto"",""miku-oji"",""mikudayo"",""mo_qingxian"",""neko_hatsune_miku"",""nekomura_iroha"",""norwegian_miku"",""otomachi_una"",""rabbit_yukine"",""racing_miku"",""riliane_lucifen_d'autriche"",""sakine_meiko"",""sakura_len"",""sakura_rin"",""seeu"",""sf-a2_miki"",""shaohua_hatsune_miku"",""shiteyan'yo"",""sonika"",""sweet_ann"",""symphony_len"",""symphony_luka"",""symphony_miku"",""symphony_rin"",""takoluka"",""tian_dian"",""tone_rion"",""usano_mimi"",""utatane_piko"",""vivid_bad_squad_kaito"",""vy1"",""vy2"",""wonderlands_x_showtime_meiko"",""wowaka"",""xin_hua"",""xingchen"",""yanhe"",""yohioloid"",""yowane_haku"",""yowaneko"",""yuezheng_ling"",""yuki_len"",""yuki_rin"",""zatsune_miku"",""zhiyu_moke""]","[{""unit_id"":""ru3-c40d5e676bffea25d0b9"",""member_ids_sha256"":""4bc7e8c35ed476d7d1e67a5ce273825e5a6c8a599765eca0eaa1cd299252100d""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-90a3108473d3ecc1dcd74405,1,research/issue180-forward-1,authority:dragon_ball,f643cfc5d0369f63d90e29747babe26f2d1d76d0019d19f41080bb4faf883867,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",73,"[""1st_form_frieza"",""android_16"",""android_17"",""android_21"",""baby_vegeta"",""bardock"",""beerus"",""burter"",""cabba"",""captain_ginyu"",""caulifla"",""cell_max"",""chaozu"",""cheelai"",""dodoria"",""dr._arinsu"",""fat_buu"",""female_majin"",""final_form_frieza"",""frieza"",""full_power_frieza"",""fused_zamasu"",""gamma_1"",""gamma_2"",""gine"",""ginyu_force"",""gogeta"",""gohan_beast"",""goku_black"",""golden_frieza"",""gotenks"",""grandpa_gohan"",""great_saiyaman"",""guldo"",""gyuu_maou"",""imperfect_cell"",""janemba"",""jeice"",""jiren"",""kid_buu"",""majin_android_21"",""majin_buu"",""majin_vegeta"",""mirai_senshi"",""mr._satan"",""muten_roushi"",""nappa"",""north_kaiou"",""oolong"",""oozaru"",""orange_piccolo"",""perfect_cell"",""piccolo"",""piccolo_daimaou"",""pilaf"",""puar"",""raditz"",""recoome"",""semi-perfect_cell"",""seripa"",""son_goten"",""super_buu"",""tao_pai_pai"",""tenshinhan"",""tullece"",""uub"",""vegetto"",""videl"",""whis"",""yamcha"",""zamasu"",""zangya"",""zarbon""]","[{""unit_id"":""ru3-a62e6f1a5e49266f389b"",""member_ids_sha256"":""73efb5556a4259c5880fae9927a6331b7159ce16ad8ed9f6b200323d4a6361da""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-424a330106a5a8b554214d05,1,research/issue180-forward-1,authority:tales_of_(series),9769495638c36510d16fe3d006da7fe39088379497efe7aea9826bce7a5439ab,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",73,"[""alisha_diphda"",""ange_serena"",""anise_tatlin"",""annie_barrs"",""arche_klein"",""asbel_lhant"",""beryl_benito"",""caius_qualls"",""cheria_barnes"",""chester_burklight"",""chloe_valens"",""claus_f._lester"",""colette_brunel"",""cress_albane"",""dohalim_il_qaras"",""duke_pantarei"",""eleanor_hume"",""elize_lutus"",""elle_mel_marta"",""emil_castagnier"",""estellise_sidos_heurassein"",""farah_oersted"",""flynn_scifo"",""fujibayashi_sheena"",""fujibayashi_suzu"",""genis_sage"",""guy_cecil"",""harold_berselius"",""hisui_hearts"",""hubert_oswell"",""iria_animi"",""jade_curtiss"",""julius_will_kresnik"",""kanonno_earhart"",""kanonno_grassvalley"",""karol_capel"",""keele_zeibel"",""kohaku_hearts"",""kor_meteor"",""kratos_aurion"",""kyle_dunamis"",""leia_rolando"",""leon_magnus"",""lilith_aileron"",""lloyd_irving"",""loni_dunamis"",""ludger_will_kresnik"",""malik_caesar"",""marta_lualdi"",""mint_adenade"",""mithos_yggdrasill"",""nanaly_fletch"",""natalia_luzu_kimlasca_lanvaldear"",""norma_beatty"",""patty_fleur"",""philia_felice"",""presea_combatir"",""raine_sage"",""regal_bryant"",""reid_hershel"",""richter_abend"",""rita_mordio"",""rokurou_rangetsu"",""rowen_j._ilbert"",""ruca_milda"",""rutee_katrea"",""schwann_oltorain"",""senel_coolidge"",""shirley_fennes"",""spada_belforma"",""stahn_aileron"",""veigue_lungberg"",""zelos_wilder""]","[{""unit_id"":""ru3-4f6d949035a7c1a46edb"",""member_ids_sha256"":""2670174f17ebecebc0e3f1f1752f0536d3cec5ae0bf6db862d72754e4bce8abb""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-1b2716a1a28ca9a5cb450576,1,research/issue180-forward-1,authority:precure,279f017dd8cd6d861fca2e7017e9ec484e3439e7e06505739f64583889662d1c,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",72,"[""akaooni"",""akechi_anna"",""akimoto_komachi"",""amai_shirou"",""amamiya_elena"",""aono_miki"",""bad_end_beauty"",""bad_end_happy"",""bad_end_march"",""bad_end_peace"",""bad_end_sunny"",""dark_precure"",""dodory"",""dory"",""ellee-chan"",""hagoromo_lala"",""hanamichi_ran"",""higashi_setsuna"",""hijiri_ageha"",""hiramitsu_hinata"",""hoshina_hikaru"",""hoshizora_ikuyo"",""hoshizora_miyuki"",""ichinose_minori"",""inukai_iroha"",""inukai_komugi"",""kaguya_madoka"",""kasai_amane"",""kenjou_akira"",""kobayashi_mikuru"",""kokoda_kouji"",""kome-kome"",""kurokawa_eren"",""lary"",""laura_la_mer"",""majorina"",""mimino_kurumi"",""minamino_kanade"",""minamino_souta"",""minazuki_karen"",""miry"",""mob-sensei"",""momozono_love"",""moria_luluka"",""nagomi_yui"",""natsuki_rin"",""natsuumi_manatsu"",""nekoyashiki_mayu"",""nekoyashiki_yuki"",""nijigaoka_mashiro"",""nishijima_waon"",""nono_kotori"",""oomori_yuuko"",""rery"",""sakagami_ayumi"",""shiny_luminous"",""shirabe_ako"",""shiratori_yuriko"",""shirayuki_hime"",""sory"",""suzumura_sango"",""takizawa_asuka"",""tanaka_meron"",""tanaka_purin"",""tiry"",""toyama_daifuku"",""toyama_satoru"",""wakamiya_henri"",""wolfrun"",""yamabuki_inori"",""yumehara_nozomi"",""yuunagi_tsubasa""]","[{""unit_id"":""ru3-d5654071e3dbbd960cac"",""member_ids_sha256"":""be96043112891311567b03576131323cc33da770dffd710a09abda72f87e6c98""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-e79d4c5c472a1f316aab8c81,1,research/issue180-forward-1,authority:kirby_(series),063fbbcbfbdcd2d76d3617d871b4d81d5ce0e2516cc577a3acf1ff239073fefa,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",61,"[""adeleine"",""assistant_waddle_dee"",""awoofy"",""beam_kirby"",""blipper"",""bronto_burt"",""broom_hatter"",""camera_waddle_dee"",""car-mouth_kirby"",""chaos_elfilis"",""clawroline"",""corrupt_hyness"",""cupid_kirby"",""dark_matter_blade"",""dark_meta_knight"",""dark_mind"",""dark_nebula"",""drawcia"",""elfilin"",""escargon"",""fecto_elfilis"",""fecto_forgo"",""fire_kirby"",""galacta_knight"",""galactic_nova"",""gordo"",""hammer_kirby"",""hyness"",""ice_kirby"",""interdimensional_magolor"",""kracko"",""magolor_soul"",""marx_soul"",""max_profitt_haltmann"",""microphone_waddle_dee"",""mike_kirby"",""miracle_matter"",""mirror_kirby"",""morpho_knight"",""mr._bright"",""mr._shine"",""n-z"",""parasol_kirby"",""polof"",""poppy_bros_jr"",""prince_fluff"",""queen_sectonia"",""reporter_waddle_dee"",""ripple_star_queen"",""robobot_armor"",""sailor_waddle_dee"",""shadow_kirby"",""sleep_kirby"",""star_dream"",""sword_kirby"",""traitor_magolor"",""ultra_sword_kirby"",""void_soul"",""void_termina"",""whispy_woods"",""zan_partizanne""]","[{""unit_id"":""ru3-d279eea8b4e1d3090a9d"",""member_ids_sha256"":""0ae9586f94e3459c4a30323aa6b560e919b7e54c54078b38e8fde2d012ba4900""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-0a08c8a039ff84e53ca7543d,1,research/issue180-forward-1,authority:eiyuu_densetsu,4776e4a2478add5be1e9997d28226fe246b3404a6cb4585d4c46b43a3236e78c,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",56,"[""aaron_wei"",""agate_crosner"",""agnes_claudel"",""alfin_reise_arnor"",""anelace_elfead"",""ash_carbide"",""aurelia_le_guin"",""bergard_zeman"",""celis_ortesia"",""claire_rieveldt"",""crow_armbrust"",""duvalie"",""elaine_auclair"",""elie_macdowell"",""elise_schwarzer"",""elliot_craig"",""emilia_harring"",""emma_millstein"",""feri_al-fayed"",""gaius_worzel"",""jorda_eldarion"",""josette_capua"",""joshua_bright"",""judith_lanster"",""juna_crawford"",""jusis_albarea"",""kevin_graham"",""kloe_rinz"",""kurt_vander"",""lapis_rosenberg"",""laura_s._arseid"",""lloyd_bannings"",""machias_regnitz"",""millium_orion"",""mishy"",""musse_egret"",""nadia_rayne"",""noel_seeker"",""olivert_reise_arnor"",""quatre_salision"",""randolph_orlando"",""ries_argent"",""risette_twinings"",""rixia_mao"",""rufus_albarea"",""sara_valestein"",""scherazard_harvey"",""sharon_kreuger"",""shirley_orlando"",""shizuna_rem_misurugi"",""swin_abel"",""tio_plato"",""tita_russell"",""van_arkride"",""vita_clotilde"",""wazy_hemisphere""]","[{""unit_id"":""ru3-a2be42a0b5dae547950d"",""member_ids_sha256"":""25cb7b7443771a7f765f9e88999b7f6f7ac36b996b7cccdcb7ed4edf384240b0""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-bdba97ad2f50bdb17a5b3043,1,research/issue180-forward-1,authority:mario_(series),d5acc62ebb8a540ce020d1bcec044485bcca255cf7e8b0dea82cec24c98f7720,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",55,"[""admiral_bobbery"",""baby_luigi"",""baby_luma"",""biker_daisy"",""biker_peach"",""biker_rosalina"",""birdo"",""blue_luma"",""bob-omb"",""bowsette"",""bowsette_jr."",""bullet_bill"",""cat_peach"",""chain_chomp"",""cheep_cheep"",""dimentio"",""doopliss"",""dr._mario"",""f.l.u.d.d."",""goombella"",""green_luma"",""iggy_koopa"",""junior_clown_car"",""kamek"",""king_boo"",""king_olly"",""koopa_clown_car"",""koopa_paratroopa"",""lakitu"",""lakitu's_cloud"",""larry_koopa"",""lemmy_koopa"",""ludwig_von_koopa"",""mermaid_peach"",""morton_koopa_jr."",""mr._l"",""paper_peach"",""peachette"",""piranha_plant"",""polterpup"",""princess_chain_chomp"",""princess_king_boo"",""princess_yoshi"",""red_luma"",""red_yoshi"",""roy_koopa"",""shadow_queen"",""shy_gal"",""spiny"",""swordfighter_peach"",""thwomp"",""toadette"",""warupeach"",""wendy_o._koopa"",""wiggler""]","[{""unit_id"":""ru3-faad4cd134c2260fa1b5"",""member_ids_sha256"":""272cc0dfb6ef72c9339bfc811885d4ba2b41e9234efb866ecbabba313198052f""}]",P1,[],[]
q2-4d369d689e0b14590eab,pc2-a29aa79c04cab091439807d9,1,research/issue180-forward-1,authority:danganronpa_(series),d37dccaa46b217636cceb298a601e1cdfcb5dc855a6df4154ba036273d924a79,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",52,"[""ando_ruruka"",""asahina_aoi"",""celestia_ludenberg"",""cham-p"",""fujisaki_chihiro"",""fukawa_toko"",""gekkogahara_miaya"",""genocider_sho"",""great_gozu"",""hanamura_teruteru"",""hinata_hajime"",""ikusaba_mukuro"",""ishimaru_kiyotaka"",""izayoi_sonosuke"",""jum-p"",""kamukura_izuru"",""kemuri_jataro"",""kimura_seiko"",""kirigiri_jin"",""kizakura_koichi"",""koizumi_mahiru"",""kuwata_leon"",""kuzuryu_fuyuhiko"",""kuzuryu_natsumi"",""maga-g"",""maizono_sayaka"",""matsuda_yasuke"",""mitarai_ryota"",""monodam"",""monokid"",""monophanie"",""monosuke"",""munakata_kyosuke"",""naegi_komaru"",""nidai_nekomaru"",""ogami_sakura"",""otonashi_ryouko"",""owada_mondo"",""owari_akane"",""pekoyama_peko"",""saionji_hiyoko"",""sakakura_juzo"",""samidare_yui"",""shingetsu_nagisa"",""soda_kazuichi"",""sun-d"",""togami_byakuya"",""towa_monaca"",""tsumiki_mikan"",""utsugi_kotoko"",""yamada_hifumi"",""yukizome_chisa""]","[{""unit_id"":""ru3-efc1c8e73e50f869bffd"",""member_ids_sha256"":""ca8a2517ff19ac7906bfc4085e1d83e8d121007af50c9b56fdb3fd3a72ed50ed""}]",P1,"[""https://www.spike-chunsoft.com/news/danganronpa-10th-anniversary-event/""]","[""src180-danganronpa-10th""]"
q2-4d369d689e0b14590eab,pc2-61afcefe3d6020291deeff54,1,research/issue180-forward-1,authority:sonic_(series),17e927a7f989f35f55c620f7119e37e7efb44b792ef514a0e9e186a51e68c015,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",49,"[""bark_the_polar_bear"",""barry_the_quokka"",""big_the_cat"",""black_doom"",""burning_blaze"",""charmy_bee"",""classic_amy"",""classic_eggman"",""classic_knuckles"",""classic_sonic"",""classic_tails"",""cubot"",""dark_chao"",""dr._eggman"",""e-102_gamma"",""e-123_omega"",""egg_pawn"",""espio_the_chameleon"",""fang_the_sniper"",""gerald_robotnik"",""hero_chao"",""honey_the_cat"",""jet_the_hawk"",""lanolin_the_sheep"",""maria_robotnik"",""marine_the_raccoon"",""mephiles_the_dark"",""metal_sonic"",""mighty_the_armadillo"",""neo_metal_sonic"",""neutral_chao"",""orbot"",""princess_elise_the_third"",""rouge_the_bat"",""sally_acorn"",""shadow_chao"",""sonic_the_werehog"",""sticks_the_badger"",""storm_the_albatross"",""super_shadow"",""super_sonic"",""surge_the_tenrec"",""tangle_the_lemur"",""tikal_the_echidna"",""trip_the_sungazer"",""vanilla_the_rabbit"",""vector_the_crocodile"",""wave_the_swallow"",""whisper_the_wolf""]","[{""unit_id"":""ru3-cf34dbc6f0528b2d93b2"",""member_ids_sha256"":""45d9419ef4da242a85ae0d98d45c2015603d606e0596ea01a89d3ce1e6a6d0f6""}]",P2,[],[]
q2-4d369d689e0b14590eab,pc2-7ee37d4bc4a14d556232999d,1,research/issue180-forward-1,authority:zenless_zone_zero,252a38bbddc43549f8a2748ce87102efb1f12fcb96b05827bd8c51e4ef39df87,OPEN,"[""DIRECT_AUTHORITY_RESEARCH""]",49,"[""alexandrina_sebastiane"",""alice_thymefield"",""anby_demara"",""anton_ivanov"",""asaba_harumasa"",""astra_yao"",""ben_bigger"",""billy_kid"",""burnice_white"",""claret_flint"",""corin_wickes"",""damian_blackwood"",""dracaene_sunbringer"",""eldreda_sunbringer"",""ellen_joe"",""evelyn_chevalier"",""grace_howard"",""hoshimi_miyabi"",""hugo_vlad"",""ju_fufu"",""koleda_belobog"",""komano_manato"",""lindverne_sunbringer"",""lucia_elowen"",""luciana_de_montefio"",""nangong_yu"",""nekomiya_mana"",""nicole_demara"",""norma_hollowell"",""officer_mewmew"",""orphie_magnusson"",""pan_yinhu"",""piper_wheel"",""pulchra_fellini"",""remielle_dan"",""seed_sr."",""seth_lowell"",""severian_lowell"",""sigrid_de_l'azur"",""tralalero_tralala"",""tsukishiro_yanagi"",""ukinami_yuzuha"",""velina_airgid"",""vivian_banshee"",""von_lycaon"",""ye_shiyuan"",""ye_shunguang"",""yidhari_murphy"",""zhu_yuan""]","[{""unit_id"":""ru3-75d6bb0dc805a7bf710b"",""member_ids_sha256"":""9d53924733b31f52f985c6c8fefb011f414a9956d742f6272478bf14184b542e""}]",P2,[],[]
