review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
528,striped_skin,YES,縞模様のある肌・皮膚,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,肌上の縞模様という視覚パターンとして探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
531,sunbeam,YES,差し込む太陽光の光線・サンビーム,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,光線・照明効果として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
534,anti-demon_corps_uniform,YES,『魔都精兵のスレイブ』の魔防隊（Anti-Demon Corps）の制服,MIXED,CLOTHING_EXPOSURE,CORE,作品固有の制服として衣装から探せる,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,RESEARCHED,"[""https://www.myworldtheanimation.com/it/personajes/azuma-himari""]",
537,striped_sports_bra,YES,縞模様のスポーツブラ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,下着・スポーツ衣類として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,縞模様自体も独立した視覚意図になる,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
540,narutomaki_hair_ornament,YES,なると巻き形の髪飾り,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,髪に着けるアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
543,leash_between_breasts,YES,胸の間を通る・胸の間に位置するリード,BROWSE_WORTHY,TOOL_OBJECT,CORE,リードという小道具から探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]","[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
546,photokinesis,YES,photokinesisと呼ばれる光に関係する運動・能力概念,SEMANTIC_UNRESOLVED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://www.collinsdictionary.com/dictionary/english/photokinesis""]",一般語では光刺激による生物の運動を指す一方、創作では光操作能力の意味でも使われうるため、このタグの視覚的スコープを直接確認できず確定不能
549,tripod,YES,三脚,BROWSE_WORTHY,TOOL_OBJECT,CORE,撮影・支持用の道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
552,bread,YES,パン,BROWSE_WORTHY,TOOL_OBJECT,CORE,食品として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
555,bar_counter,YES,バー店舗のカウンター,BROWSE_WORTHY,TOOL_OBJECT,CORE,家具・設備という物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
