review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
903,intravenous_drip,YES,静脈点滴のバッグ・チューブ・針を用いた点滴処置,BROWSE_WORTHY,TOOL_OBJECT,CORE,医療器具・装置として探すのが自然,ACTION_CONTACT,SUPPORTING,身体への点滴処置としても独立して探せる,,,,"[""OBJECT_PROP/DAILY"",""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
906,roman_empire,YES,古代ローマ帝国という歴史的国家・時代への参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
909,capoeira,YES,蹴りや回転動作を特徴とするブラジルの格闘舞踊カポエイラ,BROWSE_WORTHY,ACTION_CONTACT,CORE,特徴的な身体動作・格闘アクションとして探すのが自然,POSE_POSITION,SUPPORTING,逆立ちや回転など特徴的な身体配置からも探せる,,,,[],[],[],NO,,CHECKED,[],
912,visual_novel,YES,ビジュアルノベル風の画面・作品表現,BROWSE_WORTHY,STYLE_PROCESSING,CORE,ゲーム画面・ビジュアルノベル的な表現様式として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
915,cicada_block_(meme),YES,相手を壁際に追い詰め手足を壁につく「蝉ドン」系のミーム構図,MIXED,POSE_POSITION,CORE,壁際で相手を囲う特徴的な身体配置として探せる,ACTION_CONTACT,SUPPORTING,相手を壁際に追い詰める人物間アクションとしても探せる,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,RESEARCHED,"[""https://safebooru.org/index.php?page=post&s=list&tags=cicada_block_%28meme%29""]",
918,book_stand,YES,本を開いた状態で支えるブックスタンド・書見台,BROWSE_WORTHY,TOOL_OBJECT,CORE,日用品・読書用具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
921,ribbon-trimmed_skirt,YES,リボンで縁取りされたスカート,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の装飾特徴として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
924,lying,YES,横たわっている姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,身体姿勢として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
927,sweet_madame_(genshin_impact),YES,『Genshin Impact』の料理Sweet Madameへの参照,MIXED,TOOL_OBJECT,CORE,料理・食品として視覚的に探せる,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,RESEARCHED,"[""https://safebooru.org/index.php?id=4969078&page=post&s=view""]",
930,kikka_academy_school_uniform,YES,『Riddle Joker』などYuzusoft作品に登場する橘花学院の学校制服,MIXED,CLOTHING_EXPOSURE,CORE,作品固有の学校制服として視覚的に探せる,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,RESEARCHED,"[""https://safebooru.org/index.php?id=6562347&page=post&s=view""]",
933,frilled_choker,YES,フリル装飾の付いたチョーカー,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,首元のアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
936,checking_watch,YES,腕時計などを見て時刻を確認する動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,時計を確認する動作として探すのが自然,TOOL_OBJECT,SUPPORTING,時計という小物からも独立して探せる,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
939,mary_janes,YES,甲にストラップのあるメリージェーン靴,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物・衣装として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
942,green_rope,YES,緑色のロープ・縄,BROWSE_WORTHY,TOOL_OBJECT,CORE,縄・小道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
945,holding_cassette,YES,カセットテープを手に持っている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,物を保持する動作として探すのが自然,TOOL_OBJECT,SUPPORTING,カセットテープという小物からも独立して探せる,,,,"[""ACTION_CONTACT/OBJECT_USE"",""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
948,checkered_pantyhose,YES,チェック柄のパンティストッキング,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,脚部衣類として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,チェック柄自体からも独立して探せる,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
951,bikini_bottom_lift,YES,ビキニボトムの端や腰部分を持ち上げる動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,水着を持ち上げる衣服操作として探すのが自然,CLOTHING_EXPOSURE,SUPPORTING,ビキニの着用・露出状態からも探せる,,,,"[""ACTION_CONTACT/OBJECT_USE"",""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
954,miyafuji_yoshika_(cosplay),YES,『Strike Witches』宮藤芳佳のコスプレ表現,MIXED,CLOTHING_EXPOSURE,CORE,キャラクター再現衣装として視覚的に探せる,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
957,too_many_flowers,YES,画面内に花が過剰なほど多数配置された表現,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,花の密集量を含む画面構成として探すのが自然,LIVING,SUPPORTING,花そのものからも独立して探せる,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
960,tabasco,YES,タバスコ系の辛味ソース・ボトル,BROWSE_WORTHY,TOOL_OBJECT,CORE,調味料・食品小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
963,dingir_(fate),YES,『Fate/Grand Order』でギルガメッシュが用いるDingir／Melammu Dingir系の砲撃・兵器参照,MIXED,TOOL_OBJECT,CORE,ウルクの砲撃兵器として視覚的に探せる,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,RESEARCHED,"[""https://tri-hermes.org/Servants/Profiles/Gilgamesh-Caster.html""]",
