review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
1128,kobe,YES,神戸という地名への参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1131,too_many_birds,YES,多数の鳥が画面内に密集・登場する表現,BROWSE_WORTHY,LIVING,CORE,多数の鳥という生物要素から探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1134,anger_vein,YES,怒りを示す漫画的な青筋・怒りマーク,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,怒りの表情記号として探すのが自然,TEXT_SYMBOL,SUPPORTING,漫画記号そのものからも独立して探せる,,,,"[""EXPRESSION_EMOTION/"", ""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1137,top_of_moe_2013,YES,電撃萌王とpixivによる2013年のイラスト企画「TOP OF MOE 2013」への参照,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://www.pixiv.co.jp/news/press-release/article/3095/""]",
1140,birch_tree,YES,白樺・カバノキ,BROWSE_WORTHY,LIVING,CORE,樹木・植物として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
1143,heart_ear_ornament,YES,ハート形の耳飾り・耳周り装飾,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,耳周りのアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1146,ribbon-trimmed_shorts,YES,リボンで縁取り・装飾されたショートパンツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の意匠として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1149,two-tone_sandals,YES,2色配色のサンダル,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1152,just_the_tip,YES,挿入を先端部分だけに留める性的表現,SEMANTIC_UNRESOLVED,,,,,,,,,,[],[],[],NO,,SEMANTIC_UNRESOLVED,"[""https://www.seaart.ai/explore/detail/f1a6a00a83ebf134cef713e7ca3bc2c4""]",直接的なDanbooru/Safebooru定義を確認できず用例は確認できるがタグの厳密な適用範囲は未確定
1155,pink_leotard_(dq),YES,『Dragon Quest IV』に登場するピンク色のレオタード装備,MIXED,CLOTHING_EXPOSURE,CORE,固有装備だがレオタード衣装として視覚的に探せる,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,RESEARCHED,"[""https://cos.booru.nl/wiki_pages/pink_leotard_%28dq%29""]",
