row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-082601,poppu_usagi,1,Artist,,,,,,,[]
I70-082602,porikeracchou,1,Artist,,,,,Porikeracchou,,[]
I70-082603,project_canopy,1,Artist,,,,,,,[]
I70-082604,psyche_oreca,1,Artist,,,,,サイケオレカ,,[]
I70-082605,pumi_puru,1,Artist,,,,,,,[]
I70-082606,qie,1,Artist,qie_(25832912),qie (25832912),,,Qie,,[]
I70-082607,qieazhibingjiling,1,Artist,xing_bao,xing bao,,,,,[]
I70-082608,qingjiao_rou_si,1,Artist,,,,,Qingjiao rou si,,[]
I70-082609,qiususu,1,Artist,qiusu15,qiusu15,,,,,[]
I70-082610,qoo1234,1,Artist,,,,,,,[]
I70-082611,quasar631,1,Artist,,,,,,,[]
I70-082612,rabbit_king,1,Artist,,,,,,,[]
I70-082613,rabittofaa,1,Artist,,,,,rabittofaa,,[]
I70-082614,raikou104,1,Artist,,,,,raikou104,,[]
I70-082615,rainyam6,1,Artist,,,,,,,[]
I70-082616,raresauce,1,Artist,igonnaswing,igonnaswing,,,,,[]
I70-082617,ray_(rays_26),1,Artist,,,,,,,[]
I70-082618,raymon,1,Artist,,,,,レイモン,,[]
I70-082619,reborns,1,Artist,,,,,生まれ変わった,,[]
I70-082620,recycled,1,Artist,lingshao1994,lingshao1994,,,,,[]
I70-082621,reishi_(litvyak),1,Artist,,,,,,,[]
I70-082622,reitomo,1,Artist,usakateisaien,usakateisaien,,,,,[]
I70-082623,reiu_(rriuette),1,Artist,,,,,,,[]
I70-082624,rhinth,1,Artist,,,,,,,[]
I70-082625,ri_ri_ri2,1,Artist,user_wtwz3334,user wtwz3334,,,,,[]
I70-082626,rian_gonzales,1,Artist,,,,,,,[]
I70-082627,roki_(307033),1,Artist,,,,,roki（307033）,,[]
I70-082628,roku_(roku_0141),1,Artist,,,,,,,[]
I70-082629,romu851170,1,Artist,,,,,,,[]
I70-082630,ropeperson,1,Artist,,,,,,,[]
I70-082631,rororoyu,1,Artist,,,,,,,[]
I70-082632,rubipachiku,1,Artist,,,,,,,[]
I70-082633,ruo1001,1,Artist,,,,,,,[]
I70-082634,ryo_chimo,1,Artist,,,,,リョチモ,,[]
I70-082635,s_xing_guowang,1,Artist,lustmuderd,lustmuderd,,,,,[]
I70-082636,sakaemdg,1,Artist,sakae_(sakaetenaidesu),sakae (sakaetenaidesu),,,,,[]
I70-082637,sakeno_rarukan,1,Artist,,,,,サケノ・ラルカン,,[]
I70-082638,saku_ff11,1,Artist,,,,,,,[]
I70-082639,sakunagita,1,Artist,namin_(namin1317),namin (namin1317),,,,,[]
I70-082640,sanso,1,Artist,,,,,サンソ,,[]
I70-082641,sanuki_(zigzagflamberge),1,Artist,fai_(zigzagflamberge),fai (zigzagflamberge),,,Sanuki（Zigzagflamberge）,,[]
I70-082642,sanvicept,1,Artist,sanmise_sanvicept,sanmise sanvicept,,,,,[]
I70-082643,saon101,1,Artist,,,,,saon101,,[]
I70-082644,sara_bon,1,Artist,,,,,サラボン,,[]
I70-082645,sayasushiswag,1,Artist,,,,,,,[]
I70-082646,sayuumigi,1,Artist,,,,,Sayuumigi,,[]
I70-082647,seal_007,1,Artist,,,,,,,[]
I70-082648,sebire,1,Artist,,,,,sebire,,[]
I70-082649,sennsu,1,Artist,,,,,,,[]
I70-082650,shanwenyufan,1,Artist,,,,,,,[]
