row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-037506,gekitotsu!_joshikousei_oiroke_sensha_gundan,Copyright,668,ゲキトツ！女子高生お色気戦車軍団,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0002,Formal title and punctuation not established from reliable first-party evidence
I70-038155,fuuki_iinchou_seira,Copyright,415,風紀委員長聖薇,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,作品同定と正式日本語タイトルの一次根拠不足
I70-038246,phantasmagoria_of_dim.dream,Copyright,391,夢時空,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,旧作の公式日本語表記を一次情報で確定できず
I70-038279,qinshi_mingyue,Copyright,381,天行九歌,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Canonical tag and current display appear to refer to potentially different franchise/title scope
I70-038291,wangzhe_rongyao,Copyright,379,王者荣耀,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Chinese domestic title versus Japanese/global Honor of Kings naming requires scope-safe mapping
I70-038314,pixiv_fate/grand_order_contest_2,Copyright,374,FGOイラコン2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Exact official contest title not established
I70-038330,matai_toshi,Copyright,370,魔胎都市,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Authoritative title source not established
I70-038353,ooe_(adelta),Copyright,364,大穢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Authoritative formal title source not established
I70-038421,mystic_square,Copyright,351,東方怪綺談,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Current title is plausible but primary official title evidence not established in this pass
I70-038423,roco_kingdom:_world,Copyright,351,洛克王国,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Exact product/subtitle scope could not be verified
I70-038457,lotus_land_story,Copyright,343,東方幻想郷,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Current title is plausible but primary official title evidence not established in this pass
I70-038460,seihou,Copyright,343,西方,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Canonical tag may be umbrella/series identity and exact formal Japanese display scope is unclear
I70-038538,hua_yi_shanxin_zhiyue,Copyright,330,花亦山心之月,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Chinese official title is supported but no safe Japanese formal title decision needed/established
I70-038590,virtuareal_link,Copyright,323,阿梓从小就很可爱,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,VTuber/fictional project remains in scope but official Japanese title evidence was not safely established
I70-038678,portrait_of_exotic_girls,Copyright,306,蓬莱少女繪幻想,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Could not safely bind canonical tag to a formal official Japanese title
I70-038718,taimashi_ayano,Copyright,298,退魔師綾乃,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Could not establish authoritative title source in one pass
I70-038782,kokkimusume,Copyright,289,国旗娘,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Could not safely identify formal property/title and Japanese rendering
I70-038819,highly_responsive_to_prayers,Copyright,283,東方靈異伝,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Known Touhou work but official primary title evidence was not established in this pass
I70-038938,krt_girls,Copyright,268,高捷少女,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Could not establish formal Japanese title from authoritative project source
I70-038943,dengeki_hime,Copyright,267,電撃姫,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Publication identity plausible but formal title/search treatment not reverified to HIGH
I70-038954,lanxi_zhen,Copyright,265,蓝溪镇,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Search collided with real-world place names and property identity could not be safely disambiguated
I70-038970,all_wishes_come_true!,Copyright,263,八仙,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Canonical property could not be safely mapped to formal title
I70-038996,bishoujo_(game),Copyright,260,微少女,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,Generic title collision prevented authoritative identity binding
I70-039044,ghostblade,Copyright,255,鬼刀,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,一次情報で日本語正式タイトルを安全に確定できず
I70-039057,diao_ye_zong,Copyright,254,凋叶棕,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,公式日本語表記の一次根拠を確立できず
I70-039067,ca_(deino),Copyright,252,CA（Maeda Koutarou）,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,タグidentityと正式名称の一次根拠不足
I70-039071,hunie_(series),Copyright,252,ハニーポップ,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0003,シリーズumbrellaと日本語名称の一次確認不足
I70-039082,twinbox_school,Copyright,251,TwinBox学園,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,公式一次情報で正式表記を確定できず
I70-039083,yukijirushi,Copyright,251,雪印コーヒー擬人化イラコン,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,ブランド関連企画だがillustrated propertyとの境界が曖昧
I70-039109,hentai_key,Copyright,247,変態鍵,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,公式一次情報を確立できず
I70-039119,jinguang_budaixi,Copyright,246,金光布袋戲,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,日本語公式タイトルの一次根拠不足
I70-039123,a-soul,Copyright,245,A手,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,VTuber/virtual idol系で2D対象だが日本語公式表記未確認
I70-039153,sensha_otoko,Copyright,243,戦車男,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0003,作品identityと正式タイトルの一次確認不足
I70-003288,label_(nikke),Character,1022,レーベル,レーベル | レーベル(NIKKE),,character_accepted_blank_batch057.csv,,,,,,,true,1,cycle-0003,日本語公式キャラクター名を確定できず
I70-003328,pebble_(koseki_bijou),Character,1007,ペブル,ペブル | Pebble,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0003,公式日本語名を確定できず
I70-003352,miss_cloud,Character,1001,Miss Cloud,Miss Cloud | ミスクラウド,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,キャラクター同定と公式日本語名を確定できず
I70-003358,mewo,Character,999,Mewo,Mewo | ミャオ,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,キャラクター同定と公式日本語名を確定できず
I70-003371,rieszverne_suzette_paladill,Character,995,リース,リース,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0003,フルネームの公式日本語表記を確定できず
I70-003379,kamanosuke_(zenless_zone_zero),Character,994,かまのすけ,かまのすけ | かまちー,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0003,公式日本語名を一次情報で確定できず
I70-003442,little_ica_(honkai:_star_rail),Character,977,イカルン,イカルン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0003,公式日本語名を一次情報で確定できず
I70-003468,jingwei_(bird),Character,971,精衛鳥,精衛鳥,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0003,キャラクター同定と公式日本語名を確定できず
I70-003487,lida_(pokemon),Character,966,デウロ,デウロ,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0003,公式日本語名との対応を確定できず
I70-003517,male_endministrator_(arknights),Character,956,男管理人,男管理人,日本語公式表記の追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,役割名の公式日本語表記を確定できず
I70-003543,enraku_tsubakura,Character,948,燕楽玄鳥,燕楽玄鳥,日本語表記と読みの追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Official Japanese character-name evidence not established in one reasonable pass
I70-003614,fallenshadow,Character,929,Fallenshadow,Fallenshadow,日本語定着表記の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,No trustworthy official Japanese localized name established
I70-003715,mr._plantegg_(omori),Character,898,Mr. Plantegg,Mr. Plantegg,日本語定着表記を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,No authoritative Japanese character-name evidence established
I70-003723,sothis_(young)_(fire_emblem),Character,896,ソティス（幼少）,ソティス（幼少）,形態ラベルの日本語公式表記確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Base name ソティス is supported but official Japanese qualifier for young form was not established
I70-003736,evil_neuro-sama_(1st_costume),Character,891,Evil Neuro-sama（1st costume）,Evil Neuro-sama（1st costume）,日本語定着表記と衣装表記の追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Official Japanese localized identity/costume label not established
I70-003754,angelina_the_mellow_wish_(arknights),Character,887,Angelina the Mellow Wish,Angelina the Mellow Wish,日本語公式名を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,Official Japanese localized alter/form name not established
I70-003765,demon_king_of_salvation,Character,885,Demon King of Salvation,Demon King of Salvation,日本語公式訳名の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,Official Japanese localized character/title identity not established
I70-003803,paxton_(pokemon),Character,874,キョウヤ,キョウヤ | キョウヤ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Current Japanese name could not be tied to authoritative official evidence in one pass
I70-003816,alice_thymefield_(sea_of_thyme),Character,871,アリス・タイムフィールド（タイム香る海辺）,アリス・タイムフィールド（タイム香る海辺） | タイム香る海辺,衣装名と日本語キャラクター表記の追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Official Japanese character and costume naming not established
I70-003826,lebanne_(pokemon),Character,868,ハルジオ,ハルジオ | ハルジオ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Current Japanese name could not be tied to authoritative official evidence in one pass
I70-003872,zentreya_(dragon),Character,856,Zentreya（Dragon）,Zentreya（Dragon）,日本語定着表記と形態名の追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Official creator identity is clear but no official Japanese character/form name was established
I70-003934,vedal987,Character,841,Vedal,Vedal,日本語定着表記の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0003,Official ecosystem confirms Vedal identity but no official Japanese Character name exists in checked material
I70-003953,angelica_(project_moon),Character,837,アンジェリカ,アンジェリカ,日本語公式表記の追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Could not establish official Japanese character spelling from first-party material in this pass
I70-003962,big_bad_wolf,Character,835,大きな悪いオオカミ,大きな悪いオオカミ | 悪いオオカミ,日本語定着訳の追加確認が必要,character_review_final_batch061.csv,,,,,,,true,1,cycle-0003,Canonical identity is too generic to safely select an official Japanese character name
