cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-065759,araki_hirohiko,Artist,115,荒木飛呂彦,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://mangaart.jp/ja/artists/hirohiko-araki,集英社公式作家ページで荒木飛呂彦表記を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-066032,kawamoto_toshihiro,Artist,114,川元利浩,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.bones.co.jp/about/,株式会社ボンズ公式会社概要の取締役表記で川元利浩を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-066033,kio_shimoku,Artist,114,木尾士目,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.kodansha.co.jp/comic/products/0000032059,講談社公式書誌の著者紹介で木尾士目表記を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-066273,mori_kotarou,Artist,113,森小太郎,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://store.kadokawa.co.jp/shop/g/g200709000066/,KADOKAWA公式商品ページの作画クレジットで森小太郎表記を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-066274,moriyama_daisuke,Artist,113,森山大輔,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.kadokawa.co.jp/product/322502001470/,KADOKAWA公式書誌の漫画クレジットで森山大輔表記を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-068652,yoshikawa_miki,Artist,103,吉河美希,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.kodansha.co.jp/comic/products/0000012904,講談社公式書誌の著者紹介で吉河美希表記を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-039999,trojan_green_asteroid,Copyright,173,鳥船遺跡,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_VERIFIED,HIGH,https://music.apple.com/jp/album/%E9%B3%A5%E8%88%B9%E9%81%BA%E8%B7%A1-trojan-green-asteroid/1437765163,上海アリス幻樂団配信アルバムの正式表記「鳥船遺跡 ~ Trojan Green Asteroid」を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-040133,senjuushi:_the_thousand_noble_musketeers,Copyright,164,千銃士,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_VERIFIED,HIGH,https://corp.marv.jp/pr/20170714-000942.html,マーベラス公式リリースでゲームタイトル『千銃士』を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-040181,obey_me!_(series),Copyright,161,Obey Me!,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_VERIFIED,HIGH,https://www.nttsolmare.com/press/2025/0529.html,権利元NTTソルマーレ公式リリースでシリーズ名「Obey Me!」を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-005145,evil_twin_lil-la,Character,625,Evil★Twin リィラ,Evil★Twin リィラ,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.konami.com/yugioh/masterduel/jp/ja/news/4thanniversary,KONAMI公式マスターデュエル告知でカード名「Evil★Twin リィラ」を確認。,PROPOSED
cycle-0005,3,a147818b842e95a4bfc8201071a43e6c498fe5fe434a93f263713f6613c94b5d,I70-005203,aika_granzchesta,Character,617,藍華・S・グランチェスタ,藍華・S・グランチェスタ,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://ariacompany.net/sinfonia/viaggio2/,ARIAシリーズ公式サイトで「藍華・S・グランチェスタ役」の表記を確認。,PROPOSED
