row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-002001,ichijou_ririka,4,一条莉々華,一条莉々華,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002002,haru_urara_(bestest_prize)_(umamusume),4,ハルウララ（一等賞）,ハルウララ（一等賞）,REVIEW_REQUIRED,日本語表示名・表記の確定に追加確認が必要
I70-002003,wraith_(apex_legends),4,レイス,レイス,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002004,yuri_lowell,4,ユーリ・ローウェル,ユーリ・ローウェル,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002005,pod_(nier:automata),4,ポッド,ポッド,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002006,winning_ticket_(umamusume),4,ウイニングチケット,ウイニングチケット,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002007,fujibayashi_kyou,4,藤林杏,藤林杏,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002008,meta_knight,4,メタナイト,メタナイト,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002009,yanami_anna,4,八奈見杏菜,八奈見杏菜,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002010,phoenix_wright,4,成歩堂龍一,成歩堂龍一,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002011,silence_suzuka_(innocent_silence)_(umamusume),4,サイレンススズカ（サイレントイノセンス）,サイレンススズカ（サイレントイノセンス）,REVIEW_REQUIRED,日本語表示名・表記の確定に追加確認が必要
I70-002012,tenma_saki,4,天馬咲希,天馬咲希,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002013,vergil_(devil_may_cry),4,バージル,バージル,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002014,otomachi_una,4,音街ウナ,音街ウナ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002015,vash_the_stampede,4,ヴァッシュ・ザ・スタンピード,ヴァッシュ・ザ・スタンピード,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002016,tarnished_(elden_ring),4,褪せ人,褪せ人,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002017,anila_(granblue_fantasy),4,アニラ,アニラ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002018,lucoa_(maidragon),4,ルコア,ルコア,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002019,hyuna_(alien_stage),4,ヒョナ,ヒョナ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002020,sailor_venus,4,セーラーヴィーナス,セーラーヴィーナス,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002021,kagamihara_nadeshiko,4,各務原なでしこ,各務原なでしこ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002022,amane_kanata_(1st_costume),4,天音かなた（通常衣装）,天音かなた（通常衣装）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002023,akane_lize,4,朱音リゼ,朱音リゼ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002024,francesca_lucchini,4,フランチェスカ・ルッキーニ,フランチェスカ・ルッキーニ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002025,oshino_ougi,4,忍野扇,忍野扇,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002026,feixiao_(honkai:_star_rail),4,飛霄,飛霄,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002027,hop_(pokemon),4,ホップ,ホップ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002028,spider-gwen,4,スパイダー・グウェン,スパイダー・グウェン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002029,kazusa_(band)_(blue_archive),4,杏山カズサ（バンド）,杏山カズサ（バンド）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002030,murasaki_shion_(1st_costume),4,紫咲シオン（通常衣装）,紫咲シオン（通常衣装）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002031,tokisaki_kurumi_(spirit),4,時崎狂三（精霊）,時崎狂三（精霊）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002032,collei_(genshin_impact),4,コレイ,コレイ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002033,kiritani_haruka,4,桐谷遥,桐谷遥,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002034,new_jersey_(azur_lane),4,ニュージャージー,ニュージャージー,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002035,sailor_mars,4,セーラーマーズ,セーラーマーズ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002036,tateyama_ayano,4,楯山文乃,楯山文乃,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002037,a2_(nier:automata),4,A2,A2,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002038,oda_nobunaga_(koha-ace),4,織田信長,織田信長,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002039,sayori_(doki_doki_literature_club),4,サヨリ,サヨリ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002040,gwen_(league),4,グウェン,グウェン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002041,helena_blavatsky_(fate),4,エレナ・ブラヴァツキー,エレナ・ブラヴァツキー,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002042,aoba_(blue_archive),4,内海アオバ,内海アオバ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002043,ceres_fauna_(1st_costume),4,セレス・ファウナ（通常衣装）,セレス・ファウナ（通常衣装）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002044,etorofu_(kancolle),4,択捉,択捉,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002045,kama_(young)_(fate),4,カーマ（幼少）,カーマ（幼少）,REVIEW_REQUIRED,日本語表示名・表記の確定に追加確認が必要
I70-002046,kashino_(azur_lane),4,樫野,樫野,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002047,leonardo_da_vinci_(rider)_(fate),4,レオナルド・ダ・ヴィンチ（ライダー）,レオナルド・ダ・ヴィンチ（ライダー）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002048,oreki_houtarou,4,折木奉太郎,折木奉太郎,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002049,caitlyn_(league),4,ケイトリン,ケイトリン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002050,poring,4,ポリン,ポリン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002051,armin_arlert,4,アルミン・アルレルト,アルミン・アルレルト,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002052,grace_howard,4,グレース・ハワード,グレース・ハワード,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002053,mika_(swimsuit)_(blue_archive),4,聖園ミカ（水着）,聖園ミカ（水着）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002054,cure_sky,4,キュアスカイ,キュアスカイ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002055,godzilla,4,ゴジラ,ゴジラ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002056,hinata_(blue_archive),4,若葉ヒナタ,若葉ヒナタ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002057,boudica_(fate),4,ブーディカ,ブーディカ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002058,el_condor_pasa_(umamusume),4,エルコンドルパサー,エルコンドルパサー,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002059,female_byleth_(awakened)_(fire_emblem),4,ベレス（ニルヴァーナ）,ベレス（ニルヴァーナ）,REVIEW_REQUIRED,日本語表示名・表記の確定に追加確認が必要
I70-002060,rapi_(red_hood)_(nikke),4,ラピ：レッドフード,ラピ：レッドフード,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002061,psylocke,4,サイロック,サイロック,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002062,soul_(utdr),4,ソウル,ソウル,REVIEW_REQUIRED,日本語表示名・表記の確定に追加確認が必要
I70-002063,emma_(pokemon),4,マチエール,マチエール,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002064,eunie_(xenoblade),4,ユーニ,ユーニ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002065,kawakaze_(kancolle),4,江風,江風,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002066,midna_(imp),4,ミドナ（影の世界の姿）,ミドナ（影の世界の姿）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002067,rensouhou-kun,4,連装砲くん,連装砲くん,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002068,kinich_(genshin_impact),4,キィニチ,キィニチ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002069,ilulu_(maidragon),4,イルル,イルル,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002070,arven_(pokemon),4,ペパー,ペパー,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002071,dido_(azur_lane),4,ダイドー,ダイドー,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002072,luma_(mario),4,チコ,チコ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002073,katori_(kancolle),4,香取,香取,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002074,my_melody,4,マイメロディ,マイメロディ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002075,daring_tact_(umamusume),4,デアリングタクト,デアリングタクト,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002076,reiner_braun,4,ライナー・ブラウン,ライナー・ブラウン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002077,sendai_hakurei_no_miko,4,先代博麗の巫女,先代博麗の巫女,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002078,chen_qianyu_(arknights),4,陳千語,陳千語,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002079,boo_(mario),4,テレサ,テレサ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002080,raichu,4,ライチュウ,ライチュウ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002081,raiden_mei_(herrscher_of_thunder),4,雷電芽衣（雷の律者）,雷電芽衣（雷の律者）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002082,i-class_destroyer,4,駆逐イ級,駆逐イ級,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002083,kuma_(persona_4),4,クマ,クマ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002084,hayashimo_(kancolle),4,早霜,早霜,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002085,tamura_yuri,4,田村ゆり,田村ゆり,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002086,maebara_keiichi,4,前原圭一,前原圭一,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002087,diana_cavendish,4,ダイアナ・キャベンディッシュ,ダイアナ・キャベンディッシュ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002088,amamiya_kokoro,4,天宮こころ,天宮こころ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002089,kirara_(genshin_impact),4,綺良々,綺良々,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-002090,fenomeno_(umamusume),4,フェノーメノ,フェノーメノ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
