row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-008001,mutsu_kai_ni_(kancolle),4,陸奥改二,陸奥改二,ACCEPTED_AI,確定
I70-008002,nakayama_festa_(shichuukyuukatsu)_(umamusume),4,ナカヤマフェスタ（死中求活）,ナカヤマフェスタ（死中求活）,REVIEW_REQUIRED,要確認
I70-008003,nidai_nekomaru,4,弐大猫丸,弐大猫丸,ACCEPTED_AI,確定
I70-008004,phainon_(express_travel)_(honkai:_star_rail),4,ファイノン（列車周遊記Ver.）,ファイノン（列車周遊記Ver.）,REVIEW_REQUIRED,要確認
I70-008005,rumi_(girls_und_panzer),4,ルミ,ルミ,ACCEPTED_AI,確定
I70-008006,satou_jun,4,佐藤潤,佐藤潤,ACCEPTED_AI,確定
I70-008007,stella_vermillion,4,ステラ・ヴァーミリオン,ステラ・ヴァーミリオン,ACCEPTED_AI,確定
I70-008008,tanaka_mako,4,田中真子,田中真子,ACCEPTED_AI,確定
I70-008009,waguri_kaoruko,4,和栗薫子,和栗薫子,ACCEPTED_AI,確定
I70-008010,akatsuki_uni,4,赤月ゆに,赤月ゆに,ACCEPTED_AI,確定
I70-008011,alex_winger,4,アレックス,アレックス,ACCEPTED_AI,確定
I70-008012,deoxys_(normal),4,デオキシス（ノーマルフォルム）,デオキシス（ノーマルフォルム）,ACCEPTED_AI,確定
I70-008013,girlfriend_(friday_night_funkin'),4,ガールフレンド,ガールフレンド,ACCEPTED_AI,確定
I70-008014,gold_ship_(racehorse),4,ゴールドシップ（競走馬）,ゴールドシップ（競走馬）,ACCEPTED_AI,確定
I70-008015,liliweiss_(nikke),4,リリーバイス,リリーバイス,ACCEPTED_AI,確定
I70-008016,lulu_(ff10),4,ルールー,ルールー,ACCEPTED_AI,確定
I70-008017,mikoko_(kemomimi_oukoku_kokuei_housou),4,みここ,みここ,ACCEPTED_AI,確定
I70-008018,nitocris_alter_(fate),4,ニトクリス〔オルタ〕,ニトクリス〔オルタ〕,ACCEPTED_AI,確定
