row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-010001,kasamoto_eri,4,エリ・カサモト,エリ・カサモト,ACCEPTED_AI,確定
I70-010002,kitazawa_hagumi,4,北沢はぐみ,北沢はぐみ,ACCEPTED_AI,確定
I70-010003,legoshi,4,レゴシ,レゴシ,ACCEPTED_AI,確定
I70-010004,lute_(fire_emblem),4,ルーテ,ルーテ,ACCEPTED_AI,確定
I70-010005,manhattan_cafe_(casual)_(umamusume),4,マンハッタンカフェ（私服）,マンハッタンカフェ（私服） | マンハッタンカフェ,REVIEW_REQUIRED,要確認
I70-010006,margaretha_sorin,4,マーガレッタ＝ソリン,マーガレッタ＝ソリン,ACCEPTED_AI,確定
I70-010007,nevada_(kancolle),4,ネバダ,ネバダ | Nevada,ACCEPTED_AI,確定
I70-010008,nidoran_(male),4,ニドラン♂,ニドラン♂,ACCEPTED_AI,確定
I70-010009,ohno_kanako,4,大野加奈子,大野加奈子 | 大野,ACCEPTED_AI,確定
I70-010010,plumeria_(pokemon),4,プルメリ,プルメリ,ACCEPTED_AI,確定
I70-010011,raven_(honkai_impact),4,ナターシャ・キオラ,ナターシャ・キオラ | 渡鴉,ACCEPTED_AI,確定
I70-010012,rosanna_(chic_ocean)_(nikke),4,ロザンナ：シックオーシャン,ロザンナ：シックオーシャン | ロザンナ,ACCEPTED_AI,確定
I70-010013,sapling_(ceres_fauna),4,Sapling,Sapling,REVIEW_REQUIRED,要確認
I70-010014,shirayuki_noa,4,白雪乃愛,白雪乃愛,ACCEPTED_AI,確定
I70-010015,sovetsky_soyuz_(azur_lane),4,ソビエツキー・ソユーズ,ソビエツキー・ソユーズ,ACCEPTED_AI,確定
I70-010016,strider_hiryuu,4,ストライダー飛竜,ストライダー飛竜,ACCEPTED_AI,確定
I70-010017,touyama_nao,4,東山奈央,東山奈央,ACCEPTED_AI,確定
I70-010018,zakuro_(rariatto),4,ザクロ,ザクロ | ザクロ（rariatto）,REVIEW_REQUIRED,要確認
I70-010019,ajax_(azur_lane),4,エイジャックス,エイジャックス | エイジャックス（アズールレーン）,ACCEPTED_AI,確定
I70-010020,akatsuki_(log_horizon),4,アカツキ,アカツキ | アカツキ（ログ・ホライズン）,ACCEPTED_AI,確定
I70-010021,araki_nonoka_(takano_tomohiro),4,荒木乃々香,荒木乃々香 | えんこーちゃん,REVIEW_REQUIRED,要確認
I70-010022,asashio_(halloween)_(kancolle),4,朝潮（ハロウィン）,朝潮（ハロウィン） | 朝潮,ACCEPTED_AI,確定
I70-010023,audrey_burne,4,オードリー・バーン,オードリー・バーン | ミネバ・ラオ・ザビ,ACCEPTED_AI,確定
I70-010024,bastet_(p&d),4,バステト,バステト | バステト（パズドラ）,ACCEPTED_AI,確定
I70-010025,britomart_(fate),4,ブリトマート,ブリトマート | ブリトマート（Fate）,ACCEPTED_AI,確定
I70-010026,calne_ca_(deino),4,骸音シーエ,骸音シーエ | シーエ,ACCEPTED_AI,確定
I70-010027,elfuda_(elf-san_wa_yaserarenai.),4,絵留札,絵留札 | エルフーダ,ACCEPTED_AI,確定
I70-010028,enmu_(kimetsu_no_yaiba),4,魘夢,魘夢,ACCEPTED_AI,確定
I70-010029,fulgur_ovid,4,ファルガー・オーヴィド,ファルガー・オーヴィド,ACCEPTED_AI,確定
I70-010030,hattrem,4,テブリム,テブリム,ACCEPTED_AI,確定
I70-010031,helena_blavatsky_(third_ascension)_(fate),4,エレナ・ブラヴァツキー（第三再臨）,エレナ・ブラヴァツキー（第三再臨） | エレナ・ブラヴァツキー,REVIEW_REQUIRED,要確認
I70-010032,himawari-san_(character),4,ひまわりさん,ひまわりさん,ACCEPTED_AI,確定
I70-010033,hisui_(cookie),4,緋翠姉貴,緋翠姉貴 | HSI姉貴,REVIEW_REQUIRED,要確認
I70-010034,ishigaki_(kancolle),4,石垣,石垣 | 石垣（艦これ）,ACCEPTED_AI,確定
I70-010035,joker_(cookie),4,JOKER姉貴,JOKER姉貴 | 大根役者ちゃん,REVIEW_REQUIRED,要確認
I70-010036,ka-class_submarine,4,潜水カ級,潜水カ級 | カ級,ACCEPTED_AI,確定
I70-010037,kamiki_mirai,4,カミキ・ミライ,カミキ・ミライ,ACCEPTED_AI,確定
I70-010038,kayn_(league),4,ケイン,ケイン | ケイン（リーグ・オブ・レジェンド）,ACCEPTED_AI,確定
I70-010039,kecleon,4,カクレオン,カクレオン,ACCEPTED_AI,確定
I70-010040,kitakoji_hisui,4,北小路ヒスイ,北小路ヒスイ,ACCEPTED_AI,確定
I70-010041,kuroe_(madoka_magica),4,黒江,黒江 | 黒江（マギアレコード）,ACCEPTED_AI,確定
I70-010042,kuroi_mato,4,黒衣マト,黒衣マト,ACCEPTED_AI,確定
I70-010043,lilka_eleniak,4,リルカ・エレニアック,リルカ・エレニアック,ACCEPTED_AI,確定
I70-010044,loki_(fire_emblem),4,ロキ,ロキ | ロキ（FEH）,ACCEPTED_AI,確定
I70-010045,march_7th_(nascent_spring)_(honkai:_star_rail),4,三月なのか（新春）,三月なのか（新春） | 三月なのか,REVIEW_REQUIRED,要確認
I70-010046,medic_(tf2),4,メディック,メディック | メディック（TF2）,ACCEPTED_AI,確定
I70-010047,mikeneko_(vtuber),4,みけねこ,みけねこ | 恋糸りあ,ACCEPTED_AI,確定
I70-010048,misuzu_(blue_archive),4,ミスズ,ミスズ | ミスズ（ブルーアーカイブ）,REVIEW_REQUIRED,要確認
I70-010049,nanase_riku,4,七瀬陸,七瀬陸,ACCEPTED_AI,確定
I70-010050,oozora_subaru_(police),4,大空スバル（警察衣装）,大空スバル（警察衣装） | 大空スバル,ACCEPTED_AI,確定
I70-010051,ren_zotto,4,レン・ゾット,レン・ゾット,ACCEPTED_AI,確定
I70-010052,saotome_mary,4,早乙女芽亜里,早乙女芽亜里,ACCEPTED_AI,確定
I70-010053,senri_akane,4,千里朱音,千里朱音,ACCEPTED_AI,確定
I70-010054,sethos_(genshin_impact),4,セトス,セトス | セトス（原神）,ACCEPTED_AI,確定
I70-010055,springfield_(stirring_mermaid)_(girls'_frontline),4,スプリングフィールド（目覚めたマーメイド）,スプリングフィールド（目覚めたマーメイド） | 目覚めたマーメイド,REVIEW_REQUIRED,要確認
I70-010056,sun-d,4,Sun-D,Sun-D,REVIEW_REQUIRED,要確認
I70-010057,tifa_lockhart_(cowgirl),4,ティファ・ロックハート（カウガール）,ティファ・ロックハート（カウガール） | ウェスタンガイド,REVIEW_REQUIRED,要確認
I70-010058,yawata_maru_(kancolle),4,八幡丸,八幡丸 | 八幡丸（艦これ）,ACCEPTED_AI,確定
I70-010059,yoshida_kazumi,4,吉田一美,吉田一美,ACCEPTED_AI,確定
I70-010060,2p_(nier:automata),4,2P,2P | ヨルハ二号P型,ACCEPTED_AI,確定
I70-010061,cinque_(nanoha),4,チンク・ナカジマ,チンク・ナカジマ | チンク,ACCEPTED_AI,確定
I70-010062,conte_di_cavour_nuovo_(kancolle),4,Conte di Cavour nuovo,Conte di Cavour nuovo | コンテ・ディ・カブール・ヌオーヴォ,REVIEW_REQUIRED,要確認
I70-010063,cure_coral,4,キュアコーラル,キュアコーラル,ACCEPTED_AI,確定
I70-010064,dang_(runescape),4,Dang,Dang,REVIEW_REQUIRED,要確認
I70-010065,eri_(pokemon),4,ビワ,ビワ | ビワ（ポケモン）,ACCEPTED_AI,確定
I70-010066,futaba_minato,4,双葉湊音,双葉湊音,REVIEW_REQUIRED,要確認
I70-010067,hachisuka_kotetsu,4,蜂須賀虎徹,蜂須賀虎徹,ACCEPTED_AI,確定
I70-010068,hk416_(mod3)_(girls'_frontline),4,HK416（MOD3）,HK416（MOD3） | HK416,REVIEW_REQUIRED,要確認
I70-010069,kangaskhan,4,ガルーラ,ガルーラ,ACCEPTED_AI,確定
I70-010070,kanne_(sousou_no_frieren),4,カンネ,カンネ | カンネ（葬送のフリーレン）,ACCEPTED_AI,確定
I70-010071,katsuragi_kai_(kancolle),4,葛城改,葛城改 | 葛城,ACCEPTED_AI,確定
I70-010072,kinon_bachika,4,キノン・バチカ,キノン・バチカ | キノン,ACCEPTED_AI,確定
I70-010073,mifune_fumiko,4,三船フミコ,三船フミコ,ACCEPTED_AI,確定
I70-010074,morpho_knight,4,バルフレイナイト,バルフレイナイト,ACCEPTED_AI,確定
I70-010075,retoree_(show_by_rock!!),4,レトリー,レトリー,ACCEPTED_AI,確定
I70-010076,rookidee,4,ココガラ,ココガラ,ACCEPTED_AI,確定
I70-010077,scarlet_(black_shadow)_(nikke),4,紅蓮：ブラックシャドウ,紅蓮：ブラックシャドウ | 紅蓮,ACCEPTED_AI,確定
