row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-033051,morino_mari,4,Character,,,,,森野真理,,"[""koisuru_asteroid"",""gochuumon_wa_usagi_desu_ka?"",""yama_no_susume""]"
I70-033052,mr._chin,4,Character,,,,,ミスター陳,,"[""tsukihime"",""melty_blood"",""melty_blood:_type_lumina""]"
I70-033053,muni_(akatsuki_uni),4,Character,,,,,,,"[""uni_create"","".live"",""darkstalkers""]"
I70-033054,mustard_(pokemon),4,Character,,,,,マスタード(トレーナー),,"[""pokemon"",""pokemon_sword_and_shield"",""pokemon_tcg""]"
I70-033055,myria_loussier_(salverion),4,Character,,,,,,,"[""original"",""final_fantasy"",""final_fantasy_xiv""]"
I70-033056,nachetanya_loei_piena_augustra,4,Character,nashetania_loei_piena_augustra,nashetania loei piena augustra,,,ナッシェタニア,,"[""rokka_no_yuusha""]"
I70-033057,nagakura_shinpachi_(first_ascension)_(fate),4,Character,,,,,,,"[""fate/grand_order"",""fate_(series)"",""fate/grand_order_arcade""]"
I70-033058,nakahara_mai,4,Character,,,,,中原麻衣,,"[""clannad"",""higurashi_no_naku_koro_ni"",""honkai:_star_rail""]"
I70-033059,nakano_rinka,4,Character,,,,,中野りんか,,"[""re:stage!"",""ongeki""]"
I70-033060,nakayama_festa_(festival_game)_(umamusume),4,Character,,,,,祝祭遊戯,,"[""umamusume"",""pokemon""]"
I70-033061,nanoha_(stella_sora),4,Character,,,,,ナノハ,,"[""stella_sora""]"
I70-033062,nase_fumino,4,Character,,,,,奈瀬文乃,,"[""umamusume"",""umamusume:_cinderella_gray"",""umamusume:_star_blossom""]"
I70-033063,niels_(kyokugen_dasshutsu),4,Character,"snake_(zero_escape),snake_(zero_escape)",snake (zero escape),,,,,"[""kyokugen_dasshutsu"",""kyokugen_dasshutsu:_9_jikan_9_nin_9_no_tobira"",""kyokugen_dasshutsu_adv:_zennin_shibou_desu""]"
I70-033064,ningyo_(youkai_watch),4,Character,,,,,にんぎょ,,"[""youkai_watch"",""youkai_watch_2"",""youkai_watch_jam:_youkai_gakuen_y""]"
I70-033065,nirvatia_(pgr),4,Character,,,,,,,"[""punishing:_gray_raven"",""hololive"",""hololive_english""]"
I70-033066,nitta_yui,4,Character,,,,,ニッタ・ユイ,,"[""mahou_shoujo_(raita)"",""bishoujo_senshi_sailor_moon"",""dragon_quest""]"
I70-033067,nobunaga_hazama,4,Character,,,,,ノブナガ=ハザマ,,"[""hunter_x_hunter"",""the_last_supper"",""karigurashi_no_arrietty""]"
I70-033068,nohotoke_honne,4,Character,,,,,のほほんさん,,"[""infinite_stratos"",""4chan"",""amagami""]"
I70-033069,norne_(fire_emblem),4,Character,norn_(fire_emblem),norn (fire emblem),,,ノーン（火の紋章）,,"[""fire_emblem"",""fire_emblem:_mystery_of_the_emblem"",""fire_emblem_heroes""]"
I70-033070,nowell_(arknights),4,Character,,,,,ノウエル,,"[""arknights"",""backrooms_(creepypasta)"",""dream_pool""]"
I70-033071,nymph_(sweetness_to_the_heart)_(arknights),4,Character,,,,,,,"[""arknights""]"
I70-033072,officer_mewmew,4,Character,,,,,にゃんきち長官,,"[""zenless_zone_zero"",""original""]"
I70-033073,olivier_(precure),4,Character,olivier_(heartcatch_precure!),olivier (heartcatch precure!),,,オリビエ（ハートキャッチプリュア！）,,"[""heartcatch_precure!"",""precure"",""smile_precure!""]"
I70-033074,omega_auru_(primagista),4,Character,,,,,,,"[""pretty_series"",""waccha_primagi!"",""guardian_tales""]"
I70-033075,omocat_(character),4,Character,,,,,,,"[""indie_virtual_youtuber"",""omori"",""original""]"
I70-033076,omoli_(omori),4,Character,,,,,,,"[""omori"",""chiikawa"",""microsoft_windows""]"
I70-033077,onion_cookie,4,Character,,,,,オニオン味クッキー,,"[""cookie_run"",""cookie_run:_ovenbreak"",""cookie_run:_kingdom""]"
I70-033078,ootomari_(kancolle),4,Character,,,,,大泊(艦隊これくしょん),,"[""kantai_collection"",""c2_kikan""]"
I70-033079,ootonari_nagi,4,Character,nagi_(watamote),nagi (watamote),,,大隣凪,,"[""watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!"",""snow_white_(fairy_tale)"",""chiba_lotte_marines""]"
I70-033080,ootori_amane,4,Character,,,,,鳳天音,,"[""strawberry_panic!"",""dengeki_g's"",""asagao_to_kase-san""]"
I70-033081,orc_warrior_(ragnarok_online),4,Character,,,,,,,"[""ragnarok_online"",""comiket_86"",""darkstalkers""]"
I70-033082,orter_madl,4,Character,,,,,オーター・マドル,,"[""mashle""]"
I70-033083,osakabehime_(swimsuit_archer)_(first_ascension)_(fate),4,Character,osakabe-hime_(swimsuit_archer)_(first_ascension)_(fate),osakabe-hime (swimsuit archer) (first ascension) (fate),,,大阪 - ヒメ（水着射手）（最初の昇天）（運命）,,"[""fate/grand_order"",""fate_(series)"",""arknights""]"
I70-033084,oura_rukako_(1st_costume),4,Character,,,,,,,"[""nanashi_inc."",""voms""]"
I70-033085,ouroboros_(lord_of_the_mysteries),4,Character,,,,,乌洛琉斯,,"[""lord_of_the_mysteries"",""the_last_supper""]"
I70-033086,p08_(girls'_frontline),4,Character,p08_(girls_frontline),p08 (girls frontline),,,P08(ドールズフロントライン),,"[""girls'_frontline"",""metal_gear_(series)"",""rainbow_six_siege""]"
I70-033087,patissier_(gindoro),4,Character,,,,,パティシエ（ジンドロ）,,"[""original"",""phantom_of_the_opera"",""frankenstein""]"
I70-033088,patricia_wagon,4,Character,,,,,パトリシア・ワゴン,,"[""mighty_(series)"",""mighty_switch_force!"",""shantae_(series)""]"
I70-033089,peone_(panapana),4,Character,,,,,Peone（Panapana）,,"[""original""]"
I70-033090,peter_pan_(novel_character),4,Character,,,,,ピーター・パン,,"[""peter_pan_(novel)"",""little_red_riding_hood_(fairy_tale)"",""idolmaster""]"
I70-033091,phaetusa_(girls'_frontline_2),4,Character,,,,,パエトゥーサ(ドールズフロントライン2),,"[""girls'_frontline"",""girls'_frontline_2:_exilium"",""the_elder_scrolls""]"
I70-033092,pintail_(sword_girls),4,Character,,,,,ピンテール（剣の女の子）,,"[""sword_girls""]"
I70-033093,player_2_(cloba),4,Character,,,,,プレーヤー2（cloba）,,"[""original"",""starbucks"",""darling_in_the_franxx""]"
I70-033094,pluto_(disney),4,Character,,,,,,,"[""mickey_mouse_&_friends"",""disney"",""kingdom_hearts""]"
I70-033095,pomegranate_cookie,4,Character,,,,,ザクロ味クッキー,,"[""cookie_run"",""cookie_run:_kingdom"",""cookie_run:_ovenbreak""]"
