row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-038601,battlefield_(series),3,Copyright,,,,BFあるある | バトルフィールド,,BF,[]
I70-038602,idolmaster_starlit_season,3,Copyright,,,,アイドルマスタースターリットシーズン | スタマス,,,[]
I70-038603,motto!_haramase!_honoo_no_oppai_isekai_oppai_bunny_gakuen!,3,Copyright,,,,,もっと!孕ませ!炎のおっぱい異世界おっぱいバニー学園!,,[]
I70-038604,overman_king_gainer,3,Copyright,overmankinggainer,overmankinggainer,,OVERMANキングゲイナー | オーバーマンキングゲイナー | キングゲイナー,,,[]
I70-038605,saihate_(vocaloid),3,Copyright,saihate,saihate,,サイハテ,,,[]
I70-038606,jujutsu_kaisen_modulo,3,Copyright,jujutsu_kaisen_mojuro,jujutsu kaisen mojuro,,,呪術モジュロ,,[]
I70-038607,kaiten_muten-maru,3,Copyright,,,,回転むてん丸,,,[]
I70-038608,digimon_adventure_tri.,3,Copyright,digimon_adventure_tri,digimon adventure tri,,デジモンアドベンチャーtri.,,,[]
I70-038609,irotoridori_no_sekai,3,Copyright,,,,いろとりどりのセカイ,,,[]
I70-038610,uchuu_patrol_luluco,3,Copyright,space_patrol_luluco,space patrol luluco,,宇宙パトロールルル子,,,[]
I70-038611,atelier_firis,3,Copyright,,,,フィリスのアトリエ,,A18,[]
I70-038612,brawl_stars,3,Copyright,,,,,ブロスタ,,[]
I70-038613,ochikobore_fruit_tart,3,Copyright,dropout_idol_fruit_tart,dropout idol fruit tart,,おちこぼれフルーツタルト | おちフル,,ochifuru,[]
I70-038614,rabi-ribi,3,Copyright,,,,ラビリビ,拉比哩比,Rabi-Ribi,[]
I70-038615,saiki_kusuo_no_psi_nan,3,Copyright,the_disastrous_life_of_saiki_k.,the disastrous life of saiki k.,,斉木楠雄のΨ難,斉Ψ【腐】 | 齐木楠雄的灾难,,[]
I70-038616,strike_witches:_katayoku_no_majo-tachi,3,Copyright,,,,ストライクウィッチーズ片翼の魔女たち | 片翼の魔女たち,,,[]
I70-038617,trickster_(ntreev_soft),3,Copyright,trickster,trickster,,,トリックスター,,[]
I70-038618,atelier_lydie_&_suelle,3,Copyright,atelier_lydie_and_suelle,atelier lydie and suelle,,リディー&スールのアトリエ | リディースール,,,[]
I70-038619,donkey_kong_country,3,Copyright,,,,スーパードンキーコング,,,[]
I70-038620,shiritsu_justice_gakuen,3,Copyright,,,,私立ジャスティス学園,,,[]
I70-038621,slow_loop,3,Copyright,,,,スローループ,,,[]
I70-038622,nanatsuiro_drops,3,Copyright,,,,,ななついろ★ドロップス,,[]
I70-038623,noa-senpai_wa_tomodachi.,3,Copyright,,,,のあ先輩はともだち | のあ先輩はともだち。 | のあ先輩アートチーム,,,[]
I70-038624,stalker_(game),3,Copyright,,,,,ストーカー（ゲーム）,S.T.A.L.K.E.R | S.T.A.L.K.E.R.,[]
I70-038625,trusty_bell,3,Copyright,eternal_sonata,eternal sonata,,,トラスティベル,,[]
