identity_key,candidate_cluster,candidate_state,human_intent,review_note
too_many_in_mouth,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
umbrella_riding,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
unlit_cigarette_in_mouth,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
unplugged,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
unwrapping,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
vaping,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
ventriloquism,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
volleyball_(sport),GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
wading,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
waking_another,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
waking_up,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
warming,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
warming_hands,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
washing_another,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
washing_back,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
washing_face,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
washing_hair,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
washing_hands,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
washing_vehicle,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
watching_movie,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
watching_pornography,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
watching_television,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
water_fight,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
waterfall_shower,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
watering,GENERAL_ONLY|ACTION_CONTACT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
african_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
ainu_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
ancient_egyptian_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
ancient_greek_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
arabian_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
aristocratic_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
armor_under_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
chocolate_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
colombian_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
double-breasted,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
double_gyaru_v,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
fujimaru_ritsuka_(male)_(cosplay),GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
gaze_on_me!_outfit_(umamusume),GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
german_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
greco-roman_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
male_byleth_(fire_emblem)_(cosplay),GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
male_maid,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
male_robin_(fire_emblem)_(cosplay),GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
nami_(one_piece)_(cosplay),GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
native_american_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
polish_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
prison_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
roman_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
russian_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
saitama_(one-punch_man)_(cosplay),GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
slavic_clothes,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
winged_gloves,GENERAL_ONLY|CLOTHING/COSTUME|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
all_fours,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
arched_back,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
bent_over_furniture,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
hips_in_air,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
huge_ass_lying_on_couch_pose_(meme),GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
jack-o'_challenge,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
leg_between_thighs,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
leg_up,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
legs_apart,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
object_on_bulge,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
over_the_knee,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
pelvic_thrust,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
piledriver_(wrestling),GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
pole_dancing,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
presenting_foot,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
presenting_tanlines,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
reverse_amazon_position,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
spread_armpit,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
straddling,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
wide_spread_legs,GENERAL_ONLY|POSE_MOVEMENT|NONE,FULL_REVIEW_GENERAL_THREE_CLUSTER_V54,,
