row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-080401,lansulynn,1,Artist,,,,,,,[]
I70-080402,lemo_(lemo_4),1,Artist,,,,,,,[]
I70-080403,lemon_kele,1,Artist,,,,,,,[]
I70-080404,leonis_g,1,Artist,,,,,レオニスg,,[]
I70-080405,lets_lam3nt,1,Artist,,,,,,,[]
I70-080406,li_shijin,1,Artist,,,,,,,[]
I70-080407,libuqilai,1,Artist,,,,,,,[]
I70-080408,lilpalette,1,Artist,,,,,,,[]
I70-080409,limone_illust,1,Artist,,,,,,,[]
I70-080410,linbeiyx,1,Artist,,,,,,,[]
I70-080411,litecolors_radi,1,Artist,,,,,,,[]
I70-080412,liyu_li,1,Artist,,,,,liyu li,,[]
I70-080413,lolobox,1,Artist,,,,,,,[]
I70-080414,lotus_(elico),1,Artist,,,,,ロータス（エリコ）,,[]
I70-080415,loup-garou,1,Artist,,,,,loup-garou,,[]
I70-080416,lsc5,1,Artist,luosicheng_5,luosicheng 5,,,,,[]
I70-080417,luckplz,1,Artist,,,,,,,[]
I70-080418,lukasandatta,1,Artist,,,,,,,[]
I70-080419,lux_(alpa),1,Artist,,,,,ルクス（アルパ）,,[]
I70-080420,lyib,1,Artist,,,,,lyib,,[]
I70-080421,maarin_(59567861),1,Artist,,,,,,,[]
I70-080422,mac_star_(voice_actor),1,Artist,macstarva,macstarva,,,,,[]
I70-080423,machi_(uqyjee),1,Artist,,,,,マチ（uqyjee）,,[]
I70-080424,magomago,1,Artist,magox2,magox2,,,マゴマゴ,,[]
I70-080425,mai_(maika_04),1,Artist,,,,,マイ（マイカ04）,,[]
I70-080426,makarony,1,Artist,,,,,マカロニー,,[]
I70-080427,maki_(huran),1,Artist,,,,,マキ（フラン）,,[]
I70-080428,maku_(wasabishock),1,Artist,,,,,マク（ワサビショック）,,[]
I70-080429,mameppu,1,Artist,,,,,,,[]
I70-080430,manami_(uovoegg),1,Artist,,,,,,,[]
I70-080431,mar0maru,1,Artist,,,,,,,[]
I70-080432,masa_(mshk_s),1,Artist,,,,,,,[]
I70-080433,matsudora124,1,Artist,,,,,Matsudora124,,[]
I70-080434,mazel_(mazel_star),1,Artist,mazeru_(oekaki1210),mazeru (oekaki1210),,,マゼル（マゼルスター）,,[]
I70-080435,meng_ge_3_(565571710),1,Artist,,,,,Meng Ge 3（565571710）,,[]
I70-080436,meriibe,1,Artist,,,,,メリイベ,,[]
I70-080437,meronshiroppu,1,Artist,,,,,メロンシロププ,,[]
I70-080438,meyu,1,Artist,,,,,,,[]
I70-080439,mgmg_1012,1,Artist,,,,,MGMG 1012,,[]
I70-080440,michibata_anko,1,Artist,,,,,,,[]
I70-080441,mid227,1,Artist,,,,,,,[]
I70-080442,midorimae,1,Artist,,,,,,,[]
I70-080443,miijiu,1,Artist,,,,,,,[]
I70-080444,miisang47,1,Artist,lee_hak,lee hak,,,,,[]
I70-080445,mijinkouka,1,Artist,,,,,Mijinkouka,,[]
I70-080446,mikan03260,1,Artist,,,,,,,[]
I70-080447,mike_krome,1,Artist,,,,,,,[]
I70-080448,mikoto_(0709mikoto),1,Artist,user_rvrm5383,user rvrm5383,,,,,[]
I70-080449,mila_(yuta27315),1,Artist,,,,,ミラ（yuta27315）,,[]
I70-080450,minu,1,Artist,,,,,ミヌ,,[]
