cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003543,enraku_tsubakura,Character,948,REVIEWED_UNRESOLVED,Official Japanese character-name evidence not established in one reasonable pass,,Do not infer reading or alternate form.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003614,fallenshadow,Character,929,REVIEWED_UNRESOLVED,No trustworthy official Japanese localized name established,,Retain unresolved rather than invent katakana rendering.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003715,mr._plantegg_(omori),Character,898,REVIEWED_UNRESOLVED,No authoritative Japanese character-name evidence established,,English identity retained pending official Japanese evidence.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003723,sothis_(young)_(fire_emblem),Character,896,REVIEWED_UNRESOLVED,Base name ソティス is supported but official Japanese qualifier for young form was not established,https://www.hlj.co.jp/product/SAB02410,Do not invent form label.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003736,evil_neuro-sama_(1st_costume),Character,891,REVIEWED_UNRESOLVED,Official Japanese localized identity/costume label not established,,Do not translate costume qualifier without source.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003754,angelina_the_mellow_wish_(arknights),Character,887,REVIEWED_UNRESOLVED,Official Japanese localized alter/form name not established,,Avoid guessing Arknights localized form title.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003765,demon_king_of_salvation,Character,885,REVIEWED_UNRESOLVED,Official Japanese localized character/title identity not established,,Translation would be speculative.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003803,paxton_(pokemon),Character,874,REVIEWED_UNRESOLVED,Current Japanese name could not be tied to authoritative official evidence in one pass,,Do not accept inferred cross-language mapping.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003816,alice_thymefield_(sea_of_thyme),Character,871,REVIEWED_UNRESOLVED,Official Japanese character and costume naming not established,,Current compound rendering remains unverified.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-003826,lebanne_(pokemon),Character,868,REVIEWED_UNRESOLVED,Current Japanese name could not be tied to authoritative official evidence in one pass,,Do not infer localization mapping.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-052320,dowman_sayman,Artist,252,REVIEWED_UNRESOLVED,Identity-safe official profile or publisher credit not established in this pass,,Artist reading must not be guessed.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-053016,nekobayashi,Artist,238,REVIEWED_UNRESOLVED,Official identity-safe profile/credit not established,,Do not infer reading from canonical tag.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-053157,fujieda_miyabi,Artist,235,REVIEWED_UNRESOLVED,Authoritative identity evidence not established in this pass,,Avoid relying on inferred reading.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-053167,matsuo_yuusuke,Artist,235,REVIEWED_UNRESOLVED,Secondary coverage supports name but first-party/identity-safe evidence threshold not met,https://natalie.mu/comic/news/522540,Deferred for stronger identity evidence.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-053233,suzuragi_karin,Artist,234,REVIEWED_UNRESOLVED,Official profile/credit not established in this pass,,Do not infer reading.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-053246,annindoufu_(oicon),Artist,233,REVIEWED_UNRESOLVED,Published work supports pen name but identity-safe first-party evidence threshold not met,https://www.hmv.co.jp/artist_%E6%9D%8F%E4%BB%81%E8%B1%86%E8%85%90_000000000438711/item_%E6%9D%8F%E4%BB%81%E8%B1%86%E8%85%90%E3%82%A4%E3%83%A9%E3%82%B9%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9%E3%83%96%E3%83%AA%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%88%E3%82%A2%E3%82%A4%E3%83%89%E3%83%AB_3847542,Deferred rather than overclaim identity.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-053267,katou_itsuwa,Artist,233,REVIEWED_UNRESOLVED,Official profile/credit not established,,Do not infer reading.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038279,qinshi_mingyue,Copyright,381,REVIEWED_UNRESOLVED,Canonical tag and current display appear to refer to potentially different franchise/title scope,,Umbrella must not be narrowed without authoritative mapping.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038291,wangzhe_rongyao,Copyright,379,REVIEWED_UNRESOLVED,Chinese domestic title versus Japanese/global Honor of Kings naming requires scope-safe mapping,,Do not replace formal title without proving tag scope.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038314,pixiv_fate/grand_order_contest_2,Copyright,374,REVIEWED_UNRESOLVED,Exact official contest title not established,,Do not normalize event title from shorthand alone.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038330,matai_toshi,Copyright,370,REVIEWED_UNRESOLVED,Authoritative title source not established,,Current Japanese title left unresolved.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038353,ooe_(adelta),Copyright,364,REVIEWED_UNRESOLVED,Authoritative formal title source not established,,Do not alter niche title without source.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038421,mystic_square,Copyright,351,REVIEWED_UNRESOLVED,Current title is plausible but primary official title evidence not established in this pass,,Deferred rather than use fan-maintained evidence.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038423,roco_kingdom:_world,Copyright,351,REVIEWED_UNRESOLVED,Exact product/subtitle scope could not be verified,,Avoid collapsing to umbrella 洛克王国.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038457,lotus_land_story,Copyright,343,REVIEWED_UNRESOLVED,Current title is plausible but primary official title evidence not established in this pass,,Deferred rather than use fan-maintained evidence.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038460,seihou,Copyright,343,REVIEWED_UNRESOLVED,Canonical tag may be umbrella/series identity and exact formal Japanese display scope is unclear,,Do not narrow umbrella.
cycle-0003,2,73848aa7f94f58e1889470c11d32b3894ea304b38a421170e6a2d741f6403d19,I70-038538,hua_yi_shanxin_zhiyue,Copyright,330,REVIEWED_UNRESOLVED,Chinese official title is supported but no safe Japanese formal title decision needed/established,https://www.youtube.com/@FlowersAriel,Keep unresolved pending Japanese display policy evidence.
