row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-003543,enraku_tsubakura,Character,948,燕楽玄鳥,燕楽玄鳥,日本語表記と読みの追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-003614,fallenshadow,Character,929,Fallenshadow,Fallenshadow,日本語定着表記の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-003672,phosphophyllite_(ll),Character,909,フォスフォフィライト,フォスフォフィライト | フォス,機械訳候補を退け作品文脈を確認,variant_lost_qualifier_batch003_03.csv,,,,,,,,,,
I70-003715,mr._plantegg_(omori),Character,898,Mr. Plantegg,Mr. Plantegg,日本語定着表記を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-003723,sothis_(young)_(fire_emblem),Character,896,ソティス（幼少）,ソティス（幼少）,形態ラベルの日本語公式表記確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-003736,evil_neuro-sama_(1st_costume),Character,891,Evil Neuro-sama（1st costume）,Evil Neuro-sama（1st costume）,日本語定着表記と衣装表記の追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-003754,angelina_the_mellow_wish_(arknights),Character,887,Angelina the Mellow Wish,Angelina the Mellow Wish,日本語公式名を確認できず原語保持,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-003765,demon_king_of_salvation,Character,885,Demon King of Salvation,Demon King of Salvation,日本語公式訳名の追加確認が必要,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-003803,paxton_(pokemon),Character,874,キョウヤ,キョウヤ | キョウヤ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-003816,alice_thymefield_(sea_of_thyme),Character,871,アリス・タイムフィールド（タイム香る海辺）,アリス・タイムフィールド（タイム香る海辺） | タイム香る海辺,衣装名と日本語キャラクター表記の追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-003819,liv_(pgr),Character,871,リーフ,リーフ,日本語版キャラクター名対応の追加確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-003826,lebanne_(pokemon),Character,868,ハルジオ,ハルジオ | ハルジオ（トレーナー）,新作キャラクターの日本語公式名を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-052177,yoshida_seiji,Artist,256,吉田誠治,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-052320,dowman_sayman,Artist,252,道満晴明,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-052506,kubo_tite,Artist,248,久保帯人,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053016,nekobayashi,Artist,238,猫囃子,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053065,matsubara_hidenori,Artist,237,松原秀典,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053156,ezaki_bisuko,Artist,235,江崎びす子,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053157,fujieda_miyabi,Artist,235,藤枝雅,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053167,matsuo_yuusuke,Artist,235,松尾祐輔,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053233,suzuragi_karin,Artist,234,鈴羅木かりん,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053246,annindoufu_(oicon),Artist,233,杏仁豆腐,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053267,katou_itsuwa,Artist,233,加藤いつわ,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053278,nakamura_eight,Artist,233,中村エイト,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-038279,qinshi_mingyue,Copyright,381,天行九歌,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038291,wangzhe_rongyao,Copyright,379,王者荣耀,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038314,pixiv_fate/grand_order_contest_2,Copyright,374,FGOイラコン2,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038330,matai_toshi,Copyright,370,魔胎都市,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038353,ooe_(adelta),Copyright,364,大穢,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038421,mystic_square,Copyright,351,東方怪綺談,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038423,roco_kingdom:_world,Copyright,351,洛克王国,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038457,lotus_land_story,Copyright,343,東方幻想郷,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038460,seihou,Copyright,343,西方,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038538,hua_yi_shanxin_zhiyue,Copyright,330,花亦山心之月,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-038566,makai_tenshi_djibril,Copyright,326,魔界天使ジブリール,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-038584,the_bible,Copyright,324,圣经,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
