row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-056774,kakifly,Artist,182,かきふらい,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057221,hiwatari_rin,Artist,177,樋渡りん,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057256,robina,Artist,177,ろび～な,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057373,barasui,Artist,175,ばらスィー,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057398,katoki_hajime,Artist,175,カトキハジメ,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057401,kobayashi_ritz,Artist,175,小林立,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057414,nanaka_mai,Artist,175,ななかまい,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057559,yuuki_nobuteru,Artist,174,結城信輝,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057618,nekonyan,Artist,173,ねこにゃん,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057649,takeuchi_naoko,Artist,173,武内直子,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-057749,shindol,Artist,172,新堂エル,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-058000,fujimori_shiki,Artist,169,藤森しき,,semantic artist audit: independently verified Japanese name,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-039476,donpachi_(series),Copyright,212,怒首領蜂,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039486,tejina_senpai_(series),Copyright,212,手品先輩,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039488,daiteikoku,Copyright,211,大帝国,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039490,hito_mania_(utau),Copyright,211,人マニア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-039492,kaii_shoukougun,Copyright,211,怪異症候群,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039499,tate_no_yuusha_no_nariagari_rerise,Copyright,211,盾の勇者の成り上がり RERISE,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-039503,touhou_mystia's_izakaya,Copyright,210,东方夜雀食堂,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039513,sen'yuu.,Copyright,209,戦勇。,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039517,touhou_sangetsusei,Copyright,209,東方三月精,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039523,fuuto_tantei,Copyright,208,風都探偵,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039528,mahou_shoujo_(raita),Copyright,208,絶対純白魔法少女,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039541,toushinden,Copyright,207,闘神伝,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-004528,sweety_(zenless_zone_zero),Character,723,紅豆,紅豆,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004529,tristan_(fate),Character,723,トリスタン,トリスタン,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004545,kaori_(splatoon),Character,719,カオリ,カオリ,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004563,togawa_sakiko_(master_of_melodia),Character,716,豊川祥子（Master of Melodia）,豊川祥子（Master of Melodia）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004577,marche_lorraine_(umamusume),Character,712,マルシュロレーヌ,マルシュロレーヌ,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004584,ines_(arknights),Character,710,イネス,イネス,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004596,pipkin_pippa,Character,709,ピップキン・ピッパ,ピップキン・ピッパ,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004603,miyamoto_musashi_(third_ascension)_(fate),Character,707,宮本武蔵（第三再臨）,宮本武蔵（第三再臨）,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004608,hebi_nyoubou_(second_ascension)_(fate),Character,706,蛇女房（第二再臨）,蛇女房（第二再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004614,abigail_williams_(second_ascension)_(fate),Character,704,アビゲイル・ウィリアムズ（第二再臨）,アビゲイル・ウィリアムズ（第二再臨）,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004617,belno_light_(umamusume),Character,704,ベルノライト,ベルノライト,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004626,hugh_(pokemon),Character,703,ヒュウ,ヒュウ,,character_accepted_blank_batch057.csv,,,,,,,,,,
