cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-057256,robina,Artist,177,REVIEWED_UNRESOLVED,No sufficiently authoritative identity source established,,Existing Japanese rendering not promoted without publisher/profile evidence
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-057414,nanaka_mai,Artist,175,REVIEWED_UNRESOLVED,Official profile/credit not safely established,,Reading-sensitive artist identity left unresolved
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-057559,yuuki_nobuteru,Artist,174,REVIEWED_UNRESOLVED,Primary official profile not established,,Do not rely on secondary biographical sources for artist identity audit
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-057618,nekonyan,Artist,173,REVIEWED_UNRESOLVED,Official identity credit not safely established,,Reading-sensitive artist row deferred
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-057749,shindol,Artist,172,REVIEWED_UNRESOLVED,Authoritative Japanese-name source not established,,Current rendering may be established but first-party confirmation was insufficient
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-058000,fujimori_shiki,Artist,169,REVIEWED_UNRESOLVED,Official profile/credit not safely established,,Artist reading not inferred
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039492,kaii_shoukougun,Copyright,211,REVIEWED_UNRESOLVED,First-party title evidence not established,,Current title plausible but retained unresolved rather than guessing
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039523,fuuto_tantei,Copyright,208,REVIEWED_UNRESOLVED,Official publisher evidence not captured in this pass,,Current title plausible but single-pass safety rule applied
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039528,mahou_shoujo_(raita),Copyright,208,REVIEWED_UNRESOLVED,Exact canonical umbrella/title mapping remains ambiguous,,Did not force a verdict from secondary evidence
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004528,sweety_(zenless_zone_zero),Character,723,REVIEWED_UNRESOLVED,Official Japanese character page not established,https://zenless-zone-zero.fandom.com/wiki/Sweety,Secondary source indicates Japanese 紅豆 but protocol requires confirmed official Japanese name
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004545,kaori_(splatoon),Character,719,REVIEWED_UNRESOLVED,Official Japanese identity not established,,Potential fan/community naming ambiguity
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004563,togawa_sakiko_(master_of_melodia),Character,716,REVIEWED_UNRESOLVED,Exact form/outfit official Japanese label not established,,Base character name alone is insufficient for form-specific tag
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004577,marche_lorraine_(umamusume),Character,712,REVIEWED_UNRESOLVED,Official character page not captured,https://www.sponichi.co.jp/gamble/news/2026/02/22/kiji/20260222s00004048409000c.html,Secondary report confirms マルシュロレーヌ but protocol prefers official confirmation
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004596,pipkin_pippa,Character,709,REVIEWED_UNRESOLVED,Official Japanese display name not established,,VTuber Romanized identity is clear but Japanese display requirement not safely confirmed
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004603,miyamoto_musashi_(third_ascension)_(fate),Character,707,REVIEWED_UNRESOLVED,Ascension-specific official display label not established,,Base character identity is insufficient for form-specific wording
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004608,hebi_nyoubou_(second_ascension)_(fate),Character,706,REVIEWED_UNRESOLVED,Ascension-specific official display label not established,,Do not infer official form wording
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004614,abigail_williams_(second_ascension)_(fate),Character,704,REVIEWED_UNRESOLVED,Ascension-specific official display label not established,,Do not infer official form wording
cycle-0004,3,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004617,belno_light_(umamusume),Character,704,REVIEWED_UNRESOLVED,Official character page not established,,Current name plausible but official Japanese source not captured in single pass
