row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-004752,puru-see_(hoshizuki_(seigetsu)),Character,682,ぷるスィ,ぷるスィ,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-004754,artoria_caster_(swimsuit_berserker)_(first_ascension)_(fate),Character,681,アルトリア・キャスター（水着・第一再臨）,アルトリア・キャスター（水着・第一再臨）,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004757,jeanne_d'arc_(granblue_fantasy),Character,681,ジャンヌダルク,ジャンヌダルク,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004762,robin_hood_(fate),Character,681,ロビンフッド,ロビンフッド,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004763,spot_(arknights),Character,681,スポット,スポット,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004770,layla_(idolmaster),Character,680,ライラ,ライラ,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004775,boros_(ouro_kronii),Character,679,ボロス,ボロス,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004779,loves_only_you_(umamusume),Character,679,ラヴズオンリーユー,ラヴズオンリーユー,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004785,mordred_(swimsuit_rider)_(first_ascension)_(fate),Character,678,モードレッド（水着・第一再臨）,モードレッド（水着・第一再臨）,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004801,sunna_(afternoon_tea_break)_(zenless_zone_zero),Character,676,スンナ（Afternoon Tea Break）,スンナ（Afternoon Tea Break）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-004806,ecclesia_(yu-gi-oh!),Character,675,エクレシア,エクレシア,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-004817,mast_(nikke),Character,674,マスト,マスト,,character_accepted_blank_batch057.csv,,,,,,,,,,
