cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004752,puru-see_(hoshizuki_(seigetsu)),Character,682,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004754,artoria_caster_(swimsuit_berserker)_(first_ascension)_(fate),Character,681,REVIEWED_UNRESOLVED,FORM_NAME_NOT_ESTABLISHED,https://news.fate-go.jp/2026/09/3500man_pu/,Official source confirms アルトリア･キャスター(バーサーカー) but not this first-ascension label.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004757,jeanne_d'arc_(granblue_fantasy),Character,681,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004762,robin_hood_(fate),Character,681,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004763,spot_(arknights),Character,681,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004770,layla_(idolmaster),Character,680,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004775,boros_(ouro_kronii),Character,679,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004779,loves_only_you_(umamusume),Character,679,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004785,mordred_(swimsuit_rider)_(first_ascension)_(fate),Character,678,REVIEWED_UNRESOLVED,FORM_NAME_NOT_ESTABLISHED,,No official evidence for the exact first-ascension label established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004801,sunna_(afternoon_tea_break)_(zenless_zone_zero),Character,676,REVIEWED_UNRESOLVED,FORM_NAME_NOT_ESTABLISHED,,No official evidence for the exact variant label established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004806,ecclesia_(yu-gi-oh!),Character,675,REVIEWED_UNRESOLVED,IDENTITY_AMBIGUOUS,https://www.konami.com/games/corporate/ja/news/topics/20240205ocg/,KONAMI confirms 教導の聖女エクレシア while the generic canonical tag can cover multiple Ecclesia forms; unsafe to force a display change.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004817,mast_(nikke),Character,674,REVIEWED_UNRESOLVED,OFFICIAL_NAME_NOT_ESTABLISHED,,No sufficiently authoritative Japanese identity source established in the single pass.
cycle-0004,5,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039689,nisoku_hokou_(vocaloid),Copyright,193,REVIEWED_UNRESOLVED,OFFICIAL_TITLE_NOT_ESTABLISHED,,Exact official Japanese title not established in the single pass.
