cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,review_status,review_reason,evidence_refs,audit_note
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-044863,riichu,Artist,1195,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-044899,haimura_kiyotaka,Artist,1153,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-044964,sakurazawa_izumi,Artist,1079,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-044978,ominaeshi_(takenoko),Artist,1064,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-044991,nanao_naru,Artist,1057,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045000,shirabi,Artist,1050,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045013,40hara,Artist,1038,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045040,nishieda,Artist,1022,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045054,murata_range,Artist,1011,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045057,muririn,Artist,1008,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045092,sugimori_ken,Artist,985,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045098,wada_arco,Artist,980,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045513,miyasu_risa,Artist,774,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045529,eretto,Artist,768,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
cycle-0006,2,e1bc7068b8b6b87492dc6e81a5f386de01933d12f8e50b976284dd7f47915c96,I70-045561,satou_shouji,Artist,757,REVIEWED_UNRESOLVED,Prior reasonable evidence pass did not establish sufficiently authoritative first-party identity evidence.,,Artist reading/name was not inferred; deferred rather than guessed.
