special_id,support_slot,support_class,candidate_canonical,priority,reason_ja,evidence_level,evidence_source,generation_test_status,enabled,intent_axis,intent_direction,combination_mode,choice_group,evidence_ref,test_profile_id,model_scope,note
16,ACTION_SUPPORT,CORE_SUPPORT,footjob,10,足による刺激行為を明示する候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,STRUCTURE,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_16;STAGE8B_SPEC_15,,,Pilot cooperative action
16,BODY_PART,CORE_SUPPORT,feet,20,行為に使う身体部位を足として明示する候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,SPECIFICITY,UP,ADDITIVE,,SPECIAL2788_ID_16;STAGE8B_SPEC_15,,,Pilot cooperative action
16,BODY_PART,CORE_SUPPORT,penis,30,刺激対象となる身体部位を明示する候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,SPECIFICITY,UP,ADDITIVE,,SPECIAL2788_ID_16;STAGE8B_SPEC_15,,,人物の性別や人数は追加推定しない
17,ACTION_SUPPORT,CORE_SUPPORT,handjob,10,基礎行為を補強するが、cooperativeという複数actor協働relationは元Specialに保持する。,SEMANTIC_CURATED,STAGE8C_EXIT_PILOT_CURATION,NOT_TESTED,true,STRUCTURE,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_17;STAGE8C_EXIT_PILOT_001,,,actor協働をhandjobへ置換しない
19,ACTION_SUPPORT,CORE_SUPPORT,handjob,10,基礎行為を補強するが、cuddlingという同時行為・接触状態は元Specialに保持する。,SEMANTIC_CURATED,STAGE8C_EXIT_PILOT_CURATION,NOT_TESTED,true,STRUCTURE,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_19;STAGE8C_EXIT_PILOT_001,,,cuddlingを一般handjobへ吸収しない
88,SUBJECT_BASIC,CORE_SUPPORT,solo,10,自慰を単独主体の構成として明示する候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,STRUCTURE,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_88;STAGE8B_SPEC_15,,,Control simple action
88,POSE,OPTIONAL_VARIATION,sitting,20,座った姿勢で描く場合の穏当な構図候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,ALTERNATIVE,masturbation_pose,SPECIAL2788_ID_88;STAGE8B_SPEC_15,,,Control pose choice
88,POSE,OPTIONAL_VARIATION,on_back,30,仰向け姿勢で描く場合の穏当な構図候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,ALTERNATIVE,masturbation_pose,SPECIAL2788_ID_88;STAGE8B_SPEC_15,,,Control pose choice
88,POSE,OPTIONAL_VARIATION,kneeling,40,膝立ち姿勢で描く場合の穏当な構図候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,ALTERNATIVE,masturbation_pose,SPECIAL2788_ID_88;STAGE8B_SPEC_15,,,Control pose choice
122,POSE,CORE_SUPPORT,on_back,10,正常位の受け手を仰向けとして明示する候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_122;STAGE8B_SPEC_15,,,Control simple pose
122,POSE,CORE_SUPPORT,lying,20,横たわる体位構造を補う候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_122;STAGE8B_SPEC_15,,,Control simple pose
122,POSE,CORE_SUPPORT,spread_legs,30,正常位の脚配置を明示する候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,ADDITIVE,,SPECIAL2788_ID_122;STAGE8B_SPEC_15,,,Control simple pose
122,CAMERA_COMPOSITION,OPTIONAL_VARIATION,from_above,40,上方視点で体位を見せる場合の構図候補,SEMANTIC_CURATED,STAGE8B_V3_PILOT_CURATION,NOT_TESTED,true,COMPOSITION,NEUTRAL,CONTEXTUAL,,SPECIAL2788_ID_122;STAGE8B_SPEC_15,,,任意のカメラ変化
