identity_key,candidate_state,human_intent,review_note
assless_skirt,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_bikini_bottom,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_bodysuit,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_dress,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_kimono,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_leotard,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_shirt,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_sweater,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
backless_swimsuit,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_bottom_pull,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_bottom_under_shorts,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_bridge,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_over_clothes,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_top_aside,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_top_pull,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_top_under_shirt,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_tug,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_under_clothes,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bikini_under_skirt,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bodysuit_aside,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bodysuit_pull,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
bodysuit_under_clothes,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
breastless_leotard,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
cupless_swimsuit,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
fishnet_cutout,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
gloves_over_bodysuit,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
jacket_over_swimsuit,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
leotard_lift,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
leotard_over_bodysuit,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
leotard_peel,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
leotard_tug,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
leotard_under_clothes,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
loose_bikini,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
lowleg,FULL_REVIEW_EXPOSURE_CLOTHING_V33,,
