row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-005512,sananana_(cookie),Character,578,SNNN姉貴,SNNN姉貴 | アイドルンバももか,要確認,character_youkakunin_final_batch055.csv,,,,,,,,,,
I70-005517,otomachi_una_(talkex),Character,577,音街ウナ（Talk Ex）,音街ウナ（Talk Ex）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005529,arima_senne,Character,575,アリマセン,アリマセン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005530,bloom_poetry_(shining_nikki),Character,575,Bloom Poetry,Bloom Poetry,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-005545,koizumi_itsuki_(female),Character,574,古泉一姫,古泉一姫,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-005553,loona_(helluva_boss),Character,573,ルーナ,ルーナ | Loona,要確認,character_youkakunin_final_batch055.csv,,,,,,,,,,
I70-005555,luo_binghe,Character,573,洛冰河,洛冰河,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-005574,vei_(vtuber),Character,571,Veibae,Veibae | Vei,要確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-005576,k/da_all_out_evelynn,Character,570,K/DA ALL OUT イブリン,K/DA ALL OUT イブリン,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005577,kama_(assassin)_(second_ascension)_(fate),Character,570,カーマ（アサシン・第二再臨）,カーマ（アサシン・第二再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005578,pan_yinhu,Character,570,潘引壺,潘引壺,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-005616,windsong_(reverse:1999),Character,566,北方哨歌,北方哨歌 | スヴィスティ,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,,,,
I70-040497,19_tian,Copyright,141,19天,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,,,,
