row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-004151,james_moriarty_(archer)_(fate),4,Character,"james_moriarty_(fate),james_moriarty_(fate/grand_order),archer_of_shinjuku",archer of shinjuku | james moriarty (fate) | james moriarty (fate/grand order),,ジェームズ・モリアーティ(Fate) | 新宿のアーチャー,,,"[""fate/grand_order"",""fate_(series)"",""fate/apocrypha""]"
I70-004152,jinbe_(one_piece),4,Character,jimbei,jimbei,,ジンベエ | 海侠のジンベエ,,,"[""one_piece"",""one_piece_card_game"",""one_piece_film:_red""]"
I70-004153,yuel_(granblue_fantasy),4,Character,,,,ユエル | ユエル(グラブル),,,"[""granblue_fantasy"",""granblue_fantasy_versus"",""granblue_fantasy_versus:_rising""]"
I70-004154,alpha_(pgr),4,Character,alpha_(punishing:_gray_raven),alpha (punishing: gray raven),,,深红之渊 | 深红囚影,,"[""punishing:_gray_raven"",""devil_may_cry_(series)"",""devil_may_cry_5""]"
I70-004155,anastasya_feodorovna_snezhnaya,4,Character,tsaritsa_(genshin_impact),tsaritsa (genshin impact),,,アナスターシャ・フョードロヴナ・スネージナヤ,,"[""genshin_impact"",""honkai_(series)"",""mihoyo""]"
I70-004156,erwin_(girls_und_panzer),4,Character,matsumoto_riko,matsumoto riko,,エルヴィン | エルヴィン(GuP) | カバさんチーム | グデエル,松本里子,,"[""girls_und_panzer"",""girls_und_panzer_motto_love_love_sakusen_desu!"",""girls_und_panzer_senshadou_daisakusen!""]"
I70-004157,futaba_mikana,4,Character,,,,,二葉好奏,,"[""koi_suru_kokoro_to_mahou_no_kotoba""]"
I70-004158,ozora_akari,4,Character,oozora_akari,oozora akari,,大空あかり,,,"[""aikatsu!_(series)"",""aikatsu!"",""pretty_series""]"
I70-004159,setsuna_f._seiei,4,Character,setsuna_f_seiei,setsuna f seiei,,刹那・F・セイエイ,,,"[""gundam"",""gundam_00"",""gundam_wing""]"
I70-004160,shiki_natsume,4,Character,,,,四季ナツメ,,,"[""cafe_stella_to_shinigami_no_chou"",""yuzusoft"",""senren_banka""]"
I70-004161,august_von_parseval_(azur_lane),4,Character,,,,アウグスト・フォン・パーセヴァル | アウグスト・フォン・パーセヴァル(アズールレーン),奥古斯特·冯·帕塞瓦尔奥古斯特·冯·帕塞瓦尔,,"[""azur_lane"",""azur_lane:_slow_ahead"",""world_of_warships""]"
I70-004162,luxray,4,Character,,,,レントラー,,,"[""pokemon"",""pokemon_diamond/pearl/platinum"",""pokemon_legends:_arceus""]"
I70-004163,makaino_ririmu_(4th_costume),4,Character,,,,魔界ノりりむ(セーラー服),,,"[""nijisanji"",""crazy_raccoon"",""danganronpa_(series)""]"
I70-004164,megu_(blue_archive),4,Character,shimokura_megu,shimokura megu,,下倉メグ,,메구,"[""blue_archive"",""vocaloid"",""comiket_103""]"
I70-004165,sena_ajisai,4,Character,,,,,瀬名紫陽花,,"[""watashi_ga_koibito_ni_nareru_wake_naijan_murimuri!"",""cho_kaguya-hime!"",""bang_dream!""]"
I70-004166,tidus,4,Character,,,,ティーダ,,,"[""final_fantasy"",""final_fantasy_x"",""dissidia_final_fantasy""]"
I70-004167,vanilla_(nekopara),4,Character,vanilla_(sayori),vanilla (sayori),,バニラ,,,"[""nekopara"",""original"",""nekopara_sekai_connect""]"
I70-004168,ao-chan_(ninomae_ina'nis),4,Character,,,,,ao-chan（ninomae ina'nis）,,"[""hololive"",""hololive_english"",""hololive_indonesia""]"
I70-004169,sakura_uta_(precure),4,Character,,,,,咲良うた,,"[""precure"",""kimi_to_idol_precure"",""wonderful_precure!""]"
I70-004170,tamamo_cat_(first_ascension)_(fate),4,Character,,,,,タマモ猫（最初の昇天）（運命）,,"[""fate_(series)"",""fate/grand_order"",""fate/samurai_remnant""]"
I70-004171,vivian_banshee_(iris_of_the_shore),4,Character,,,,,イチハツは水辺に咲いて,,"[""zenless_zone_zero"",""comiket_107"",""mihoyo""]"
I70-004172,vladilena_millize,4,Character,,,,レーナ | ヴラディレーナ・ミリーゼ,,,"[""86_-eightysix-"",""original"",""azur_lane""]"
I70-004173,alolan_raichu,4,Character,,,,アローラライチュウ,,,"[""pokemon"",""pokemon_sun_and_moon"",""pokemon_(anime)""]"
I70-004174,bellibolt,4,Character,,,,ハラバリー,,,"[""pokemon"",""pokemon_scarlet_and_violet"",""pokemon_(anime)""]"
I70-004175,nicole_(genshin_impact),4,Character,nicole_reeyn,nicole reeyn,,,ニコ・リヤン,,"[""genshin_impact"",""sousou_no_frieren"",""blue_archive""]"
I70-004176,chen_(cat),4,Character,,,,,チェン（猫）,,"[""touhou"",""reitaisai"",""touhou_(pc-98)""]"
I70-004177,gengetsu_(touhou),4,Character,gengetsu,gengetsu,,,幻月,겐게츠,"[""touhou"",""touhou_(pc-98)"",""lotus_land_story""]"
I70-004178,kiriko_(overwatch),4,Character,,,,キリコ,家守霧子,OverwatchKiriko,"[""overwatch"",""perfect_night_(le_sserafim)"",""street_fighter""]"
I70-004179,ki-sikil_(yu-gi-oh!),4,Character,,,,Evil★Twinsキスキル・リィラ | Evil★Twinキスキル | Live☆Twinキスキル | キスキル | キスキル(遊戯王),,,"[""yu-gi-oh!"",""yu-gi-oh!_master_duel"",""hololive""]"
I70-004180,me-tan,4,Character,me,me,,MEたん,,ME | WindowsME,"[""os-tan"",""microsoft_windows"",""windows_classic""]"
I70-004181,negev_(girls'_frontline),4,Character,negev_(girls_frontline),negev (girls frontline),,Negev(ドールズフロントライン) | ネゲヴ | ネゲヴ(ドールズフロントライン) | ネゲヴ(少女前線),Negev(少女前線) | 内格夫,NEGEV | 네게브,"[""girls'_frontline"",""kemono_friends"",""metal_gear_(series)""]"
I70-004182,shiranui_flare_(1st_costume),4,Character,,,,不知火フレア(通常) | 不知火フレア新ビジュアル,,,"[""hololive"",""hololive_english"",""hololive_indonesia""]"
I70-004183,sunny_(shadow_slave),4,Character,,,,,,,"[""shadow_slave"",""jujutsu_kaisen"",""original""]"
I70-004184,bache_(azur_lane),4,Character,,,,バッチ | バッチ(アズールレーン),贝奇,배시,"[""azur_lane"",""fate_(series)"",""fate/kaleid_liner_prisma_illya""]"
I70-004185,dsr-50_(girls'_frontline),4,Character,dsr-50_(girls_frontline),dsr-50 (girls frontline),,DSR-50(ドールズフロントライン),DSR-50(少女前線),DSR-50 | DSR50,"[""girls'_frontline"",""girls'_frontline_2:_exilium"",""azur_lane""]"
I70-004186,fujino_shizuru,4,Character,,,,静なつ,藤乃静留,Shiznat | 시즈나츠,"[""my-hime"",""my-otome"",""maria-sama_ga_miteru""]"
I70-004187,indomitable_(azur_lane),4,Character,,,,インドミタブル | インドミタブル(アズールレーン),不挠,,"[""azur_lane"",""azur_lane:_slow_ahead"",""comiket_100""]"
I70-004188,kan'u_unchou_(ikkitousen),4,Character,"kan'u_unchou,kanu_unchou",kan'u unchou | kanu unchou,,,関羽雲長,,"[""ikkitousen"",""ikkitousen_dragon_destiny"",""ikkitousen_extra_burst""]"
I70-004189,neferpitou,4,Character,pitou_(hxh),pitou (hxh),,ネフェルピトー | ピトー,,,"[""hunter_x_hunter"",""touhou"",""dragon_ball""]"
I70-004190,rice_shower_(vampire_makeover!)_(umamusume),4,Character,rice_shower_(make_up_vampire!)_(umamusume),rice shower (make up vampire!) (umamusume),,,ライスシャワー（吸血鬼のメイク！）（Umamusume）,,"[""umamusume"",""akari_ga_yatte_kitazo_(vocaloid)"",""indie_virtual_youtuber""]"
I70-004191,soda_(nikke),4,Character,,,,ソーダ(勝利の女神:NIKKE),,,"[""goddess_of_victory:_nikke"",""re:zero_kara_hajimeru_isekai_seikatsu"",""nier:automata""]"
I70-004192,kuzuryu_fuyuhiko,4,Character,kuzuryuu_fuyuhiko,kuzuryuu fuyuhiko,,,九頭龍冬彦,,"[""danganronpa_(series)"",""danganronpa_2:_goodbye_despair"",""danganronpa_3_(anime)""]"
I70-004193,sukoya_kana_(1st_costume),4,Character,,,,,健屋花那(通常),,"[""nijisanji"",""nijisanji_kr"",""original""]"
I70-004194,utsugi_yuuki,4,Character,,,,ウサギさんチーム,宇津木優季 | 宇津木優木,,"[""girls_und_panzer"",""girls_und_panzer_motto_love_love_sakusen_desu!"",""girls_und_panzer_senshadou_daisakusen!""]"
I70-004195,bedivere_(fate),4,Character,bedivere,bedivere,,ベディヴィエール(Fate),,,"[""fate_(series)"",""fate/grand_order"",""fate/stay_night""]"
I70-004196,female_doctor_(arknights),4,Character,,,,女ドクター(アークナイツ),女博士,,"[""arknights"",""original"",""rainbow_six_siege""]"
