proposed_special_id,canonical_tag,display_ja,search_ja,ja_status,ja_note
2936,holding_gag,猿轡を持つ,ギャグを持つ|手に猿轡|ギャグ保持,PROPOSED_HUMAN,
2937,underwear_around_one_leg,片脚に引っかかった下着,下着を片脚に掛ける|片脚だけ下着,PROPOSED_HUMAN,
2938,breast_sucking_through_clothes,服越しに胸を吸う,服の上から胸を吸う|服越し乳房吸い,PROPOSED_HUMAN,
2939,leash_in_mouth,口にリードをくわえる,口にリード|リードを口でくわえる|口にリーシュ,PROPOSED_HUMAN,
2940,thigh_peek,太ももチラ,太ももチラ見せ|腿がちら見え,PROPOSED_HUMAN,
2941,wraparound_tape_gag,巻き付け式テープ猿轡,テープを巻く猿轡|テープギャグ|巻き付けテープギャグ,PROPOSED_HUMAN,
2942,pregnancy_mark,妊娠マーク,妊娠の印|妊娠を示すマーク,PROPOSED_HUMAN,canonical名を保守的に保持
2943,poking_own_breast,自分の胸をつつく,自分の乳房をつつく|胸を突く,PROPOSED_HUMAN,
2944,blood_on_back,背中に血,血まみれの背中|背中の血,PROPOSED_HUMAN,
2945,sports_bra_peek,スポーツブラチラ,スポブラチラ|スポーツブラちら見え,PROPOSED_HUMAN,
2946,licking_thigh,太ももを舐める,腿を舐める|太もも舐め,PROPOSED_HUMAN,
2947,scar_on_ass,尻の傷跡,お尻の傷跡|尻の傷,PROPOSED_HUMAN,
2948,licking_ass,尻を舐める,お尻を舐める|尻舐め,PROPOSED_HUMAN,
2949,blood_from_neck,首から出血,首から血|首の出血,PROPOSED_HUMAN,
2950,wings_through_clothes,服から突き出る翼,服を貫く翼|服から出る翼,PROPOSED_HUMAN,
2951,gag_chinstrap,顎紐付きの猿轡,顎紐付きギャグ|チンストラップギャグ|顎紐猿轡,PROPOSED_HUMAN,
2952,after_birth,出産後,産後|出産直後,PROPOSED_HUMAN,
2953,cumdrip_through_panties,パンティ越しに精液が滴る,下着越しに精液が垂れる|パンティ越し精液滴り,PROPOSED_HUMAN,
2954,sucking_on_multiple_breasts,複数の胸を吸う,複数の乳房を吸う|何人もの胸を吸う,PROPOSED_HUMAN,
2955,implied_breast_milk,母乳の示唆,母乳を示唆|母乳描写の示唆|乳汁の示唆,PROPOSED_HUMAN,
2956,cumdrip_through_clothes,服越しに精液が滴る,服越しに精液が垂れる|服越し精液滴り,PROPOSED_HUMAN,
2957,bruise_on_ass,尻のあざ,お尻のあざ|尻の打撲痕,PROPOSED_HUMAN,
2958,pants_around_thighs,太ももまで下げたズボン,ズボンを腿まで下げる|太ももにズボン,PROPOSED_HUMAN,
2959,mutual_breast_sucking,お互いの胸を吸う,相互胸吸い|互いの乳房を吸う,PROPOSED_HUMAN,
2960,heart_butt_plug,ハート型アナルプラグ,ハート尻栓|ハート型バットプラグ,PROPOSED_HUMAN,
2961,ovulation,排卵,オベレーション|排卵状態,PROPOSED_HUMAN,
2962,excessive_lactation,過剰な乳汁分泌,母乳過多|過剰授乳|大量の母乳,PROPOSED_HUMAN,
2963,leash_between_breasts,胸の間にリード,乳房の間にリード|胸の谷間にリーシュ,PROPOSED_HUMAN,
2964,biting_ass,尻を噛む,お尻を噛む|尻噛み,PROPOSED_HUMAN,
2965,bikini_top_peek,ビキニトップチラ,ビキニ上チラ|ビキニトップちら見え,PROPOSED_HUMAN,
2966,fake_pregnancy,偽装妊娠,妊娠のふり|偽の妊娠|妊娠偽装,PROPOSED_HUMAN,
2967,multiple_pregnancy,多胎妊娠,複数妊娠|多胎,PROPOSED_HUMAN,
2968,tattoo_between_breasts,胸の間のタトゥー,乳房の間の刺青|胸の谷間のタトゥー,PROPOSED_HUMAN,
2969,implied_lactation,乳汁分泌の示唆,授乳の示唆|ラクテーションの示唆|母乳の示唆,PROPOSED_HUMAN,
2970,head_between_legs,脚の間に頭,足の間に頭|両脚の間に頭,PROPOSED_HUMAN,
2971,holding_own_leg_back,自分の片脚を後ろに持つ,片脚を後ろへ引いて持つ|自分の脚を後ろに保持,PROPOSED_HUMAN,
2972,holding_another's_legs_back,他人の両脚を後ろに持つ,相手の脚を後ろへ引いて持つ|他人の脚を後ろに保持,PROPOSED_HUMAN,
2973,v_over_crotch,股間の上でVサイン,股間Vサイン|股間の上にピースサイン,PROPOSED_HUMAN,
2974,touching_another's_crotch,他人の股間に触れる,相手の股間を触る|他人のクロッチに触れる,PROPOSED_HUMAN,
2975,implied_male_pregnancy,男性妊娠の示唆,男の妊娠を示唆|mpreg示唆,PROPOSED_HUMAN,
2976,framed_crotch,股間を囲む構図,股間をフレーミング|クロッチを囲む構図,PROPOSED_HUMAN,
2977,tail_between_breasts,胸の間に尻尾,乳房の間に尻尾|胸の谷間に尻尾,PROPOSED_HUMAN,
2978,holding_butt_plug,アナルプラグを持つ,尻栓を持つ|バットプラグを持つ,PROPOSED_HUMAN,
2979,swimsuit_around_one_leg,片脚に引っかかった水着,水着を片脚に掛ける|片脚だけ水着,PROPOSED_HUMAN,
2980,pantyhose_around_legs,脚に引っかかったパンスト,脚まわりのパンスト|下げたパンスト|脚にたまったパンスト,PROPOSED_HUMAN,
2981,highleg_shorts,ハイレグショートパンツ,ハイレグ短パン|ハイカットショーツ,PROPOSED_HUMAN,
2982,hand_grabbing_both_breasts,片手で両胸を掴む,両胸を片手で掴む|片手で両乳房を掴む,PROPOSED_HUMAN,
2983,muzzle_gag,マズル型の猿轡,マズルギャグ|口枷型猿轡|マズル型ギャグ,PROPOSED_HUMAN,
