"Runtime","Scenario","TimestampUtc","ElapsedSec","CpuPct","WorkingSetMB","PrivateMemoryMB","ThreadCount","HandleCount","DiskReadBytesPerSec","DiskWriteBytesPerSec","GpuEngineUtilPct","GpuDedicatedMB","GpuSharedMB","GdiObjects","UserObjects","SystemCpuPct","SystemDiskReadBytesPerSec","SystemDiskWriteBytesPerSec","Alive"
"B-AutoRender","S6-mixed-input","2026-09-20T00:27:57.0241044Z","0.006",,"303.754","261.461","15","668",,,,,,"20","32",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:27:58.1014692Z","1.083","3.5351","304.402","261.625","15","670","16529.22","35061.476",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:27:59.1540737Z","2.136","0.1856","304.418","261.625","15","670","15660.203","35549.915",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:00.1882084Z","3.17","0","304.418","261.625","15","670","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:01.2242743Z","4.206","0","304.418","261.625","15","670","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:02.2595839Z","5.241","0","304.418","261.625","15","670","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:03.3105259Z","6.292","0","304.359","261.547","14","667","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:04.3588223Z","7.34","0","304.359","261.547","14","667","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:05.4036800Z","8.385","0","304.359","261.547","14","667","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:06.4508805Z","9.432","0","304.359","261.547","14","669","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:07.5008638Z","10.482","0","304.359","261.547","14","669","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:08.5510057Z","11.533","0","304.348","261.547","14","669","0","0",,,,"21","31",,,,"True"
"B-AutoRender","S6-mixed-input","2026-09-20T00:28:09.6032039Z","12.585","0","304.348","261.547","14","669","0","0",,,,"21","31",,,,"True"
