row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-000201,columbina_(genshin_impact),4,Character,"damslette_(genshin_impact),damselette_(genshin_impact)",damselette (genshin impact) | damslette (genshin impact),,コランビーナ | コロンビーナ(原神),哥伦比娅,Columbina | Damselette | arlebina,"[""genshin_impact"",""honkai_(series)"",""mihoyo""]"
I70-000202,nagasaki_soyo,4,Character,,,,あのそよ | そよ | そよりん | むつそよ | 長崎そよ,长崎爽世,ansy,"[""bang_dream!"",""bang_dream!_it's_mygo!!!!!"",""bang_dream!_girls_band_party!""]"
I70-000203,nagato_yuki,4,Character,"/ny,yuki.n",/ny | yuki.n,,キョン長 | ハル長 | 長みく,古長 | 消失長門 | 長門有希,,"[""suzumiya_haruhi_no_yuuutsu"",""suzumiya_haruhi_no_shoushitsu"",""nagato_yuki-chan_no_shoushitsu""]"
I70-000204,wise_(zenless_zone_zero),4,Character,,,,アキラ(ゼンゼロ),,,"[""zenless_zone_zero"",""mihoyo"",""genshin_impact""]"
I70-000205,tomoe_mami_(magical_girl),4,Character,,,,,,,"[""mahou_shoujo_madoka_magica"",""mahou_shoujo_madoka_magica_(anime)"",""mahou_shoujo_madoka_magica:_hangyaku_no_monogatari""]"
I70-000206,tamamo_no_mae_(fate),4,Character,"tamamo_no_mae_(fate/extra),tamamo_no_mae_(fate/extra),caster_(fate/extra)",caster (fate/extra) | tamamo no mae (fate/extra),,,キャスター(Fate/EXTRA),,"[""fate_(series)"",""fate/extra"",""fate/grand_order""]"
I70-000207,chun-li,4,Character,"chun_li,chunli",chun li | chunli,,チュンリー | チュン・リー,春丽 | 春麗,,"[""street_fighter"",""street_fighter_6"",""street_fighter_zero_(series)""]"
I70-000208,hinoshita_kaho,4,Character,,,,かほこず | ぎんかほ | こずかほ | 花帆ちゃん無自覚攻撃シリーズ,日野下花帆,,"[""love_live!"",""love_live!_hasu_no_sora_jogakuin_school_idol_club"",""dream_believers""]"
I70-000209,kinomoto_sakura,4,Character,,,,木之本さくら,木之本桜 | 木之本樱,KinomotoSakura | SakuraKinomoto | Sakura_Kinomoto,"[""cardcaptor_sakura"",""cardcaptor_sakura_clear_card_arc"",""cardcaptor_sakura:_memory_key""]"
I70-000210,kaito_(vocaloid),4,Character,kaito,kaito,,かいと | カイト,,KAITO,"[""vocaloid"",""project_sekai"",""project_diva_(series)""]"
I70-000211,ryuujou_(kancolle),4,Character,ryuujou_(kantai_collection),ryuujou (kantai collection),,RJいじめ | 龍驤(艦これ) | 龍驤(艦隊これくしょん),龍驤,rj | rjt,"[""kantai_collection"",""line_(naver)"",""mario_(series)""]"
I70-000212,hirasawa_yui,4,Character,,,,ゆいあず,平沢唯,yuihirasawa,"[""k-on!"",""k-on!_movie"",""suzumiya_haruhi_no_yuuutsu""]"
I70-000213,cyrene_(honkai:_star_rail),4,Character,,,,,キュレネ,,"[""honkai_(series)"",""honkai:_star_rail"",""honkai_impact_3rd""]"
I70-000214,toramaru_shou,4,Character,,,,,寅丸星,토라마루쇼,"[""touhou"",""undefined_fantastic_object"",""touhou_(pc-98)""]"
I70-000215,himekaidou_hatate,4,Character,,,,姫海棠はたて,姬海棠果,히메카이도하타테,"[""touhou"",""double_spoiler"",""touhou_(pc-98)""]"
I70-000216,caelus_(honkai:_star_rail),4,Character,"male_trailblazer_(honkai:_star_rail),trailblazer_(honkai:_star_rail)_(male)",male trailblazer (honkai: star rail) | trailblazer (honkai: star rail) (male),,ベクターY | 穹(スターレイル),穹,,"[""honkai_(series)"",""honkai:_star_rail"",""mihoyo""]"
I70-000217,daiwa_scarlet_(umamusume),4,Character,daiwa_scarlet,daiwa scarlet,,ダイワスカーレット | ダイワスカーレット(ウマ娘) | ダスカ,大和赤驥 | 大和赤骥,,"[""umamusume"",""pokemon"",""original""]"
I70-000218,rosa_(pokemon),4,Character,"whitley_(pokemon),whi-two_(pokemon),mei_(pokemon),female_protagonist_(pokemon_bw2),female_protagonist_(pokemon_bw2)",female protagonist (pokemon bw2) | mei (pokemon) | whi-two (pokemon) | whitley (pokemon),,ファイツ | メイ | メイ(トレーナー) | メイっぱい | メイぱい,,mei,"[""pokemon"",""pokemon_black_2_and_white_2"",""pokemon_black_and_white""]"
I70-000219,may_(pokemon),4,Character,"sapphire_birch,odamaki_sapphire,haruka_(pokemon),sapphire_(pokemon)",haruka (pokemon) | odamaki sapphire | sapphire (pokemon) | sapphire birch,,ORASハルカ | オダマキ・サファイア | サファイア | サファイア(ポケスペ) | シュウハル | ハルカ | ハルカ(ORAS) | ハルカ(アニポケ) | ハルカ(エメラルド) | ハルカ(トレーナー) | ハルカ(ルビー&サファイア) | ハルカっぱい | ユウハル,,,"[""pokemon"",""pokemon_omega_ruby_and_alpha_sapphire"",""pokemon_ruby/sapphire/emerald""]"
I70-000220,matoi_ryuuko,4,Character,,,,まといりゅうこ,纏流子,,"[""kill_la_kill"",""trigger_(company)"",""tengen_toppa_gurren_lagann""]"
