identity_key,candidate_cluster,candidate_state,human_intent,review_note
after_gangbang,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
after_insertion,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
after_peeing,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
after_tribadism,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
after_vaginal,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
dirty_talk,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
forced,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
forniphilia,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
imminent_bestiality,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
imminent_facesitting,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
imminent_gangbang,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
imminent_vaginal,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
imminent_vore,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
implied_bestiality,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
implied_object_insertion,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
implied_peeing,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
implied_urethral_insertion,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
implied_vaginal,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
oral_invitation,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
sexual_coaching,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
sexual_exercising,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
wakamezake,OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
69,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
amazon_position,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
boy_on_top,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
breeding_mount,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
doggystyle,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
full_nelson,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
girl_on_top,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
holding_another's_legs_back,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
holding_own_legs_back,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
mating_press,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
missionary,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
mounting,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
presenting_own_ass,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
prone_bone,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
reverse_squatting_cowgirl_position,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
reverse_suspended_congress,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
reverse_upright_straddle,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
sitting_on_face,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
standing_doggystyle,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
standing_missionary,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
take_your_pick,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
upright_69,OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|NONE,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
amputee,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_from_eyes,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_from_mouth,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_from_neck,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_in_mouth,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_arm,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_back,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_chest,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_clothes,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_face,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_feet,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_hand,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_leg,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_mouth,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_neck,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_shoulder,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
blood_on_stomach,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
candy_gore,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
double_amputee,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
quadruple_amputee,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
triple_amputee,OVERLAP|BODY_PART|DAMAGE_STATE_ACTION|INJURY,FULL_REVIEW_MIXED_THREE_CLUSTER_V56,,
