row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-001501,murakumo_kai_ni_(kancolle),4,叢雲改二,叢雲改二,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001502,airi_(blue_archive),4,栗村アイリ,栗村アイリ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001503,lucky_beast_(kemono_friends),4,ラッキービースト,ラッキービースト,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001504,cinnamoroll,4,シナモロール,シナモロール,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001505,orange_pekoe_(girls_und_panzer),4,オレンジペコ,オレンジペコ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001506,shinonome_akito,4,東雲彰人,東雲彰人,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001507,jirachi,4,ジラーチ,ジラーチ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001508,natsuki_(doki_doki_literature_club),4,ナツキ,ナツキ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001509,tohno_shiki,4,遠野志貴,遠野志貴,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001510,boa_hancock,4,ボア・ハンコック,ボア・ハンコック,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001511,eternity_larva,4,エタニティラルバ,エタニティラルバ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001512,pit_(kid_icarus),4,ピット,ピット,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001513,bardiche_(nanoha),4,バルディッシュ,バルディッシュ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001514,noelle_(genshin_impact),4,ノエル,ノエル,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001515,asaba_harumasa,4,浅羽悠真,浅羽悠真,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001516,miyako_(swimsuit)_(blue_archive),4,月雪ミヤコ（水着）,月雪ミヤコ（水着）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001517,tokoyami_towa_(1st_costume),4,常闇トワ（通常）,常闇トワ（通常）,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001518,kirigaya_suguha,4,桐ヶ谷直葉,桐ヶ谷直葉,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001519,fine_motion_(umamusume),4,ファインモーション,ファインモーション,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001520,squall_leonhart,4,スコール・レオンハート,スコール・レオンハート,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001521,beidou_(genshin_impact),4,北斗,北斗,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001522,cure_arcana_shadow,4,キュアアルカナ・シャドウ,キュアアルカナ・シャドウ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001523,rouge_the_bat,4,ルージュ・ザ・バット,ルージュ・ザ・バット,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001524,komiya_kaho,4,小宮果穂,小宮果穂,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001525,biwa_hayahide_(umamusume),4,ビワハヤヒデ,ビワハヤヒデ,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001526,kamishiro_rui,4,神代類,神代類,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001527,prisma_illya,4,プリズマ☆イリヤ,プリズマ☆イリヤ,REVIEW_REQUIRED,日本語表示名・表記の確定に追加確認が必要
I70-001528,ramlethal_valentine,4,ラムレザル＝ヴァレンタイン,ラムレザル＝ヴァレンタイン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001529,noshiro_(kancolle),4,能代,能代,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001530,rosmontis_(arknights),4,ロスモンティス,ロスモンティス,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001531,shinano_(azur_lane),4,信濃,信濃,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001532,andou_(girls_und_panzer),4,安藤,安藤,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001533,elphelt_valentine,4,エルフェルト＝ヴァレンタイン,エルフェルト＝ヴァレンタイン,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001534,sonetto_(reverse:1999),4,ソネット,ソネット,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001535,kamisato_ayato,4,神里綾人,神里綾人,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001536,lucy_(cyberpunk),4,ルーシー,ルーシー,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001537,portgas_d._ace,4,ポートガス・D・エース,ポートガス・D・エース,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001538,konoe_kanata,4,近江彼方,近江彼方,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
I70-001539,mejiro_dober_(umamusume),4,メジロドーベル,メジロドーベル,ACCEPTED_AI,既存日本語候補・Alias・作品文脈を確認して採用
