row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-033001,lemuen_(elite_ii)_(arknights),4,lemuen (elite ii) (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033002,lenja,4,レイニャ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033003,leo/need_meiko,4,leo/need meiko,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033004,lianhua_blood_duck_(the_tale_of_food),4,蓮花血鴨,,ACCEPTED_AI,manual chat curation selected reliable Japanese identity
I70-033005,ling_(towering_is_cliff_of_nostalgia)_(arknights),4,ling (towering is cliff of nostalgia) (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033006,linna_yamazaki,4,リンナ・ヤマザキ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033007,linux-tan,4,linux-tan,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033008,little_my,4,ミイ,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033009,lize_helesta_(military),4,リゼ・ヘルエスタ(公務服),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-033010,lolo_(klonoa),4,ロロ(クロノア),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033011,lucy_(chrono_ark),4,ルシー,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033012,luna_loud,4,luna loud,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033013,m3_(arknights),4,M3(エンドフィールド),,REVIEW_REQUIRED,romanized handle plus generated qualifier
I70-033014,macaron_(amaburi),4,マカロン(甘ブリ),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-033015,machio_naruzou,4,街雄鳴造,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033016,madara_(natsume_yuujinchou),4,マダラ（夏目ユジンチョウ）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033017,makiri_zolgen,4,マキリ・ゾォルケン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033018,manon_legrand_(outfit_2),4,manon legrand (outfit 2),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033019,marcus_(ff9),4,マーカス,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-033020,mari_(amazu),4,mari (amazu),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033021,maria_(junketsu_no_maria),4,マリア,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033022,marie_(grand_festival)_(splatoon),4,marie (grand festival) (splatoon),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033023,martina_(project_moon),4,martina (project moon),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033024,matsuno_kuusuke,4,松野空介,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033025,max_(pangya),4,マックス,マックス（パンギャ）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033026,max_goof,4,マックス(ディズニー),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-033027,max_mccalister,4,マックス・マカリスター,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033028,mega_alakazam,4,メガフーディン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033029,mega_scolipede,4,メガペンドラー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033030,mercedes_(maplestory),4,メルセデス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033031,meythia,4,メティア,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033032,michi_(chaisia_art),4,michi (chaisia art),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033033,michiko_malandro,4,ミチコ・マランドロ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033034,minami_hinata,4,南ひなた,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033035,miruzu_(dqb2),4,ミルズ_(dqb2),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033036,misawa_daichi,4,三沢大地,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033037,misogi_(halloween)_(princess_connect!),4,ミソギ(ハロウィン),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033038,mitani_ryouichi,4,三谷良一,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033039,miyo_(c108_swimsuit)_(blue_archive),4,miyo (c108 swimsuit) (blue archive),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033040,mizukami_satoshi_(world_trigger),4,水上敏志,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033041,mo_guan_shan,4,莫關山,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033042,mobius_(scorching_gravel)_(honkai_impact),4,mobius (scorching gravel) (honkai impact),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033043,mochi_(touhou),4,餅(東方紺珠伝),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-033044,moka-chan_(akino_ell),4,moka-chan (akino ell),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033045,momose_ginko_(animal_cafe),4,momose ginko (animal cafe),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033046,mona_(shingeki_no_bahamut),4,ミイム,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-033047,monique_(arknights),4,モニーク,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033048,more_more_jump!_luka,4,more more jump! luka,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033049,morel_mackernasey,4,モラウ=マッカーナーシ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033050,morikawa_yuki,4,森川由綺,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033051,morino_mari,4,森野真理,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033052,mr._chin,4,ミスター陳,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033053,muni_(akatsuki_uni),4,muni (akatsuki uni),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033054,mustard_(pokemon),4,マスタード,マスタード(トレーナー),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-033055,myria_loussier_(salverion),4,myria loussier (salverion),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-033056,nachetanya_loei_piena_augustra,4,ナッシェタニア,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
