row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-026501,rainfall_&_blossoms_(infinity_nikki),4,雨落ちて、花ひらく,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026502,rapha_galthena,4,ラファ・ガルテナーハ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026503,ravness_loxaerion,4,ラヴィニス・ロシリオン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026504,reed_the_flame_shadow_(glowing_flame_in_the_night)_(arknights),4,reed the flame shadow (glowing flame in the night) (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-026505,rin_(princess_connect!),4,リン,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-026506,rishia_ivyred,4,リーシア=アイヴィレッド,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026507,robba-san_(wangphing),4,ロブバさん（王）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-026508,roomi,4,ルーミ,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-026509,rudy_(rariatto),4,ルディ（rariatto）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-026510,sakata_ginko,4,銀子ちゃん,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026511,sally_whitemane,4,サリーホワイトマネ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026512,saraana,4,サラァナ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026513,sasagawa_kyouko,4,笹川京子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026514,sasahara_nonoka,4,笹原野々花,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026515,sawsbuck_(autumn),4,Sawsbuck（秋）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-026516,scholar_(elden_ring),4,scholar (elden ring),,REVIEW_REQUIRED,non-Japanese/simplified-Chinese evidence
I70-026517,seike_tomoyo,4,清家知世,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026518,selena_lewis,4,セレナ・ルイス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026519,sentry_turret_(portal),4,タレット,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026520,sheep_(trickster),4,羊（トリックスター）,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-026521,shiina_minatsu,4,椎名深夏,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-026522,shinra_infantry,4,shinra infantry,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-026523,shiori_(tateha),4,shiori (tateha),,REVIEW_REQUIRED,no reliable Japanese evidence
I70-026524,shiranui_(onmyoji),4,shiranui (onmyoji),,REVIEW_REQUIRED,non-Japanese/simplified-Chinese evidence
I70-026525,shirayuki_(akagami_no_shirayukihime),4,白雪(赤髪の白雪姫),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-026526,shuma_gorath,4,シュマゴラス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
