row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-038001,demon's_souls,3,デモンズソウル,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038002,gatchaman_crowds,3,ガッチャマンクラウズ,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038003,hinako_note,3,ひなこのーと,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038004,jingling_zhi_dan,3,精灵之蛋,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038005,mekakucity_actors,3,メカクシティアクターズ,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038006,cutie_honey,3,キューティーハニー,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038007,gensou_suikoden_i,3,幻想水滸伝1,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038008,k-project,3,K(アニメ),,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038009,san-x,3,サンエックス,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038010,baby_princess,3,ベイビープリンセス,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038011,comic_kairakuten_beast,3,快楽天ビースト,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038012,elfen_lied,3,エルフェンリート,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038013,project_hail_mary,3,プロジェクト・ヘイル・メアリー,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038014,rakudai_kishi_no_cavalry,3,落第騎士の英雄譚,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038015,hatsune_miku_graphy_collection,3,初音ミクぐらふぃコレクション,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038016,forestia_~chiisana_machi_no_bokujou_life~,3,フォレスティア~ちいさな町の牧場ライフ~,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038017,koisuru_asteroid,3,恋する小惑星,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038018,mashiroiro_symphony,3,ましろ色シンフォニー,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038019,shigatsu_wa_kimi_no_uso,3,四月は君の嘘,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038020,toy_story,3,トイストーリー,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038021,ar_tonelico_iii,3,アルトネリコ3,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038022,bokutachi_wa_benkyou_ga_dekinai,3,ぼくたちは勉強ができない,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038023,doupo_cangqiong,3,斗破苍穹,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038024,kinnikuman,3,キン肉マン,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038025,mahoromatic,3,まほろまてぃっく,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038026,phoenix_wright:_ace_attorney_-_spirit_of_justice,3,逆転裁判6,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038027,galge.com,3,galge.com,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038028,mahou_shoujo_sae,3,魔法少女沙枝,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038029,comiket_97,3,コミケ97,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038030,mode_aim,3,オシャレになりたい!ピーナッツくん,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038031,tamacolle,3,魂これ,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038032,tokimeki_memorial_2,3,ときめきメモリアル2,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038033,tsunderia,3,Tsunderia,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038034,roshin_yuukai_(vocaloid),3,炉心融解,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038035,our_life:_beginnings_and_always,3,our life: beginnings and always,,REVIEW_REQUIRED,Japanese rendering requires manual verification or source evidence is insufficient
I70-038036,rolling_girl_(vocaloid),3,ローリンガール,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038037,sore_wa_bokutachi_no_kiseki,3,それは僕たちの奇跡,,ACCEPTED_AI,established/common Japanese title or official rendering
I70-038038,yuri-natsu:_minshuku_kagaya,3,ゆりなつ,,ACCEPTED_AI,established/common Japanese title or official rendering
