row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-034001,shiro_amada,4,シロー・アマダ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034002,shiromiya_mimi_(1st_costume),4,shiromiya mimi (1st costume),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034003,shouhou_(rainy_season)_(kancolle),4,shouhou (rainy season) (kancolle),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034004,shylily_(3rd_costume),4,shylily (3rd costume),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034005,simulation_juncea,4,ユンケア,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034006,sister_(arakawa),4,姉妹（アラカワ）,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-034007,sou_(shichigatsu),4,sou (shichigatsu),,REVIEW_REQUIRED,no reliable Japanese evidence
I70-034008,spiny,4,トゲゾー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034009,star_guardian_zoe,4,star guardian zoe,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034010,steve_burnside,4,スティーブ・バーンサイド,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034011,suketoudara,4,すけとうだら,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034012,suo_sango_(2nd_costume),4,ンゴ新衣装,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034013,suze_(aquarium_wa_odoranai),4,スーズ,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034014,swordmaster_(zenless_zone_zero),4,swordmaster (zenless zone zero),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034015,tachibana_(senran_kagura),4,橘(閃乱カグラ),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-034016,tachibana_chizuru_(grisaia),4,tachibana chizuru (grisaia),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034017,tachibana_kanna,4,橘柑奈,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034018,tachibana_kisa,4,立花希佐,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034019,takamiya_mio_(spirit),4,takamiya mio (spirit),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034020,takarada_orie,4,六花ママ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034021,takeuchi_mariya,4,竹内まりや,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034022,tanaka_atsuko,4,田中敦子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034023,tang_bo_(return_of_the_mount_hua_sect),4,tang bo (return of the mount hua sect),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034024,tanned_girl_(kamisimo_90),4,日焼けした少女（カミシモ90）,,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-034025,tanya_(granblue_fantasy),4,ターニャ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034026,tiki_(adult)_(bridal)_(fire_emblem),4,tiki (adult) (bridal) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034027,tiki_(pangya),4,ティキ（パンヤ）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034028,tinkerbat,4,ティンカーバット,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034029,togawa_mayuu,4,十川真優,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034030,tokai_teio_(dream_butterfly_of_purple_clouds)_(umamusume),4,紫雲の夢見取り,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034031,tonzura,4,トンズラー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034032,top_speed,4,トップスピード,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034033,tosh_(arc_the_lad),4,トッシュ,トッシュ（アーク・ザ・ラッド）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034034,tsubuzaki_anko,4,粒咲あんこ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034035,tsukigime_sabuko,4,月極さぶ子,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034036,tsukinami_kasumi,4,月浪かすみ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034037,tt-392,4,tt-392,,REVIEW_REQUIRED,no reliable Japanese evidence
I70-034038,tuba-kun,4,チューバくん,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034039,tufted_puffin_(kemono_friends),4,エトピリカ,エトピリカ(けものフレンズ),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034040,twelve_(street_fighter),4,トゥエルヴ,トゥエルヴ(ストリートファイター),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034041,uchida_shuu,4,内田秀,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034042,umikaze_(mitsukoshi)_(kancolle),4,海風(三越),,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-034043,undine_(neural_cloud),4,ウンディーネ(ニューラルクラウド),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-034044,valor_(league),4,valor (league),,REVIEW_REQUIRED,no reliable Japanese evidence
I70-034045,vegapunk_atlas,4,アトラス(ONEPIECE),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-034046,vendetta_(overwatch),4,vendetta (overwatch),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034047,veronica_(spring)_(fire_emblem),4,veronica (spring) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034048,vestia_zeta_(jirai_kei),4,ベスティア・ゼータ(インドネシア風衣装),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-034049,viktor_(suikoden),4,viktor (suikoden),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034050,vinyl_scratch,4,ビニールスクラッチ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034051,violet_(kelvin_hiu),4,violet (kelvin hiu),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034052,vivi_vache_(monmusu_td),4,ヴィヴィヴァーチェ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034053,wakan_tanka_mugen,4,ワカン・タンカ∞,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034054,wendy_garrett,4,ウェンディ・ギャレット,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034055,whitecul,4,ホワイトカル,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034056,wiene_(danmachi),4,ウィーネ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034057,wilbur_(animal_crossing),4,ロドリー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034058,winter_lantern,4,winter lantern,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034059,witch_(dmfd),4,魔女（dmfd）,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-034060,yadone_kanna,4,yadone kanna,,REVIEW_REQUIRED,no reliable Japanese evidence
I70-034061,yamato_endo,4,棪堂哉真斗,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034062,yanagiya_kokoro,4,柳谷こころ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034063,yggdra_yuril_artwaltz,4,yggdra yuril artwaltz,,REVIEW_REQUIRED,no reliable Japanese evidence
I70-034064,yi_feng_(the_legend_of_luoxiaohei),4,yi feng (the legend of luoxiaohei),,REVIEW_REQUIRED,non-Japanese/simplified-Chinese evidence
I70-034065,yowa_netaro,4,夜半子タろ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034066,yoyami_rei,4,スクブス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034067,yu_mei-ren_(spare_the_idle_talk)_(fate),4,閑話休怠,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034068,yuffie_kisaragi_(summer_orange),4,サマーオレンジ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034069,yui_(yomawari),4,ユイ(深夜廻),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034070,yukkronii_(ouro_kronii),4,yukkronii (ouro kronii),,REVIEW_REQUIRED,no reliable Japanese evidence
I70-034071,yume_urara,4,有愛うらら,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034072,yuurei-chan,4,ユリチャン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034073,zahlhamelina,4,ザルハメリナ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034074,zentreya_(cyborg)_(regal),4,zentreya (cyborg) (regal),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034075,adaman_(special_costume)_(pokemon),4,セキ(スペシャル),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034076,a'gen_(the_legend_of_luoxiaohei),4,阿根,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-034077,albert_maverick,4,アルバート・マーベリック,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034078,alex_(arknights),4,alex (arknights),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034079,alf_(silver_palace),4,alf (silver palace),,REVIEW_REQUIRED,non-Japanese punctuation/orthography
I70-034080,ally_(puyopuyo),4,アリィ,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034081,alyn_(fairy_fencer_f),4,アリン(FFF),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034082,amamiya_mimori,4,天宮ミモリ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034083,amatsuka_rikka,4,アマツカリッカ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034084,ameno_sagiri_(persona),4,アメノサギリ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034085,amiya_aranha_(1st_costume),4,amiya aranha (1st costume),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034086,amulet_dia,4,アミュレットダイヤ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034087,andira_(flower_frolic)_(granblue_fantasy),4,andira (flower frolic) (granblue fantasy),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034088,anju_(utawarerumono),4,アンジュ,アンジュ(うたわれるもの),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034089,anya_melfissa_(steampunk),4,アーニャ・メルフィッサ(スチームパンク衣装),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-034090,anya_the_rabbit,4,anya the rabbit,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034091,apocalypse_bird,4,終末鳥,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034092,arad_molders,4,アラド・メルダース,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034093,arashiyama_jun,4,嵐山准,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034094,aria_(vampeerz),4,アリア,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034095,arise_kaguya,4,有瀬かぐや,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034096,artemi_lunavorsa,4,artemi lunavorsa,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034097,asamiya_mariko_(holeecrab),4,asamiya mariko (holeecrab),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034098,astosis_(live_a_hero),4,astosis (live a hero),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034099,asuka_mirai_(aikatsu_friends!),4,明日香ミライ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034100,aurora_(last_origin),4,アウローラ,アウローラ(ラストオリジン),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034101,avalo_pizarro,4,アバロ・ピサロ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034102,banba_shin'ya,4,番場真夜,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034103,bandou_marimo,4,板東まりも,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034104,beach_boy_(stand),4,ビーチ・ボーイ,,REVIEW_REQUIRED,variant/form rendering plausible but not independently verified
I70-034105,becca_(pokemon),4,ベッキー,ベッキー(トレーナー),ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034106,bellona_(epic_seven),4,ベローナ,ベローナ（壮大な7）,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034107,blu_engineer_(tf2),4,blu engineer (tf2),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034108,blue_oak_(champion),4,グリーン(チャンピオン),,REVIEW_REQUIRED,parenthetical candidate does not map cleanly to a copyright disambiguator
I70-034109,burning_arisa,4,バーニングアリサ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034110,burton_(ninjala),4,バートン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034111,cadie_(pangya),4,cadie (pangya),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034112,caeda_(summer)_(fire_emblem),4,caeda (summer) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034113,cai_(fire_emblem),4,カイ(ファイアーエムブレム),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-034114,camilla_(holiday_traveler)_(fire_emblem),4,camilla (holiday traveler) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034115,camille_rhodes_(yan_kodiac),4,camille rhodes (yan kodiac),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034116,cammy_white_(sf4_alternate),4,cammy white (sf4 alternate),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034117,captain_nemo_(third_ascension)_(fate),4,captain nemo (third ascension) (fate),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034118,carmilla_(modern_mogal),4,carmilla (modern mogal),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034119,cartier_(kasugai_(de-tteiu)),4,cartier (kasugai (de-tteiu)),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034120,castform_(snowy),4,ゆきぐものすがた,,ACCEPTED_AI,Japanese Pokemon form/name candidate consistent with franchise context
I70-034121,celica_(warrior_princess)_(fire_emblem),4,celica (warrior princess) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034122,celine_(blissful_tea_party)_(fire_emblem),4,celine (blissful tea party) (fire emblem),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-034123,celsius_(tales),4,セルシウス,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-034124,cera_luceria,4,cera luceria,,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
