row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-017001,zepar,4,ゼパル,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-017002,alcremie_(salted_cream),4,ミルキィソルトマホイップ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-017003,angelise_ikaruga_misurugi,4,アンジュ,アンジュ(クロスアンジュ) | アンジュリーゼ・斑鳩・ミスルギ,ACCEPTED_AI,selected from contextual Japanese search evidence
I70-017004,azuma_miyuki,4,東御幸,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-017005,bataan_(azur_lane),4,バターン,バターン(アズールレーン),ACCEPTED_AI,selected from contextual Japanese search evidence
I70-017006,boogeyman_(housamo),4,ブギーマン,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-017007,bronya_zaychik_(black_nucleus),4,Bronya Zaychik（黒核）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification
I70-017008,capybara-san,4,カピバラさん,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-017009,chie_(ishikei),4,チエ（イシケイ）,,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-017010,cinderella_(sinoalice),4,シンデレラ,シンデレラ(シノアリス),ACCEPTED_AI,selected from contextual Japanese search evidence
I70-017011,danny_(jojo),4,丹尼,,REVIEW_REQUIRED,short kanji-only candidate is too ambiguous without contextual search evidence
I70-017012,david_(fate),4,ダビデ(Fate),,REVIEW_REQUIRED,short kana-only candidate is too ambiguous without contextual search evidence
I70-017013,elly_(vtuber),4,elly (vtuber),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-017014,erlking_heathcliff_(project_moon),4,erlking heathcliff (project moon),,REVIEW_REQUIRED,multiple/conflicting Japanese candidates
I70-017015,espathra,4,クエスパトラ,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
I70-017016,flaky_(happy_tree_friends),4,フレイキー,,ACCEPTED_AI,single Japanese candidate with no conflicting evidence
