special_id,primary_genre_id,primary_subgenre_id,secondary_paths,classification_status,classification_reason,ambiguity_note
325,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
326,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>MASTURBATION,HUMAN_REVIEWED,,
327,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>BEFORE_AFTER_ACT,HUMAN_REVIEWED,,
328,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION,HUMAN_REVIEWED,,
329,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
330,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
331,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
490,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
493,NONHUMAN_TENTACLE_TRANSFORMATION,,REPRODUCTION_PREGNANCY_LACTATION,HUMAN_REVIEWED,,
494,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>BEFORE_AFTER_ACT,HUMAN_REVIEWED,,
495,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>IMPLIED_GESTURE,HUMAN_REVIEWED,,
496,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
497,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
498,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>GENERAL_SEX_ACT,HUMAN_REVIEWED,,
552,NONHUMAN_TENTACLE_TRANSFORMATION,,BODY_ANATOMY>FEMALE_GENITAL,HUMAN_REVIEWED,,
613,NONHUMAN_TENTACLE_TRANSFORMATION,,BODY_ANATOMY>MALE_GENITAL,HUMAN_REVIEWED,,
614,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>LOCAL_STIMULATION | BODY_ANATOMY>MALE_GENITAL,HUMAN_REVIEWED,,
615,NONHUMAN_TENTACLE_TRANSFORMATION,,TOOLS_TOYS_MACHINES | BODY_ANATOMY>MALE_GENITAL,HUMAN_REVIEWED,,
1847,NONHUMAN_TENTACLE_TRANSFORMATION,,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1848,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1849,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1850,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1851,NONHUMAN_TENTACLE_TRANSFORMATION,,NUDITY_CLOTHING_EXPOSURE>THROUGH_CLOTHING_VISIBILITY,HUMAN_REVIEWED,,
1852,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1853,NONHUMAN_TENTACLE_TRANSFORMATION,,NUDITY_CLOTHING_EXPOSURE,HUMAN_REVIEWED,,
1854,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1855,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1856,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1857,BONDAGE_BDSM_DOMINATION,GAG_MOUTH_RESTRAINT,NONHUMAN_TENTACLE_TRANSFORMATION,HUMAN_REVIEWED,,
1858,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1859,NONHUMAN_TENTACLE_TRANSFORMATION,,NUDITY_CLOTHING_EXPOSURE>UNDERWEAR_LINGERIE,HUMAN_REVIEWED,,
1860,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1861,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION,HUMAN_REVIEWED,,
1862,NONHUMAN_TENTACLE_TRANSFORMATION,,CONTACT_INSERTION_BODY_SITE>GENERAL_INSERTION | SEXUAL_ACTIVITY_STIMULATION>ORAL_ACTIVITY,HUMAN_REVIEWED,,
1863,,,,REVIEW_REQUIRED,Context-dependent generic phrase,all the way through does not identify tentacles or a stable body site without context
1864,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1865,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1866,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1867,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1868,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1869,NONHUMAN_TENTACLE_TRANSFORMATION,,SEXUAL_ACTIVITY_STIMULATION>ORAL_ACTIVITY,HUMAN_REVIEWED,,
1870,NONHUMAN_TENTACLE_TRANSFORMATION,,NUDITY_CLOTHING_EXPOSURE,HUMAN_REVIEWED,,
1871,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1872,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1873,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1874,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1875,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1876,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1877,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1878,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1879,NONHUMAN_TENTACLE_TRANSFORMATION,,BONDAGE_BDSM_DOMINATION>RESTRAINT_DEVICE,HUMAN_REVIEWED,,
1880,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1881,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1882,NONHUMAN_TENTACLE_TRANSFORMATION,,BODY_ANATOMY>BODY_ADORNMENT_MARK,HUMAN_REVIEWED,,
1883,NONHUMAN_TENTACLE_TRANSFORMATION,,CONTACT_INSERTION_BODY_SITE,HUMAN_REVIEWED,,
1884,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1885,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1886,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1887,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1888,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1889,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1890,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1891,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1892,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
1893,NONHUMAN_TENTACLE_TRANSFORMATION,,,HUMAN_REVIEWED,,
