special_id,primary_genre_id,primary_subgenre_id,secondary_paths,classification_status,classification_reason,ambiguity_note
1832,BONDAGE_BDSM_DOMINATION,GAG_MOUTH_RESTRAINT,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1833,BODY_ANATOMY,BODY_ADORNMENT_MARK,,HUMAN_REVIEWED,,
1834,BONDAGE_BDSM_DOMINATION,RESTRAINT_DEVICE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1835,BONDAGE_BDSM_DOMINATION,GAG_MOUTH_RESTRAINT,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1836,BONDAGE_BDSM_DOMINATION,PAIN_TORTURE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1837,BONDAGE_BDSM_DOMINATION,GAG_MOUTH_RESTRAINT,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1838,BONDAGE_BDSM_DOMINATION,RESTRAINT_DEVICE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1839,BONDAGE_BDSM_DOMINATION,RESTRAINT_DEVICE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1840,BONDAGE_BDSM_DOMINATION,RESTRAINT_DEVICE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1841,BONDAGE_BDSM_DOMINATION,GAG_MOUTH_RESTRAINT,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1842,BONDAGE_BDSM_DOMINATION,RESTRAINT_DEVICE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1843,BONDAGE_BDSM_DOMINATION,PAIN_TORTURE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1844,BONDAGE_BDSM_DOMINATION,PAIN_TORTURE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1846,BONDAGE_BDSM_DOMINATION,PAIN_TORTURE,TOOLS_TOYS_MACHINES,HUMAN_REVIEWED,,
1895,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1896,BODY_ANATOMY,BODY_ADORNMENT_MARK,BONDAGE_BDSM_DOMINATION,HUMAN_REVIEWED,,
1897,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1898,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1899,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1900,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1901,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1902,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1903,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1904,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1905,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1906,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1907,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1908,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1909,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1910,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1911,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1912,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
1913,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1914,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
1915,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
1916,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1917,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1918,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1919,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
1920,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1921,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1922,BONDAGE_BDSM_DOMINATION,DOMINATION_SUBMISSION,PERSON_RELATION_ROLE,HUMAN_REVIEWED,,
1923,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
1925,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1926,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
1927,BONDAGE_BDSM_DOMINATION,PAIN_TORTURE,BONDAGE_BDSM_DOMINATION>BONDAGE_STATE,HUMAN_REVIEWED,,
1928,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1929,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1930,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1931,BONDAGE_BDSM_DOMINATION,BONDAGE_STATE,,HUMAN_REVIEWED,,
1932,BONDAGE_BDSM_DOMINATION,BONDAGE_POSITION,,HUMAN_REVIEWED,,
