row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-036709,world_cup,1767,ワールドカップ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,FIFAワールドカップ,,SEED_VERIFIED,HIGH,https://www.fifa.com/ja/tournaments/mens/worldcup/canadamexicousa2026/news,FIFA official Japanese World Cup surface consistently uses FIFAワールドカップ; current ワールドカップ is too generic.,PROPOSED
I70-037288,koumajou_densetsu,844,紅魔城伝説 緋色の交響曲,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,紅魔城レミリア 緋色の交響曲,,SEED_VERIFIED,HIGH,https://www.youtube.com/watch?v=01tHkoatrCs,CFK official promotion identifies the title as 紅魔城レミリア 緋色の交響曲; current display omits レミリア.,PROPOSED
I70-037527,hololive_dreams,654,ホロライブドリームス,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,hololive Dreams,ホロライブドリームス | ホロドリ,SEED_VERIFIED,HIGH,https://hololive.hololivepro.com/news/20260723-01-401/,hololive official release uses hololive Dreams and gives ホロライブドリームス plus official abbreviation ホロドリ.,PROPOSED
I70-037531,homestuck,651,ホームスタック,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,Homestuck,,SEED_VERIFIED,HIGH,https://homestuck.com/,Creator-owned official site uses Homestuck; no verified Japanese localized title supports ホームスタック.,PROPOSED
I70-037536,starward,649,星の翼,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://apps.apple.com/jp/app/%E6%98%9F%E3%81%AE%E7%BF%BC/id6654894830,Official Japanese distribution by SINGAPORE SHENGTIAN NETWORK TECHNOLOGY uses 星の翼 exactly.,PROPOSED
I70-037537,ef_(visual_novel),648,ef - a fairy tale of the two.,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.kadokawa.co.jp/product/310667900010/,KADOKAWA official publication page explicitly identifies the source PC game as ef - a fairy tale of the two.; current display is exact.,PROPOSED
I70-037586,bang_dream!_our_notes,624,アワーノーツ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,BanG Dream! Our Notes,アワーノーツ | バンドリ！アワーノーツ,SEED_VERIFIED,HIGH,https://bang-dream.com/news/2278/,BanG Dream official site uses BanG Dream! Our Notes and the Japanese reading バンドリ！アワーノーツ; current display is only the short reading.,PROPOSED
I70-037594,mahou_shoujo_ikusei_keikaku_unmarked,622,魔法少女育成計画 unmarked,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,魔法少女育成計画,,SEED_VERIFIED,HIGH,https://store.tkj.jp/shopdetail/000000006876/,Takarajimasha official first-volume page uses 魔法少女育成計画; unmarked is a Danbooru discriminator and not part of the work title.,PROPOSED
I70-037655,blackpink,592,BLACKPINK,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://ygfamily.com/jp/artists/blackpink/profile,YG Entertainment official Japanese profile uses BLACKPINK exactly.,PROPOSED
I70-037932,transformers_(live_action),482,トランスフォーマー（実写映画）,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://paramount.jp/transformers/,Paramount official Japanese franchise site groups the live-action Transformers films under トランスフォーマー; existing parenthetical safely preserves the tag scope.,PROPOSED
