row_id,canonical_tag,post_count,display_ja,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-036205,dokidoki!_precure,5866,ドキドキ!プリキュア,FIX_DISPLAY,ドキドキ！プリキュア,,COPYRIGHT_OFFICIAL_ORTHOGRAPHY,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036206,yahari_ore_no_seishun_lovecome_wa_machigatteiru.,5857,はまち,FIX_BOTH,やはり俺の青春ラブコメはまちがっている。,俺ガイル | はまち,COPYRIGHT_FULL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036207,cookie_run,5846,クキロン,FIX_BOTH,クッキーラン,クキロン,COPYRIGHT_FULL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036208,puyopuyo,5840,ぷよぷよ,KEEP,,,CURRENT_DISPLAY_IS_CANONICAL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036209,star_wars,5838,スターウォーズ,FIX_DISPLAY,スター・ウォーズ,,COPYRIGHT_OFFICIAL_ORTHOGRAPHY,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036210,queen's_blade,5783,クィーンズブレイド,FIX_DISPLAY,クイーンズブレイド,,COPYRIGHT_ESTABLISHED_JA_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036211,meitantei_conan,5773,名探偵コナン,KEEP,,,CURRENT_DISPLAY_IS_CANONICAL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036212,hellaverse,5762,hellaverse,NEEDS_EXTERNAL_CHECK,,,UMBRELLA_FANDOM_LABEL_UNVERIFIED,MEDIUM,canonical only,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036213,grandmaster_of_demonic_cultivation,5757,grandmaster of demonic cultivation,FIX_DISPLAY,魔道祖師,,COPYRIGHT_JA_TITLE,HIGH,existing_candidate_ja,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036214,heartcatch_precure!,5665,ハトプリ,FIX_BOTH,ハートキャッチプリキュア！,ハトプリ,COPYRIGHT_FULL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036215,fire_emblem:_path_of_radiance,5659,蒼炎の軌跡,KEEP,,,CURRENT_DISPLAY_IS_ESTABLISHED_JA_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036216,flower_knight_girl,5653,フラワーナイトガール,KEEP,,,CURRENT_DISPLAY_IS_ESTABLISHED_JA_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036219,houseki_no_kuni,5593,寶石之國,FIX_DISPLAY,宝石の国,,CURRENT_DISPLAY_IS_NON_JAPANESE_TRANSLATION,HIGH,existing_search_ja,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036220,haikyuu!!,5586,ハイキュ,FIX_BOTH,ハイキュー!!,ハイキュ | ハイキュー,COPYRIGHT_FULL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036221,dungeons_&_dragons,5570,ダンジョンズ&ドラゴンズ,FIX_DISPLAY,ダンジョンズ＆ドラゴンズ,,COPYRIGHT_OFFICIAL_ORTHOGRAPHY,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036223,love_live!_school_idol_festival,5544,スクフェス,FIX_BOTH,ラブライブ！スクールアイドルフェスティバル,スクフェス,COPYRIGHT_FULL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036224,puzzle_&_dragons,5504,パスドラ,FIX_BOTH,パズル＆ドラゴンズ,パズドラ,COPYRIGHT_FULL_TITLE,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036225,vshojo,5497,V少女,FIX_DISPLAY,VShojo,,BRAND_OFFICIAL_NAME,HIGH,canonical brand,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036227,yurucamp,5478,ゆるキャン,FIX_DISPLAY,ゆるキャン△,,COPYRIGHT_OFFICIAL_ORTHOGRAPHY,HIGH,internal source evidence,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
I70-036228,mega_man_(classic),5441,mega man (classic),FIX_DISPLAY,ロックマン（クラシックシリーズ）,,COPYRIGHT_JA_FRANCHISE_NAME,MEDIUM,canonical qualifier,"Copyright semantic audit; prefer stable Japanese/official title over abbreviation, fan tag, derivative, or non-Japanese candidate",PROPOSED
