row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-036233,osomatsu_(series),5396,おそ松さん/くん,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.osomatsusan.com/,Official project distinguishes おそ松くん source from TV anime おそ松さん; existing series-level display preserves both identities.,PROPOSED
I70-036815,cookie_run:_ovenbreak,1513,CookieRun: OvenBreak,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.devsisters.com/en/press/press-kit/cookierun-ovenbreak/,Devsisters official press kit uses CookieRun: OvenBreak.,PROPOSED
I70-036676,nier,1840,ニーア,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.jp.square-enix.com/music/lineup/series/nier/,Square Enix official lineup explicitly labels NieRシリーズ / ニーア.,PROPOSED
I70-037077,shadowverse:_worlds_beyond,1066,Shadowverse: Worlds Beyond,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://shadowverse-wb.com/,Cygames official surface uses Shadowverse: Worlds Beyond.,PROPOSED
I70-037098,sengoku_musou,1032,戦国無双,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.gamecity.ne.jp/license/jp/series/series.html?id=9036,Koei Tecmo official license page uses 戦国無双 and explicitly treats it as a series.,PROPOSED
I70-037102,pokemon_pokopia,1028,ぽこ あ ポケモン,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.pokemon.co.jp/ex/pokopia/,Pokemon official Japanese surface uses ぽこ あ ポケモン.,PROPOSED
I70-037112,bishoujo_senshi_sailor_moon_(first_season),1006,美少女戦士セーラームーン,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.sailormoon-official.com/,Official Sailor Moon project uses 美少女戦士セーラームーン; first-season tag can safely retain base title.,PROPOSED
I70-037126,sekiro:_shadows_die_twice,994,SEKIRO: SHADOWS DIE TWICE,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.fromsoftware.jp/jp/detail.html?csm=104,FromSoftware official product page uses SEKIRO: SHADOWS DIE TWICE.,PROPOSED
I70-037188,wind_breaker_(nii_satoru),928,WIND BREAKER,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://windbreaker-anime.com/,Official anime site identifies Satoru Nii's WIND BREAKER.,PROPOSED
I70-037195,tower_of_fantasy,919,Tower of Fantasy（幻塔）,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.playstation.com/ja-jp/games/tower-of-fantasy/,PlayStation Japan official product page uses Tower of Fantasy（幻塔）.,PROPOSED
I70-037220,dislyte,906,Dislyte－神世代ネオンシティ－,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,DISLYTE‐神世代ネオンシティ‐,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://dislyte-jp.farlightgames.com/,Farlight official Japanese product title is DISLYTE‐神世代ネオンシティ‐.,PROPOSED
I70-037233,type-moon,898,TYPE-MOON,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://typemoon.com/,TYPE-MOON official site confirms the brand identity exactly.,PROPOSED
I70-037241,bravely_default_(series),889,ブレイブリーデフォルト,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH078,HIGH,https://www.jp.square-enix.com/bdbl_SP/about/,Square Enix official page explicitly refers to the ブレイブリーシリーズ and its origin BRAVELY DEFAULT.,PROPOSED
