row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-035900,idolmaster,285555,アイドルマスター,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_BRAND_NAME_CONFIRMED,HIGH,https://idolmaster-official.jp/,バンダイナムコ公式ポータルがブランド名として「アイドルマスター」を使用。現表示を維持。,PROPOSED
I70-035962,toaru_majutsu_no_index,27877,とある魔術の禁書目録,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://toaru-project.com/index_3/?lang=ja,公式アニメサイトで「とある魔術の禁書目録」を確認。現表示を維持。,PROPOSED
I70-035971,lyrical_nanoha,25753,魔法少女リリカルなのは,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_SERIES_NAME_CONFIRMED,HIGH,https://www.nanoha.com/,公式ポータルが「魔法少女リリカルなのは」シリーズ表記を使用。現表示を維持。,PROPOSED
I70-036036,idolmaster_million_live!_theater_days,14325,アイドルマスターミリオンライブ!シアターデイズ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,アイドルマスター ミリオンライブ！ シアターデイズ,ミリシタ,OFFICIAL_FULL_TITLE_CONFIRMED,HIGH,https://millionlive-theaterdays.idolmaster-official.jp/,公式サイト記載の正式タイトルへ空白・記号を正規化。公式略称ミリシタを検索aliasへ。,PROPOSED
I70-036037,higurashi_no_naku_koro_ni,14008,ひぐらし,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ひぐらしのなく頃に,ひぐらし,OFFICIAL_FULL_TITLE_CONFIRMED,HIGH,https://higurashianime.com/index_gou.html,公式アニメサイトが「ひぐらしのなく頃に」を使用。略称ひぐらしは検索aliasへ。,PROPOSED
I70-036041,tokyo_afterschool_summoners,13821,放サモ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,東京放課後サモナーズ,放サモ,OFFICIAL_FULL_TITLE_CONFIRMED,HIGH,https://www.lifewonders.co.jp/,開発元Lifewonders公式がサービス名「東京放課後サモナーズ」を明記。略称は検索aliasへ。,PROPOSED
I70-036042,vspo!,13782,ぶいすぽ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ぶいすぽっ！,,OFFICIAL_BRAND_NAME_CONFIRMED,HIGH,https://store.vspo.jp/,公式ストアがブランド表記「ぶいすぽっ！」を使用。促音・感嘆符を含む公式表記へ修正。,PROPOSED
I70-036044,dragon_ball_z,13737,この世で一番強いヤツ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ドラゴンボールZ,,OFFICIAL_SERIES_TITLE_CONFIRMED,HIGH,https://dragon-ball-official.com/about,公式サイトで「ドラゴンボールZ」と映画「ドラゴンボールZ この世で一番強いヤツ」を別項目として確認。映画副題誤採用を修正。,PROPOSED
I70-036057,kamen_rider,12867,オリジナルライダー,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,仮面ライダー,,OFFICIAL_SERIES_NAME_CONFIRMED,HIGH,https://www.kamen-rider-official.com/,東映公式ポータルのシリーズ名は「仮面ライダー」。「オリジナルライダー」はidentity不一致のため置換。,PROPOSED
I70-036067,mahou_shoujo_lyrical_nanoha,12126,魔法少女リリカルなのは,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.nanoha.com/,公式ポータルで「魔法少女リリカルなのは」を確認。現表示を維持。,PROPOSED
I70-036069,inazuma_eleven_(series),12077,イナイレ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,イナズマイレブン,イナイレ,OFFICIAL_SERIES_NAME_CONFIRMED,HIGH,https://www.inazuma.jp/,LEVEL5公式シリーズページの表記は「イナズマイレブンシリーズ」。略称イナイレは検索aliasへ。,PROPOSED
I70-036070,gundam_suisei_no_majo,11820,機動戦士ガンダム_水星の魔女,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,機動戦士ガンダム 水星の魔女,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.g-witch.net/news/detail.php?id=19637,公式サイトの作品名は「機動戦士ガンダム 水星の魔女」。raw underscoreを除去。,PROPOSED
