row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-036010,nier_(series),16936,ニーア,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,NieRシリーズ,NieR | ニーア | ニーアシリーズ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.jp.square-enix.com/nierautomata/,Square Enix uses the official NieR brand spelling; the umbrella row should retain series context.,PROPOSED
I70-036033,lucky_star,14632,らき☆すた,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://store.kadokawa.co.jp/shop/series/series00150701,KADOKAWA uses the Japanese title らき☆すた.,PROPOSED
I70-036049,cho_kaguya-hime!,13201,超かぐや姫!,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,超かぐや姫！,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.netflix.com/jp/title/81756595,Netflix official Japanese title uses 超かぐや姫！ with full-width punctuation.,PROPOSED
I70-036062,umineko_no_naku_koro_ni,12267,うみねこのなく頃に,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.umine.co/about/world/,Official series site uses うみねこのなく頃に.,PROPOSED
I70-036072,super_smash_bros.,11691,スマッシュブラザーズ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,大乱闘スマッシュブラザーズ,スマブラ | スマッシュブラザーズ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.smashbros.com/ja_JP/products/,Nintendo official Japanese series/product naming uses 大乱闘スマッシュブラザーズ.,PROPOSED
I70-036086,heaven_burns_red,10446,ヘブバン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ヘブンバーンズレッド,ヘブバン,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://heaven-burns-red.com/,Official site lists title ヘブンバーンズレッド.,PROPOSED
I70-036100,oshi_no_ko,9405,【推しの子】,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://ichigoproduction.com/Season3/,Official anime site uses 【推しの子】.,PROPOSED
I70-036101,undertale,9284,あんだーてーる,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,UNDERTALE,アンダーテール,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://undertale.jp/,Japanese official site uses UNDERTALE as title.,PROPOSED
I70-036102,steins;gate,9250,シュタインズゲート,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,STEINS;GATE,シュタインズ・ゲート | シュタインズゲート,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://steinsgate.jp/,Official site lists title STEINS;GATE (シュタインズ・ゲート).,PROPOSED
I70-036104,a.i._voice,9205,アイボス,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,A.I.VOICE,アイボス,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://aivoice.jp/,Official product site uses A.I.VOICE and identifies アイボス as a nickname.,PROPOSED
I70-036106,panty_&_stocking_with_garterbelt,9093,パンスト,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,Panty & Stocking with Garterbelt,パンティ＆ストッキングwithガーターベルト | パンスト,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://newpsg.com/,Official franchise materials use Panty & Stocking with Garterbelt; Japanese full rendering and nickname are search aliases.,PROPOSED
I70-036108,street_fighter_6,9058,スト6,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ストリートファイター6,スト6,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.streetfighter.com/6/ja-jp/,Official Capcom title is ストリートファイター6.,PROPOSED
I70-036109,kobayashi-san_chi_no_maidragon,9032,メイドラゴン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,小林さんちのメイドラゴン,メイドラゴン,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://maidragon.jp/,Official anime portal uses 小林さんちのメイドラゴン.,PROPOSED
I70-036110,aikatsu!_(series),9018,アイカツ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,アイカツ！,アイカツ | アイカツ！シリーズ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.aikatsu.net/,Official portal uses アイカツ！ branding.,PROPOSED
I70-036118,love_live!_superstar!!,8540,ハロー!!!ラブライブ!,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ラブライブ！スーパースター!!,ラブライブ スーパースター,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.lovelive-anime.jp/yuigaoka/,Official franchise title is ラブライブ！スーパースター!!.,PROPOSED
I70-036124,twisted_wonderland,8375,ツイステ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ディズニー ツイステッドワンダーランド,ツイステ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.disney.co.jp/games/dtw,Disney official page uses ディズニー ツイステッドワンダーランド.,PROPOSED
I70-036125,gundam_gquuuuuux,8358,機動戦士ガンダムジークアクス,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,機動戦士Gundam GQuuuuuuX,機動戦士ガンダム ジークアクス | ジークアクス,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://gundam-official.com/gquuuuuux/,Official Gundam site uses 機動戦士Gundam GQuuuuuuX.,PROPOSED
I70-036127,the_hundred_line_-last_defense_academy-,8310,ハンドラ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,HUNDRED LINE -最終防衛学園-,ハンドラ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://hundred-line.com/,Official site lists HUNDRED LINE -最終防衛学園-.,PROPOSED
I70-036130,synthesizer_v,8176,シンセサイザーv,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,Synthesizer V,シンセサイザーV | Synthesizer V Studio,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://dreamtonics.com/ja/synthesizerv/,Dreamtonics official branding uses Synthesizer V.,PROPOSED
I70-036226,devil_may_cry_(series),5489,デビルメイクライ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,デビル メイ クライ,デビルメイクライ | Devil May Cry | DMC,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.capcom.co.jp/devilmaycry/,Capcom official Japanese branding uses デビル メイ クライ.,PROPOSED
I70-036245,atelier_ryza,5156,ライザのアトリエ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ライザのアトリエ ～常闇の女王と秘密の隠れ家～,ライザのアトリエ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://ar-anime.com/,Official anime/product title preserves the full subtitle.,PROPOSED
I70-036269,the_legend_of_zelda:_ocarina_of_time,4770,ゼルダの伝説_時のオカリナ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ゼルダの伝説 時のオカリナ,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.nintendo.com/jp/titles/20010000013227.html,Nintendo official title is ゼルダの伝説 時のオカリナ.,PROPOSED
I70-036364,yu-gi-oh!_5d's,3442,遊戯王5D's,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,遊☆戯☆王5D's,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.konami.com/yugioh/duel_links/legendarydecks/ja/5ds01,Konami official page uses 遊☆戯☆王5D's.,PROPOSED
I70-036367,fire_emblem_echoes:_shadows_of_valentia,3408,ファイアーエムブレムEchoes,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ファイアーエムブレム Echoes もうひとりの英雄王,ファイアーエムブレムEchoes,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.nintendo.com/jp/hardware/amiibo/game/ajjj/index.html,Nintendo official title includes もうひとりの英雄王.,PROPOSED
I70-036370,tokyo_ghoul,3400,トーキョーグール,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,東京喰種トーキョーグール,東京喰種 | トーキョーグール,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.marv.jp/special/tokyoghoul/first/story_1st.html,Official anime site uses 東京喰種トーキョーグール.,PROPOSED
I70-036372,umamusume:_cinderella_gray,3379,ウマ娘シンデレラグレイ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ウマ娘 シンデレラグレイ,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://anime-cinderellagray.com/intro/,Official anime title uses a space between ウマ娘 and シンデレラグレイ.,PROPOSED
I70-036379,senran_kagura_new_link,3308,シノビマスター,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,シノビマスター 閃乱カグラ NEW LINK,シノマス,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://hpgames.jp/shinomas/,Official site uses シノビマスター 閃乱カグラ NEW LINK.,PROPOSED
I70-036383,wonderful_precure!,3266,わんだふるぷりきゅあ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,わんだふるぷりきゅあ！,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.toei-anim.co.jp/tv/wonderful_precure/,Toei official title uses わんだふるぷりきゅあ！.,PROPOSED
I70-036384,22/7,3264,ナナニジ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,22/7,ナナニジ | ナナブンノニジュウニ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://nanabunnonijyuuni.com/,Official brand surface is 22/7; nickname belongs in search.,PROPOSED
I70-036386,kanon,3258,カノン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,Kanon,カノン,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://key.visualarts.gr.jp/product/kanon/,Key official product title is Kanon.,PROPOSED
I70-036388,mihoyo,3248,米哈游,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,miHoYo,ミホヨ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.hoyoverse.com/ja-jp/about-us,Japanese-facing corporate material uses the Latin brand/company identity rather than Chinese characters.,PROPOSED
I70-036392,go!_princess_precure,3198,GO!プリンセスプリキュア,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,Go！プリンセスプリキュア,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.toei-anim.co.jp/tv/princess_precure/,Toei official Japanese title is Go！プリンセスプリキュア.,PROPOSED
I70-036396,komi-san_wa_komyushou_desu,3179,古見さんは、コミュ症です,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,古見さんは、コミュ症です。,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://komisan-official.com/,Official anime title includes the final punctuation.,PROPOSED
I70-036397,final_fantasy_vii:_advent_children,3176,アドベントチルドレン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,FINAL FANTASY VII ADVENT CHILDREN,アドベントチルドレン | FF7AC,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.jp.square-enix.com/ffviiacc/,Square Enix official branding uses FINAL FANTASY VII ADVENT CHILDREN.,PROPOSED
I70-036398,inuyasha,3175,犬夜叉,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.ytv.co.jp/inuyasha/,犬夜叉 is the official Japanese title.,PROPOSED
I70-036399,ikkitousen,3170,一騎当千,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://ikkitousen.com/,Official franchise site uses 一騎当千 / 真・一騎当千 branding.,PROPOSED
I70-036401,oshiro_project:re,3168,城これ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,御城プロジェクト:RE,城プロRE | 城プロ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://oshirore-dmmgames.com/,Official site uses 御城プロジェクト：RE ～CASTLE DEFENSE～; concise product name retained.,PROPOSED
I70-036402,make_heroine_ga_oo_sugiru!,3148,マケイン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,負けヒロインが多すぎる！,マケイン,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://makeine-anime.com/,Official anime site uses 負けヒロインが多すぎる！ and calls characters マケイン.,PROPOSED
I70-036404,kimi_no_koto_ga_dai_dai_dai_dai_daisuki_na_100-nin_no_kanojo,3136,100カノ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,君のことが大大大大大好きな100人の彼女,100カノ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://hyakkano.com/,Official title is 君のことが大大大大大好きな100人の彼女.,PROPOSED
I70-036405,yes!_precure_5,3135,Yes!プリキュア5,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,Yes！プリキュア5,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.toei-anim.co.jp/tv/startwinkle_precure/,Toei archive listing preserves the official Yes！プリキュア5 title.,PROPOSED
I70-036409,magical_mirai_(vocaloid),3092,マジカルミライ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,初音ミク「マジカルミライ」,マジカルミライ,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://magicalmirai.com/,Official portal brands the event as 初音ミク「マジカルミライ」.,PROPOSED
I70-036410,happinesscharge_precure!,3088,ハピネスチャージプリキュア,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ハピネスチャージプリキュア！,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.toei-anim.co.jp/tv/happinesscharge_precure/,Official Toei title includes the final exclamation mark.,PROPOSED
I70-036413,promare,3039,プロメア,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://promare-movie.com/,Official film site uses プロメア.,PROPOSED
I70-036414,blue_lock,3036,ブルーロック,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://tv.bluelock-pr.com/,Official anime site uses ブルーロック.,PROPOSED
I70-036416,poptepipic,3029,ポプテ2期,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ポプテピピック,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://hoshiiro.jp/,"Official anime franchise title is ポプテピピック, not a season-specific label.",PROPOSED
I70-036418,gundam_zz,3003,ガンダムZZ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,機動戦士ガンダムΖΖ,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.gundam.info/,Official Gundam title is 機動戦士ガンダムΖΖ.,PROPOSED
I70-036423,working!!,2959,WORKING!!,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.wagnaria.com/,Official anime site uses WORKING!! / WORKING!!!; canonical row corresponds to WORKING!! identity.,PROPOSED
I70-036425,dragon_ball_(classic),2925,ドラゴンボール,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://dragon-ball-official.com/,Official franchise site uses ドラゴンボール.,PROPOSED
I70-036426,my_melody_(series),2900,マイメロディ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.sanrio.co.jp/characters/mymelody/,Sanrio official character name is マイメロディ.,PROPOSED
I70-036429,mob_psycho_100,2892,モブサイコ100,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://mobpsycho100.com/,Official anime title is モブサイコ100.,PROPOSED
I70-036431,tales_of_the_abyss,2879,アビス,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,テイルズ オブ ジ アビス,アビス,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://toa20th.tales-ch.jp/,Official series product title is テイルズ オブ ジ アビス.,PROPOSED
I70-036474,rune_factory,2599,ルンファク,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ルーンファクトリー,ルンファク,OFFICIAL_OR_FIRST_PARTY_TITLE_CONFIRMED_BATCH076,HIGH,https://www.marv.jp/special/game/runefactory/,Official franchise title is ルーンファクトリー.,PROPOSED
