canonical_tag,provisional_verdict,proposed_display_ja,proposed_search_ja,evidence_ref,audit_note,status
double_dealing_character,FIX_BOTH,東方輝針城 〜 Double Dealing Character.,東方輝針城,https://store.steampowered.com/app/1043240/Touhou_Kishinjou__Double_Dealing_Character/?l=japanese,Official distribution identifies developer 上海アリス幻樂団 and full title 東方輝針城 〜 Double Dealing Character.; retain short Japanese title for search.,VERIFIED_SHORTLIST
antinomy_of_common_flowers,FIX_BOTH,東方憑依華 ～ Antinomy of Common Flowers.,東方憑依華 | 憑依華,https://store.steampowered.com/app/716710?l=japanese,Official distribution identifies 黄昏フロンティア and the full Japanese title; retain common short forms for search.,VERIFIED_SHORTLIST
hopeless_masquerade,KEEP,,,https://tasofro.net/product.html,Twilight Frontier official product archive lists 東方心綺楼; current display is exact.,VERIFIED_SHORTLIST
touhou_hisoutensoku,KEEP,,,https://tasofro.net/product.html,Twilight Frontier official product archive lists 東方非想天則; current display is exact.,VERIFIED_SHORTLIST
busou_renkin,KEEP,,,https://www.shueisha.co.jp/books/items/contents.html?jdcn=08873557873557315501,Shueisha official publication page uses 武装錬金; current display is exact.,VERIFIED_SHORTLIST
hello_charlotte,FIX_DISPLAY,Hello Charlotte,,https://store.steampowered.com/app/760890?l=japanese,Developer etherane official distribution identifies Hello Charlotte as the series identity; replace unsupported Chinese localized display.,VERIFIED_SHORTLIST
chuugoku_yome_nikki,KEEP,,,https://store.kadokawa.co.jp/shop/series/series00088301,KADOKAWA official store uses 中国嫁日記 as the series title; current display is exact.,VERIFIED_SHORTLIST
toeto_(vocaloid),KEEP,,,https://karent.jp/album/18,KARENT official creator distribution lists トエト by トラボルタ; current display is exact.,VERIFIED_SHORTLIST
inabakumori,KEEP,,,https://www.youtube.com/watch?v=g6sYNwl1EWg,Inabakumori Official Artist Channel self-identifies as 稲葉曇 and credits music as 稲葉曇; current display is exact.,VERIFIED_SHORTLIST
kizuato,FIX_BOTH,痕 -きずあと-,痕,https://aquaplus.jp/piece/soft.html,AQUAPLUS official product listing uses 痕 -きずあと-; retain short title 痕 for search.,VERIFIED_SHORTLIST
me!me!me!,FIX_DISPLAY,ME!ME!ME!,,https://www.youtube.com/watch?v=pkONNzVAuKc,Official Japan Anima(tor) Expo trailer identifies episode 3 as ME!ME!ME!; replace literal Japanese translation.,VERIFIED_SHORTLIST
wild_and_horned_hermit,KEEP,,,https://www.kadokawa.co.jp/product/322004000448/,KADOKAWA official page explicitly identifies 東方茨歌仙 as an official Touhou manga; current display is exact.,VERIFIED_SHORTLIST
digimon_world_re:digitize,FIX_DISPLAY,デジモンワールド リ：デジタイズ,,https://digimon-gameportal.bn-ent.net/product/world_re_digitize/top.html,Bandai Namco official product site uses デジモンワールド リ：デジタイズ; current デジモンワールド is too broad.,VERIFIED_SHORTLIST
artery_gear,FIX_BOTH,アーテリーギア-機動戦姫-,アーテリーギア,https://www.youtube.com/channel/UCiGYDPF-cYJaqIqmaQE3eMg,Official game channel uses アーテリーギア-機動戦姫-; retain short アーテリーギア for search.,VERIFIED_SHORTLIST
pepoyo_(copyright),KEEP,,,https://www.youtube.com/watch?v=Sv8oCf2ER2I,PEPOYO Official Artist Channel self-identifies as ぺぽよ; current display is identity-safe and exact.,VERIFIED_SHORTLIST
touhou_lost_branch_of_legend,FIX_BOTH,東方光耀夜 〜 Lost Branch of Legend,東方光耀夜,https://store.steampowered.com/app/1140150/__Lost_Branch_of_Legend/?l=japanese,Developer and publisher Alioth Studio official distribution uses 東方光耀夜 〜 Lost Branch of Legend; retain short Japanese title for search.,VERIFIED_SHORTLIST
himouto!_umaru-chan_himouto_ikusei_keikaku,FIX_BOTH,干物妹！うまるちゃん ～干物妹！育成計画～,干物妹！育成計画,https://www.cs.furyu.jp/umaru/,FuRyu official product site uses 干物妹！うまるちゃん ～干物妹！育成計画～; retain shortened game title for search.,VERIFIED_SHORTLIST
akatsuki_records,KEEP,,,https://www.youtube.com/channel/UCZaFfDBBCqmYdfp6DJl0cRw,暁Records Official Artist Channel self-identifies as 暁Records; current display is exact.,VERIFIED_SHORTLIST
ghostly_field_club,FIX_BOTH,蓮台野夜行 ～ Ghostly Field Club,蓮台野夜行,https://shop.hakurei-sukeikai.com/detail/id/00000119996,Officially licensed Touhou shop lists Shanghai Alice music album as 蓮台野夜行 ～ Ghostly Field Club; retain short Japanese title for search.,VERIFIED_SHORTLIST
kagetsu_tooya,KEEP,,,https://www.typemoon.com/support/bbs.php?bbsname=support&mode=past&pno=3,TYPE-MOON official support archive explicitly identifies the former circle work 歌月十夜; current display is exact.,VERIFIED_SHORTLIST
