row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-040852,kirby's_dream_land,125,星のカービィ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.nintendo.com/jp/titles/50010000006753.html,任天堂公式が1992年ゲームボーイ版の初代作品を『星のカービィ』と明記。,PROPOSED
I70-040870,ghost_in_the_shell:_sac_2045,124,攻殻機動隊 SAC_2045,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.netflix.com/jp/title/81030224,Netflix公式日本語ページで作品名『攻殻機動隊 SAC_2045』を確認。,PROPOSED
I70-005852,wang_(arknights),539,ウァン（アークナイツ）,ウァン（アークナイツ）,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_CONFIRMED,HIGH,https://plus.yostar.co.jp/goods-arknights-2607/,Yostar公式記事でキャラクター名「ウァン」を確認。現表示は識別子付きで妥当。,PROPOSED
I70-005875,finn_the_human,536,フィン（アドベンチャー・タイム）,フィン（アドベンチャー・タイム）,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_CONFIRMED,HIGH,https://www.bs11.jp/anime/adventure-time/,日本公式放送ページのキャラクター紹介で「フィン」を確認。現表示は作品識別付きで妥当。,PROPOSED
I70-041680,virtua_fighter_5_(series),98,バーチャファイター5,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.sega.jp/history/arcade/product/7742/,SEGA first-party history page confirms the Japanese title バーチャファイター5.,PROPOSED
I70-041954,siren_(series),90,SIREN,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://store.playstation.com/en-us/concept/10010950,PlayStation first-party store confirms the franchise/game identity Siren; current SIREN display is the established Japanese branding.,PROPOSED
I70-042113,tententengokujigokugoku_(aiobahn),86,天天天国地獄国,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://avexnet.jp/news/1029620,Avex artist/news page explicitly identifies Aiobahn +81's 2025 release as 天天天国地獄国.,PROPOSED
I70-042379,pinocchio_(disney_movie),80,ピノキオ,,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://www.disney.co.jp/fc/pinocchio,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-042617,evenicle,75,イブニクル,,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://www.alicesoft.com/information/game/evenicle/index_2.html,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-042884,aku_no_musume_(series),70,悪ノ娘,,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://www.piapro.jp/pages/official_collabo/harper01/,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-042967,hakusen_(idolmaster),69,白線,,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://gakuen-label.idolmaster-official.jp/discography/bhjl7ii8xw,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-043225,kocchi_muite_baby_(vocaloid),65,こっち向いて Baby,,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://info.miku.sega.jp/246,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-006226,ade_(agent_bunny)_(nikke),500,エード：エージェントバニー,エード：エージェントバニー,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://dengekionline.com/article/202508/51074,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-006230,liberalio_(nikke),500,リバーレリオ,リバーレリオ | リバーレリオ（NIKKE）,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://www.youtube.com/watch?v=mOQBuqvar3Q,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-007477,clark_kent_(civilian),401,クラーク・ケント,クラーク・ケント,NEEDS_EXTERNAL_CHECK,KEEP,,,CONFIRMED_OFFICIAL_OR_PRIMARY,HIGH,https://www.warnerbros.co.jp/home_entertainment/6o2aemb__d/,Current Japanese rendering confirmed; no semantic change proposed,PROPOSED
I70-043683,coraline_(movie),58,コララインとボタンの魔女,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.netflix.com/jp/title/70105599,Japanese distributor title confirms current display.,PROPOSED
I70-043936,mario_&_sonic_at_the_olympic_games_(2007),55,マリオ＆ソニック AT 北京オリンピック,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.nintendo.co.jp/ds/ay9j/index.html,Nintendo official product page confirms exact Japanese title.,PROPOSED
I70-043953,pikmin_1,55,ピクミン,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.nintendo.com/jp/switch/a99pa/index.html,Nintendo official Pikmin 1 page confirms title identity and current display.,PROPOSED
I70-044272,detective_pikachu_(game),51,名探偵ピカチュウ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.nintendo.com/jp/topics/article/8ceef7f0-2b10-4945-ab18-a34afad72239,Nintendo official page explicitly identifies the game 名探偵ピカチュウ.,PROPOSED
I70-033346,galaco_(neo),55,ギャラ子,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_CONFIRMED,HIGH,https://archive.yamaha.com/ja/news_release/2014/14070901.html,Yamaha first-party release explicitly identifies ギャラ子 NEO and the character ギャラ子.,PROPOSED
