row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-035915,mahou_shoujo_madoka_magica,84200,魔法少女まどか☆マギカ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_JA_TITLE_CONFIRMED,HIGH,https://www.madoka-magica.com/,公式ポータルが「魔法少女まどか☆マギカ」を使用。現表示を維持。,PROPOSED
I70-035921,mahou_shoujo_madoka_magica_(anime),60012,魔法少女まどか☆マギカ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,魔法少女まどか☆マギカ（TVアニメ）,,OFFICIAL_TV_ANIME_CONTEXT_CONFIRMED,HIGH,https://www.madoka-magica.com/anime/,公式ポータルがTV ANIMEを独立区分として扱うためanimeタグはTVアニメ識別を表示へ付与。,PROPOSED
I70-035950,splatoon_(series),33575,スプラトゥーン,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_SERIES_NAME_CONFIRMED,HIGH,https://www.nintendo.com/jp/character/splatoon/index.html,任天堂公式のシリーズ拠点「スプラトゥーンベース」がシリーズ名としてスプラトゥーンを使用。現表示を維持。,PROPOSED
I70-035957,dragon_ball,30213,ドラゴンボール,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_SERIES_NAME_CONFIRMED,HIGH,https://dragon-ball-official.com/about/site.html,ドラゴンボールオフィシャルサイトがシリーズ名「ドラゴンボール」を明記。現表示を維持。,PROPOSED
I70-035968,naruto_(series),26797,ナルト,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,NARUTO -ナルト-,NARUTO | ナルト,OFFICIAL_SERIES_TITLE_CORRECTION,HIGH,https://naruto-official.com/about,NARUTO公式サイトの作品表記に合わせてシリーズ表示を「NARUTO -ナルト-」へ修正し検索aliasを追加。,PROPOSED
I70-035991,monogatari_(series),20928,物語シリーズ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,〈物語〉シリーズ,,OFFICIAL_TYPOGRAPHY_CORRECTION,HIGH,https://www.monogatari-series.com/,公式ポータルの正式表記「〈物語〉シリーズ」へ修正。,PROPOSED
I70-035993,kimetsu_no_yaiba,20669,鬼滅の刃,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_JA_TITLE_CONFIRMED,HIGH,https://kimetsu.com/anime/,アニメ公式ポータルが「鬼滅の刃」を使用。現表示を維持。,PROPOSED
I70-035994,dragon_quest,20359,ドラクエ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ドラゴンクエスト,ドラクエ,OFFICIAL_FULL_TITLE_PREFER_OVER_ABBREVIATION,HIGH,https://www.dragonquest.jp/about/,公式サイトがシリーズ名を「ドラゴンクエスト」と明記。略称ドラクエは検索aliasへ保持。,PROPOSED
I70-035999,bishoujo_senshi_sailor_moon,19470,セーラームーン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,美少女戦士セーラームーン,セーラームーン,OFFICIAL_FULL_TITLE_PREFER_OVER_SHORT_NAME,HIGH,https://www.sailormoon-official.com/,公式サイトの正式シリーズ名「美少女戦士セーラームーン」へ修正し短縮形は検索aliasへ保持。,PROPOSED
I70-036000,sword_art_online,19199,ソードアートオンライン,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ソードアート・オンライン,ソードアートオンライン | SAO,OFFICIAL_TYPOGRAPHY_CORRECTION,HIGH,https://www.swordart-online.net/,アニメ公式ポータルの正式表記「ソードアート・オンライン」へ修正。中黒なし表記とSAOは検索aliasへ保持。,PROPOSED
I70-036013,gochuumon_wa_usagi_desu_ka?,16825,ごちうさ,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,ご注文はうさぎですか？,ごちうさ,OFFICIAL_FULL_TITLE_PREFER_OVER_ABBREVIATION,HIGH,https://www.gochiusa.com/,公式サイトの作品名「ご注文はうさぎですか？」を表示へ採用し「ごちうさ」は検索aliasへ保持。,PROPOSED
I70-036014,spy_x_family,16824,スパイファミリー,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,SPY×FAMILY,スパイファミリー,OFFICIAL_TITLE_CORRECTION,HIGH,https://spy-family.net/,公式サイトの作品名「SPY×FAMILY」へ修正しカナ表記は検索aliasへ保持。,PROPOSED
