row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-039854,ikkitousen_great_guardians,181,一騎当千Great Guardians,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_VERIFIED,HIGH,https://prtimes.jp/main/html/rd/p/000000809.000016719.html,Marvelous release uses 一騎当千Great Guardians as the anime title.,PROPOSED
I70-004825,habetrot_(fate),672,ハベトロット,ハベトロット,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://news.fate-go.jp/2025/0903_fp_pu/,Fate Grand Order official site identifies the servant as ハベトロット.,PROPOSED
I70-004926,common_dolphin_(kemono_friends),655,マイルカ,マイルカ,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.sega.jp/topics/detail/190607_3/,SEGA official Kemono Friends 3 announcement identifies the character as マイルカ.,PROPOSED
I70-056030,oguchi,191,おぐち,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT_VERIFIED,HIGH,https://tablet.wacom.co.jp/article/drawing-with-wacom38,Wacom creator profile identifies the illustrator as おぐち.,PROPOSED
I70-060479,tamura_satomi,148,田村里美,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT_VERIFIED,HIGH,https://www.aniplex.co.jp/lineup/ao-buta-odekake,Aniplex official work page credits character design to 田村里美.,PROPOSED
I70-060987,miyajima_reiji,144,宮島礼吏,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT_VERIFIED,HIGH,https://www.kodansha.co.jp/comic/products/0000019854,Kodansha official product page credits author 宮島礼吏.,PROPOSED
I70-061179,takada_akemi,143,高田明美,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_PROFILE_VERIFIED,HIGH,https://www.takada-akemi.net/,Artist official site identifies 高田明美 and her professional work.,PROPOSED
I70-004953,spike_spiegel,652,スパイク・スピーゲル,スパイク・スピーゲル,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_JA_NAME,HIGH,https://www.goodsmile.com/ja/product/10290/POP%2BUP%2BPARADE%2B%E3%82%B9%E3%83%91%E3%82%A4%E3%82%AF%E3%83%BB%E3%82%B9%E3%83%94%E3%83%BC%E3%82%B2%E3%83%AB,Licensed product page confirms スパイク・スピーゲル.,PROPOSED
I70-005006,mlynar_(arknights),644,ムリナール,ムリナール,NEEDS_EXTERNAL_CHECK,KEEP,,,VERIFIED_JA_NAME,HIGH,https://www.gamer.ne.jp/news/202303310062/,Japanese release coverage quoting Yostar announcement confirms ムリナール.,PROPOSED
I70-005011,daifuku_(yukihana_lamy),643,だいふく（雪花ラミィ）,だいふく（雪花ラミィ）,NEEDS_EXTERNAL_CHECK,FIX_BOTH,だいふく,だいふく,OFFICIAL_NAME_NORMALIZATION,HIGH,https://hololive.hololivepro.com/talents/yukihana-lamy/,Official hololive profile names だいふく; remove explanatory qualifier from official character name fields.,PROPOSED
