row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-035993,kimetsu_no_yaiba,20669,鬼滅の刃,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-035994,dragon_quest,20359,ドラクエ,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-035996,senran_kagura,20154,閃乱カグ,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-035999,bishoujo_senshi_sailor_moon,19470,セーラームーン,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-036000,sword_art_online,19199,ソードアートオンライン,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-036001,sonic_(series),18364,オリソニ,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-036005,touken_ranbu,17450,とうらぶ,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-036006,final_fantasy_vii_remake,17304,FF7リメイク,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-036010,nier_(series),16936,ニーア,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
I70-036013,gochuumon_wa_usagi_desu_ka?,16825,ごちうさ,,copyright title not uniquely resolved; manual verification required,STATUS_REVIEW_REQUIRED,NEEDS_EXTERNAL_CHECK,,,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,HIGH,translation_status=REVIEW_REQUIRED; translation_note explicitly requires manual/external verification or reports insufficient/ambiguous title evidence,Copyrightタイトルを一意に確定できる根拠が不足しているため、推測修正せず外部確認対象として確定。,PROPOSED
