row_id,canonical_tag,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-038052,chuugoku_yome_nikki,441,中国嫁日記,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://store.kadokawa.co.jp/shop/series/series00088301,KADOKAWA official store uses 中国嫁日記 as the series title; current display is exact.,PROPOSED
I70-038180,me!me!me!,407,私！私！私！,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ME!ME!ME!,,SEED_VERIFIED,HIGH,https://www.youtube.com/watch?v=pkONNzVAuKc,Official Japan Anima(tor) Expo trailer identifies episode 3 as ME!ME!ME!; replace literal Japanese translation.,PROPOSED
I70-038226,double_dealing_character,395,東方輝針城,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,東方輝針城 〜 Double Dealing Character.,東方輝針城,SEED_VERIFIED,HIGH,https://store.steampowered.com/app/1043240/Touhou_Kishinjou__Double_Dealing_Character/?l=japanese,Official distribution identifies the full title 東方輝針城 〜 Double Dealing Character.; retain short Japanese title for search.,PROPOSED
I70-038276,antinomy_of_common_flowers,381,憑依華,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,東方憑依華 ～ Antinomy of Common Flowers.,東方憑依華 | 憑依華,SEED_VERIFIED,HIGH,https://store.steampowered.com/app/716710?l=japanese,Official distribution identifies the full Japanese title; retain common short forms for search.,PROPOSED
I70-038475,inabakumori,339,稲葉曇,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.youtube.com/watch?v=g6sYNwl1EWg,Inabakumori Official Artist Channel self-identifies as 稲葉曇; current display is exact.,PROPOSED
I70-038491,hello_charlotte,337,你好夏洛特,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,Hello Charlotte,,SEED_VERIFIED,HIGH,https://store.steampowered.com/app/760890?l=japanese,Developer etherane official distribution identifies Hello Charlotte as the series identity; replace unsupported Chinese localized display.,PROPOSED
I70-038497,kagetsu_tooya,336,歌月十夜,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.typemoon.com/support/bbs.php?bbsname=support&mode=past&pno=3,TYPE-MOON official support archive explicitly identifies 歌月十夜; current display is exact.,PROPOSED
I70-038594,sengoku_taisen,322,戦国大戦,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.sega.jp/arcade/detail/sengoku-taisen-1477-1615/,SEGA official product page uses 戦国大戦; current display is exact.,PROPOSED
I70-038620,shiritsu_justice_gakuen,315,私立ジャスティス学園,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.capcom.co.jp/arcade/news/operator/20140930.html,Capcom official arcade archive uses 私立ジャスティス学園; existing display is exact.,PROPOSED
I70-038629,hopeless_masquerade,313,東方心綺楼,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://tasofro.net/product.html,Twilight Frontier official product archive lists 東方心綺楼; current display is exact.,PROPOSED
I70-038643,gensou_suikoden_iii,311,幻想水滸伝iii,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,幻想水滸伝III,,SEED_VERIFIED,HIGH,https://www.konami.com/games/jp/ja/products/dl_ps3_genso3_arch/,KONAMI official product page uses 幻想水滸伝III; normalize current lowercase roman numeral.,PROPOSED
I70-038682,specialite_(company),305,すぺしゃりて,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://specialite.games/?lang=ja,Official agency site uses すぺしゃりて as its Japanese brand identity; existing display is exact.,PROPOSED
I70-044479,minaba_hideo,2671,皆葉英夫,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://cygames.com/games/granbluefantasy/,Cygames official game page credits キャラクターデザイン：皆葉英夫; current display is exact.,PROPOSED
I70-044488,namori,2559,なもり,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_PUBLISHER,HIGH,https://data.ichijinsha.co.jp/detail/75807851,Ichijinsha official book page credits なもり; current display is exact.,PROPOSED
I70-044516,izumi_tsubasu,2262,和泉つばす,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_PUBLISHER,HIGH,https://www.kadokawa.co.jp/product/321503000298/,KADOKAWA official publication page uses 和泉つばす; current display is exact.,PROPOSED
I70-044529,takeuchi_takashi,2168,武内崇,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://www.fate-go.jp/staffcast/,Fate/Grand Order official staff page credits リードキャラクターデザイナー 武内崇; current display is exact.,PROPOSED
I70-044538,nekotoufu,2088,ねことうふ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_PUBLISHER,HIGH,https://www.ichijinsha.co.jp/stories/comic-rex/oniicyan/,Ichijinsha official work page credits ねことうふ; current display is exact.,PROPOSED
I70-044539,onigirikun,2077,おにぎりくん,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT,HIGH,https://www.alicesoft.com/information/2023/entry003289.html,Alicesoft official staff diary identifies おにぎりくん as 原画; current display is exact.,PROPOSED
I70-044541,toosaka_asagi,2061,遠坂あさぎ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_PUBLISHER,HIGH,https://store.kadokawa.co.jp/shop/g/g322311000653/,KADOKAWA official store identifies 著者：遠坂あさぎ; current display is exact.,PROPOSED
I70-038696,detective_pikachu_(series),301,名探偵ピカチュウ,,NEEDS_EXTERNAL_CHECK,KEEP,,,SEED_VERIFIED,HIGH,https://www.pokemon.co.jp/ex/meitantei_pikachu/,Seed evidence confirms official series identity 名探偵ピカチュウ.,PROPOSED
