row_id,canonical_tag,display_ja,family_base_display_ja,audit_verdict,proposed_display_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-001577,mari_(headspace)_(omori),マリ,マリ（OMORI）,FIX_DISPLAY,マリ（HEADSPACE）,VARIANT_WORLD_VISIBLE,MEDIUM,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-001580,hero_(faraway)_(omori),ヒロ,ヒロ（OMORI）,FIX_DISPLAY,ヒロ（FARAWAY）,VARIANT_WORLD_VISIBLE,MEDIUM,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-001833,kel_(headspace)_(omori),ケル,ケル（OMORI）,FIX_DISPLAY,ケル（HEADSPACE）,VARIANT_WORLD_VISIBLE,MEDIUM,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-001903,hero_(headspace)_(omori),ヒロ,ヒロ（OMORI）,FIX_DISPLAY,ヒロ（HEADSPACE）,VARIANT_WORLD_VISIBLE,MEDIUM,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-002165,medea_(caster)_(fate),メディア,メディア,FIX_DISPLAY,メディア（キャスター）,VARIANT_CLASS_VISIBLE,HIGH,canonical qualifier + existing candidate,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-002340,scathach_(lancer)_(fate),スカサハ,スカサハ（Fate）,FIX_DISPLAY,スカサハ（ランサー）,VARIANT_CLASS_VISIBLE,HIGH,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-003524,aria_(robot)_(zenless_zone_zero),アリア（ゼンゼロ）,アリア（ゼンゼロ）,FIX_DISPLAY,アリア（ロボット・ゼンゼロ）,VARIANT_ENTITY_TYPE_VISIBLE,HIGH,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-004538,raiden_mei_(apho),雷電芽衣,雷電芽衣,FIX_DISPLAY,雷電芽衣（後崩壊書）,VARIANT_SOURCE_VISIBLE,HIGH,existing_candidate_ja,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-004928,rotom_(normal),ロトム,ロトム,FIX_DISPLAY,ロトム（通常）,VARIANT_FORM_VISIBLE,MEDIUM,canonical qualifier + existing candidate,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
I70-005661,cure_muse_(yellow),キュアミューズ,キュアミューズ,FIX_DISPLAY,キュアミューズ（黄）,VARIANT_COLOR_VISIBLE,HIGH,canonical qualifier,variant/base collision confirmed; make canonical qualifier visible in Japanese-first display,PROPOSED
