row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-053286,ueda_metawo,Artist,233,上田メタヲ,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053407,fukudahda,Artist,230,フクダーダ,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053442,tsukasa_jun,Artist,230,司淳,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053479,nakajima_atsuko,Artist,229,中嶋敦子,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053563,takayama_toshiaki,Artist,228,タカヤマトシアキ,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053568,yoshinari_you,Artist,228,吉成曜,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053579,ebira,Artist,227,えびら,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053583,fuyuno_haruaki,Artist,227,ふゆの春秋,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053664,seo_kouji,Artist,226,瀬尾公治,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-053914,amano_kozue,Artist,221,天野こずえ,,semantic re-audit: independently verified official/common Japanese artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-054006,kikuchi_seiji,Artist,220,菊池政治,,semantic re-audit: independently verified official/common artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-054044,arai_sumiko,Artist,219,新井すみこ,,semantic re-audit: independently verified official/common artist credit,artist_initial_audit_batch008.csv,,,,,,,,,,
I70-038590,virtuareal_link,Copyright,323,阿梓从小就很可爱,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
