identity_key,candidate_cluster,candidate_state,human_intent,review_note
anal_ball_wear,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
breast_curtain_lift,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
breast_lift,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
breast_sucking_through_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
grabbed_breast_over_shoulder,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
head_between_breasts,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
nipple_tweak_through_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
penis_under_another's_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
spread_anus_under_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
spread_pussy_under_clothes,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
tail_between_breasts,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
tattoo_between_breasts,OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
crotchless_shorts,OVERLAP|CLOTHING_STATE_EXPOSURE|(none)|EXPOSURE_INTIMATE,FULL_REVIEW_EXPOSURE_SIX_CLUSTER_V60,,
