row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-083451,fuurinura,1,Artist,,,,,,,[]
I70-083452,fuusen_neko,1,Artist,,,,,Fuusen neko,,[]
I70-083453,g0ringo,1,Artist,,,,,G0ringo,,[]
I70-083454,gaks030,1,Artist,,,,,,,[]
I70-083455,gang_g,1,Artist,,,,,,,[]
I70-083456,ghelber0,1,Artist,,,,,,,[]
I70-083457,godwin3d,1,Artist,,,,,,,[]
I70-083458,gosama,1,Artist,,,,,ゴサマ,,[]
I70-083459,greencash,1,Artist,nsfwgreen,nsfwgreen,,,,,[]
I70-083460,guigui_rongrong,1,Artist,,,,,,,[]
I70-083461,hage_ta,1,Artist,,,,,Hage Ta,,[]
I70-083462,haine_(artist),1,Artist,,,,,,,[]
I70-083463,haiperion_buzan,1,Artist,,,,,Haiperion Buzan,,[]
I70-083464,hami_(lvct),1,Artist,,,,,ハミ（LVCT）,,[]
I70-083465,hanabi_(byhanabi),1,Artist,furisode_(pixilvina),furisode (pixilvina),,,furisode（pixilvina）,,[]
I70-083466,hanasaki_ayame_(artist),1,Artist,,,,,,,[]
I70-083467,hanyu,1,Artist,,,,,hanyu,,[]
I70-083468,hari_(quartzshow),1,Artist,,,,,,,[]
I70-083469,haru431,1,Artist,,,,,haru431,,[]
I70-083470,haruna_miyabi,1,Artist,,,,,ハルナ・ミヤビ,,[]
I70-083471,hatomugi_seika,1,Artist,,,,,hatomugi seika,,[]
I70-083472,hayame_(m_ayame),1,Artist,,,,,hayame（m ayame）,,[]
I70-083473,hayashi_ko,1,Artist,,,,,,,[]
I70-083474,henzer,1,Artist,,,,,,,[]
I70-083475,hetano_yokoduki,1,Artist,hetano_yokozuki,hetano yokozuki,,,Hetano Yokoduki,,[]
I70-083476,hide21find57,1,Artist,,,,,,,[]
I70-083477,hii_(hii101),1,Artist,,,,,hii（hii101）,,[]
I70-083478,hiiro_(coinxtossxdive),1,Artist,,,,,hiiro（coinxtossxdive）,,[]
I70-083479,hikokisleep247,1,Artist,,,,,,,[]
I70-083480,hime_apple,1,Artist,elllikn97,elllikn97,,,Hime Apple,,[]
I70-083481,himey,1,Artist,,,,,ヒマイ,,[]
I70-083482,himoon666,1,Artist,,,,,,,[]
I70-083483,hina_(hinalovesugita),1,Artist,,,,,ヒナ（Hinalobesugita）,,[]
I70-083484,hina_sasaki,1,Artist,,,,,ヒナササキ,,[]
I70-083485,hisa_tsuki,1,Artist,,,,,ヒサ・ツキ,,[]
I70-083486,histoire-ange,1,Artist,,,,,,,[]
I70-083487,hlsn_dglaq3g,1,Artist,,,,,,,[]
I70-083488,hmk84,1,Artist,,,,,HMK84,,[]
I70-083489,hokkana,1,Artist,,,,,ホッカナ,,[]
I70-083490,hokkyoku_(uuunnoo2),1,Artist,uuunnoo2,uuunnoo2,,,,,[]
I70-083491,homura_(homur4_homu),1,Artist,,,,,,,[]
I70-083492,honnou_(kjs9504),1,Artist,,,,,Honnou（KJS9504）,,[]
I70-083493,honome_sui,1,Artist,,,,,,,[]
I70-083494,honshiro_nikori,1,Artist,,,,,,,[]
I70-083495,hopper,1,Artist,,,,,ホッパー,,[]
I70-083496,hoshi_nawoki,1,Artist,,,,,星の星,,[]
I70-083497,hotaru_(zpgk7732),1,Artist,,,,,,,[]
I70-083498,hotaru_kago,1,Artist,lakenightbug,lakenightbug,,,,,[]
I70-083499,hou_no_ka,1,Artist,,,,,hou no ka,,[]
I70-083500,hurin_raika,1,Artist,,,,,ハーリンライカ,,[]
