row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-063951,nikubou_maranoshin,1,Artist,anal_(arinosumuki),anal (arinosumuki),,,nikubou maranoshin,,[]
I70-063952,nikusenpai,1,Artist,nicksilva,nicksilva,,,ニクセンパイ,,[]
I70-063953,nnn_yryr,1,Artist,,,,,,,[]
I70-063954,noppo,1,Artist,,,,,ノッポ,,[]
I70-063955,nyaasechan,1,Artist,,,,,,,[]
I70-063956,oekakiboya,1,Artist,,,,,oekakiboya,,[]
I70-063957,oimo_imoo,1,Artist,,,,,oimo imoo,,[]
I70-063958,oka_kojiro,1,Artist,oka_kojiro10,oka kojiro10,,,,,[]
I70-063959,ori_(0rizuru),1,Artist,,,,,,,[]
I70-063960,otamashimai,1,Artist,,,,,オタマシマイ,,[]
I70-063961,otosume_ruiko,1,Artist,,,,,otosume ruiko,,[]
I70-063962,oyashiro_ooo,1,Artist,,,,,,,[]
I70-063963,paco,1,Artist,,,,,パコ,,[]
I70-063964,ponnetsu,1,Artist,,,,,ポンネツ,,[]
I70-063965,pontasu,1,Artist,,,,,ポンタス,,[]
I70-063966,qi_chuang_she,1,Artist,,,,,,,[]
I70-063967,ramen_(ooishi_kou),1,Artist,kou_oishi,kou oishi,,,,,[]
I70-063968,ramuri,1,Artist,ktr_(tpun2553),ktr (tpun2553),,,,,[]
I70-063969,remote_controller_4,1,Artist,,,,,,,[]
I70-063970,roamu_65,1,Artist,,,,,Roamu 65,,[]
I70-063971,roco_(rocoroco1115),1,Artist,rocoroco1115,rocoroco1115,,,Roco（Rocoroco1115）,,[]
I70-063972,roko_roko_(doradorazz),1,Artist,doradorazz,doradorazz,,,ロコロコ（ドラドラズ）,,[]
I70-063973,rsk_(tbhono),1,Artist,,,,,rsk（tbhono）,,[]
I70-063974,sabi_(6535841),1,Artist,,,,,,,[]
I70-063975,sakura_ab,1,Artist,,,,,さくらab,,[]
I70-063976,sakura_szm,1,Artist,,,,,さくらSZM,,[]
I70-063977,sakuragi_raia,1,Artist,,,,,さくらのレイア,,[]
I70-063978,sena_chifuyu,1,Artist,,,,,セナ・チフユ,,[]
I70-063979,sgt-jz,1,Artist,,,,,SGT-JZ,,[]
I70-063980,shibano_kaito,1,Artist,,,,,川丸川,,[]
I70-063981,shin_(shnnnnrn1),1,Artist,shnnnnrn1,shnnnnrn1,,,,,[]
I70-063982,shinano_yura,1,Artist,,,,,シナノ・ユラ,,[]
I70-063983,shizumu_(shi_zumu),1,Artist,,,,,,,[]
I70-063984,shupita,1,Artist,,,,,,,[]
I70-063985,slm,1,Artist,,,,,SLM,,[]
I70-063986,smallpine_7,1,Artist,,,,,,,[]
I70-063987,sonokare,1,Artist,,,,,,,[]
I70-063988,sonzhondaya,1,Artist,,,,,,,[]
I70-063989,sparrow_(jj2oxx),1,Artist,,,,,,,[]
I70-063990,sugiyama_ichirou,1,Artist,,,,,Sugiyama Ichirou,,[]
I70-063991,surume01417,1,Artist,,,,,,,[]
I70-063992,takamame,1,Artist,,,,,,,[]
I70-063993,tamura_masafumi,1,Artist,,,,,タムラマサフミ,,[]
I70-063994,tarayama,1,Artist,,,,,タラヤマ,,[]
I70-063995,tasogare_yanio,1,Artist,,,,,,,[]
I70-063996,tenpura_(tenpura621),1,Artist,tenpura_(artist),tenpura (artist),,,Tenpura（tenpura621）,,[]
I70-063997,tetsu_no_samurai,1,Artist,"tetsu_no_samurai_(blades2005),iron_samurai",iron samurai | tetsu no samurai (blades2005),,,,,[]
I70-063998,tofumang,1,Artist,,,,,,,[]
I70-063999,tom_q_(tomtoq),1,Artist,,,,,トムQ（tomtoq）,,[]
I70-064000,tomono_rui,1,Artist,,,,,トモノ・ルイ,,[]
