row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-060751,seiran_yoroz,1,Artist,,,,,,,[]
I70-060752,shiba_(s_hi_ba_),1,Artist,,,,,Shiba（S Hi Ba）,,[]
I70-060753,shimiya_jin,1,Artist,firran0830,firran0830,,,,,[]
I70-060754,shino_(5no),1,Artist,,,,,,,[]
I70-060755,shiro_(octet),1,Artist,,,,,シロ（オクテット）,,[]
I70-060756,shiroyukimajima,1,Artist,,,,,shiroyukimajima,,[]
I70-060757,shiyue_tiangong,1,Artist,sayo_tanku,sayo tanku,,,サヨタンク,,[]
I70-060758,snale,1,Artist,04119_snail,04119 snail,,,スナール,,[]
I70-060759,snugglepuff28,1,Artist,,,,,,,[]
I70-060760,subin_(subin_2011),1,Artist,subin_2011,subin 2011,,,,,[]
I70-060761,sylph_kim,1,Artist,"sylph_p,gim_silpeu",gim silpeu | sylph p,,,シルフ・キム,,[]
I70-060762,takena-c,1,Artist,lunateelf,lunateelf,,,削除されたC,,[]
I70-060763,t-asama,1,Artist,,,,,T-Asama,,[]
I70-060764,togo_(korlsj1235),1,Artist,,,,,トーゴ（korlsj1235）,,[]
I70-060765,tomoyuki_hino,1,Artist,sora_tokumo,sora tokumo,,,本藤島明日,,[]
I70-060766,tomska,1,Artist,,,,,,,[]
I70-060767,tosakaoil,1,Artist,,,,,トサカイル,,[]
I70-060768,touyu_1210,1,Artist,,,,,,,[]
I70-060769,tworain_w,1,Artist,,,,,,,[]
I70-060770,ug333333,1,Artist,,,,,UG333333,,[]
I70-060771,unpale,1,Artist,,,,,衆生,,[]
I70-060772,urayama_(backmountain),1,Artist,,,,,ウラヤマ（バックマウンテン）,,[]
I70-060773,wnb_mark,1,Artist,,,,,WNBマーク,,[]
I70-060774,yao_liao_wang,1,Artist,,,,,,,[]
I70-060775,yellowseeds,1,Artist,,,,,イエローシード,,[]
I70-060776,yoon_junggeun,1,Artist,junggeun_yoon,junggeun yoon,,,,,[]
I70-060777,yoshizuki_kumichi,1,Artist,,,,,吉井ゆく,,[]
I70-060778,yuki_shuuka,1,Artist,luxia_continent,luxia continent,,,ゆくshuuka,,[]
I70-060779,yukifuri_tsuyu,1,Artist,,,,,ユキフリ・ツユ,,[]
I70-060780,yutian_alice,1,Artist,,,,,ユティアンアリス,,[]
I70-060781,yuuabara,1,Artist,,,,,,,[]
I70-060782,yuugiri_(u-slash),1,Artist,,,,,ユージリ（u-slash）,,[]
I70-060783,zambonito,1,Artist,,,,,,,[]
I70-060784,zeriko,1,Artist,"shi_song_guo,zeriko_(bubu_muffintart)",shi song guo | zeriko (bubu muffintart),,,,,[]
I70-060785,122pxsheol,1,Artist,,,,,,,[]
I70-060786,ahhgik,1,Artist,,,,,,,[]
I70-060787,akahige,1,Artist,,,,,アカヒゲ,,[]
I70-060788,akane_kazami,1,Artist,,,,,,,[]
I70-060789,amekudaki,1,Artist,,,,,,,[]
I70-060790,ami_(ammy33),1,Artist,,,,,,,[]
I70-060791,anbj,1,Artist,,,,,ANBJ,,[]
I70-060792,andrew_(duel_angel),1,Artist,duel_angel,duel angel,,,アンドリュー（デュエルエンジェル）,,[]
I70-060793,arkatopia,1,Artist,,,,,アルカトピア,,[]
I70-060794,aseiusx,1,Artist,,,,,,,[]
I70-060795,bing_zizi,1,Artist,gla,gla,,,ビング・ジジ,,[]
I70-060796,bu_bai_(wres2744),1,Artist,bubai60602,bubai60602,,,,,[]
I70-060797,citrus_(place),1,Artist,,,,,柑橘類（場所）,,[]
I70-060798,dongho_kang,1,Artist,dhk_(dh_k),dhk (dh k),,,ドンホ・カン,,[]
I70-060799,echoo,1,Artist,echoolocation,echoolocation,,,,,[]
I70-060800,eilinna,1,Artist,,,,,アイリンナ,,[]
