row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-060701,kofi-mo,1,Artist,,,,,,,[]
I70-060702,kohshibasaki,1,Artist,,,,,kohshibasaki,,[]
I70-060703,kokomachi,1,Artist,,,,,ココマチ,,[]
I70-060704,krono_tokage,1,Artist,kurono_tokage,kurono tokage,,,Krono Tokage,,[]
I70-060705,ktsecond,1,Artist,kt2,kt2,,,ktsecond,,[]
I70-060706,kumah_dessu,1,Artist,,,,,,,[]
I70-060707,kumaori_jun,1,Artist,jun_(ayafuya),jun (ayafuya),,,クマオリjun,,[]
I70-060708,kurai_nao,1,Artist,"kurai_hisashi,jyohatsu_(pixiv2331060)",jyohatsu (pixiv2331060) | kurai hisashi,,,Kurai Nao,,[]
I70-060709,kurarin,1,Artist,,,,,カラリン,,[]
I70-060710,kuro_(kuroneko_no_kanzume),1,Artist,,,,,クロ（クロネコヌーカンツメ）,,[]
I70-060711,lanthan,1,Artist,,,,,,,[]
I70-060712,linhcoris,1,Artist,,,,,,,[]
I70-060713,lunar_(lunar_815),1,Artist,"lunar_(mikumikunau39),ame_(mikumikunau)",ame (mikumikunau) | lunar (mikumikunau39),,,月（月の815）,,[]
I70-060714,magari_(c0rn3r),1,Artist,,,,,,,[]
I70-060715,maggi,1,Artist,,,,,マギー,,[]
I70-060716,melt_(melt_out1),1,Artist,illua,illua,,,,,[]
I70-060717,midarin,1,Artist,,,,,ミダリン,,[]
I70-060718,miu_(angelo_whitechoc),1,Artist,,,,,miu（アンジェロホワイトコック）,,[]
I70-060719,mofuringu,1,Artist,,,,,Mofuringu,,[]
I70-060720,momoda_yasuhito,1,Artist,,,,,モモダヤスヒト,,[]
I70-060721,mozuya_murasaki,1,Artist,,,,,モズヤムラサキ,,[]
I70-060722,mt5_014,1,Artist,,,,,,,[]
I70-060723,mugi_(mugimugi_9kv),1,Artist,,,,,ムギ（ムギムギ9kv）,,[]
I70-060724,myht,1,Artist,,,,,myht,,[]
I70-060725,n_(nauki_11),1,Artist,,,,,,,[]
I70-060726,namanie,1,Artist,nama2e,nama2e,,,ナマニー,,[]
I70-060727,nanaeljustice,1,Artist,,,,,,,[]
I70-060728,night_known,1,Artist,jim199909,jim199909,,,,,[]
I70-060729,niigouki,1,Artist,,,,,,,[]
I70-060730,norimaki_(haru_koubou),1,Artist,,,,,ノリマキ（Haru Koubou）,,[]
I70-060731,oda_eiichirou,1,Artist,oda_eiichiro,oda eiichiro,,,oda eiichirou,,[]
I70-060732,ojo_(dfreak),1,Artist,dfreak,dfreak,,,ojo（dfreak）,,[]
I70-060733,oonaka_ito,1,Artist,ohnaka0515,ohnaka0515,,,Oonaka Ito,,[]
I70-060734,oyakorodesu,1,Artist,,,,,oyakorodesu,,[]
I70-060735,oysterfried,1,Artist,,,,,,,[]
I70-060736,pochadon,1,Artist,,,,,ポチャドン,,[]
I70-060737,ponkotsu_(ayarosu),1,Artist,,,,,ポンコツ（アヤロス）,,[]
I70-060738,powzin76,1,Artist,"pow76,zinems1930,powzin",pow76 | powzin | zinems1930,,,,,[]
I70-060739,pyukasshori,1,Artist,,,,,,,[]
I70-060740,qm,1,Artist,,,,,QM,,[]
I70-060741,qunqing,1,Artist,,,,,qunqing,,[]
I70-060742,renew_vivi,1,Artist,kittipat_jituatakul,kittipat jituatakul,,,viviを更新します,,[]
I70-060743,rima_(0136),1,Artist,rima_rima_ri,rima rima ri,,,,,[]
I70-060744,rozu_ki,1,Artist,,,,,ロズキ,,[]
I70-060745,ruan_chen_yue,1,Artist,rux,rux,,,ルアン・チェン・ユエ,,[]
I70-060746,sabakan_(iizuka48),1,Artist,,,,,sabakan（iizuka48）,,[]
I70-060747,sagara_riri,1,Artist,sagaraise,sagaraise,,,サガラ・リリ,,[]
I70-060748,saitou_piyoko,1,Artist,"piyoko_saito,saito_piyoko",piyoko saito | saito piyoko,,,,,[]
I70-060749,sakuratoru,1,Artist,,,,,,,[]
I70-060750,scharfschutze,1,Artist,sharufushuttse,sharufushuttse,,,Scharfschutze,,[]
