identity_key,candidate_state,human_intent,review_note
anal_grip,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
anal_only,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
biting_breast,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
biting_nipple,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
breast_press,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
breast_rest,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
breast_smother,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
breast_sucking,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
breast_suppress,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
caressing_testicles,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
clitoris_pull,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
cooperative_breast_sucking,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
crotch_grab,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
grabbing_another's_breast,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
grabbing_another's_penis,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
grabbing_another's_testicles,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
grabbing_multiple_others'_breasts,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
grabbing_own_breast,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
guided_breast_grab,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
guided_crotch_grab,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
hand_grabbing_both_breasts,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
hand_on_own_crotch,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
hands_on_own_crotch,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
imminent_breast_grab,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
kissing_penis,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
licking_another's_pussy_juice,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
licking_breast,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
licking_own_nipple,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
licking_penis,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
licking_testicle,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
mutual_breast_sucking,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
nipple_injection,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
nipple_press,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
nipple_rub,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
nipple_stimulation,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
nipple_tweak,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
penis_hug,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
poking_own_breast,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
poking_with_penis,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
pubic_hair_pull,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
slapping_with_penis,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
small_penis_humiliation,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
smelling_penis,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
smelling_pussy,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
spreading_another's_anus,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
spreading_another's_pussy,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
sucking_both_nipples,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
sucking_male_nipple,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
sucking_on_multiple_breasts,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
sucking_own_breasts,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
testicle_grab,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
testicle_sucking,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
touching_another's_crotch,FULL_REVIEW_OVERLAP_ACTION_ANATOMY_V43,,
