review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
302,vgen_username,YES,画像内にVGenのユーザー名を表示する作者・投稿者表記,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
305,hoshino_(blue_archive)_(cosplay),YES,ブルーアーカイブのホシノ衣装を再現したコスプレ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
308,rose_print,YES,薔薇の花を使ったプリント柄,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,柄そのものが主要な視覚要素,,,,,,,[],[],[],NO,,CHECKED,[],
311,green_eyeshadow,YES,緑色のアイシャドウ,BROWSE_WORTHY,HAIR_FACE,CORE,顔まわりの外観として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
314,torn_unitard,YES,破れたユニタードを着た状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
317,heart-shaped_speech_bubble,YES,ハート形の吹き出し,BROWSE_WORTHY,TEXT_SYMBOL,CORE,吹き出し形状として探すのが自然,,,,,,,"[""TEXT_SYMBOL/LAYOUT""]",[],[],NO,,CHECKED,[],
320,detached_hood,YES,衣服本体から分離したフード,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣装部品として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
323,lightning_bolt_symbol,YES,稲妻形の記号,BROWSE_WORTHY,TEXT_SYMBOL,CORE,記号として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
326,shamisen,YES,三味線,BROWSE_WORTHY,TOOL_OBJECT,CORE,楽器という物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
329,coffee,YES,コーヒー,BROWSE_WORTHY,TOOL_OBJECT,CORE,飲食物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
332,putting_on_condom,YES,コンドームを装着している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,性的な装着行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTIMATE""]",[],[],NO,,CHECKED,[],
335,qinghua_(porcelain),YES,青花磁器の青白い陶磁器意匠,MIXED,COLOR_PATTERN_SHAPE,CORE,色柄の意匠として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
338,clacker,YES,振ると打ち合って音が鳴るクラッカー玩具,BROWSE_WORTHY,TOOL_OBJECT,CORE,小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
341,splat_bomb_(splatoon),YES,Splatoonの投擲武器スプラッシュボム,MIXED,TOOL_OBJECT,CORE,武器・道具として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
344,looking_at_mirror,YES,鏡を見ている人物の状態,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,視線の対象として探すのが自然,,,,,,,"[""GAZE_ORIENTATION/""]",[],[],NO,,CHECKED,[],
