review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
152,star_brooch,YES,星形のブローチ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,身につける装飾品として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
155,hooded_bodysuit,YES,フードが付いたボディスーツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣装の種類として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
158,speckled_areolae,YES,斑点・まだら模様の乳輪,BROWSE_WORTHY,BODY_SITE,CORE,乳輪の外観特徴として探すのが自然,,,,,,,[],"[""BREAST_NIPPLE""]",[],NO,,CHECKED,[],
161,ptrd-41,YES,ソ連の対戦車ライフルPTRD-41,MIXED,TOOL_OBJECT,CORE,銃器・武器として視覚的に探せる,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
164,lifeguard,YES,監視・救助を担うライフガード役の人物,BROWSE_WORTHY,RELATION_ROLE,CORE,人物の職業・役割として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
167,holding_drink,YES,飲み物を手に持つ行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,飲み物を持つ行為として探すのが自然,TOOL_OBJECT,SUPPORTING,飲料自体も場面の小物として意図される,,,,"[""ACTION_CONTACT/OBJECT_USE"", ""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
170,demon_tail,YES,悪魔を思わせる尻尾,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,人外・悪魔的な身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
173,oh?_you're_approaching_me?_(meme),YES,『ジョジョの奇妙な冒険』由来の「お前から近づいてくるのか」ミーム,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
176,legs_over_head,YES,両脚を頭より上へ持ち上げた姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,脚と上半身の位置関係が主要なポーズ,,,,,,,[],[],[],NO,,CHECKED,[],
179,checkered_print,YES,格子状のチェック柄,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,柄そのものを指定する視覚属性,,,,,,,[],[],[],NO,,CHECKED,[],
182,arms_behind_back,YES,両腕を背中側に回した姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,腕の配置そのものを指定するポーズ,,,,,,,[],[],[],NO,,CHECKED,[],
185,miniboy,YES,周囲と比べて極端に小さく描かれた男性キャラクター,BROWSE_WORTHY,,,,,,,,,,[],[],[],YES,人物の体格・サイズ差を直接表す既存トップレベル入口がない,RESEARCHED,"[""https://tags.latent.moe/en/t/miniboy""]",
188,iei,YES,「iei」という短い固有表記・参照,SEMANTIC_UNRESOLVED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/IEI""]",短い表記で多数の意味があり、このidentityだけではDanbooru上の意図を安全に特定できない
191,dvd_cover,YES,DVDパッケージの表紙・ジャケット風の構成,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,パッケージ表紙としての画面構成を指定する意図が中心,,,,,,,[],[],[],NO,,CHECKED,[],
194,j-core,YES,日本発のハードコアテクノ系音楽ジャンル「J-core」,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://en.wikipedia.org/wiki/J-core""]",
197,fur-trimmed_shirt,YES,毛皮・ファーで縁取りされたシャツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の種類・装飾として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
200,gift_box,YES,贈り物用の箱・ギフトボックス,BROWSE_WORTHY,TOOL_OBJECT,CORE,小物としてシーンに置く対象,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
203,kirima_syaro_(cosplay),YES,桐間紗路の衣装を再現したコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,キャラクター衣装のコスプレとして視覚的に探せる,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
206,double-sided_wrench,YES,両端に工具部を持つ両口レンチ,BROWSE_WORTHY,TOOL_OBJECT,CORE,工具としてシーンに置く対象,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
