review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
827,pet_walking,YES,ペットを連れて散歩する行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,動物との行動・散歩として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
830,tape_maebari,YES,テープで陰部を覆う前貼り,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,露出を覆う着用状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]","[""FEMALE_GENITAL""]",[],NO,,CHECKED,[],
833,lit_fuse,YES,火がついて燃えている導火線,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具の状態として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
836,holding_television,YES,テレビを持っている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,物体を持つ動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
839,brown_background,YES,茶色の背景,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,背景色・背景として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
842,vectors,YES,ベクター図形・方向を示す矢印状の視覚表現,BROWSE_WORTHY,TEXT_SYMBOL,CORE,図形・記号表現として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
845,harpoon,YES,銛・ハープーン,BROWSE_WORTHY,TOOL_OBJECT,CORE,武器・道具として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
848,wine_bottle,YES,ワインボトル,BROWSE_WORTHY,TOOL_OBJECT,CORE,容器・小道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
851,negai_wa_itsuka_asa_wo_koete_(project_sekai),YES,Project SEKAIの作品固有衣装・カード系列「願いは、いつか朝をこえて」,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://tbib.org/index.php?id=11566379&page=post&s=view""]",Project SEKAI・official alternate costumeと併記される作品固有系列を確認
854,shield_print,YES,盾の図柄・プリント,BROWSE_WORTHY,TEXT_SYMBOL,CORE,盾を象った記号・プリントとして探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
