review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
527,terrier_(dog),YES,テリア系の犬,BROWSE_WORTHY,LIVING,CORE,犬種・動物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
530,pushing_wheelchair,YES,車椅子を押している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,人が車椅子を押す動作が中心,TOOL_OBJECT,SUPPORTING,車椅子という移動用具から場面を探す意図も独立して有用,,,,"[""ACTION_CONTACT/OBJECT_USE"", ""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
533,koyanskaya_(fate)_(cosplay),YES,『Fate/Grand Order』のコヤンスカヤのコスプレ,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://commons.wikimedia.org/wiki/File:Miu_as_Koyanskaya_at_CWT_K29_20190309b.jpg""]",特定作品キャラクターのコスプレ指定で、一般棚よりキャラクター名検索が自然
536,adjusting_headset,YES,ヘッドセットの位置を手で調整している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,装着物を手で調整する動作が中心,TOOL_OBJECT,SUPPORTING,ヘッドセットという機器から探す意図も独立して有用,,,,"[""ACTION_CONTACT/OBJECT_USE"", ""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
539,hockey_sweater,YES,アイスホッケー用のジャージ／セーター,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,スポーツ衣装として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
542,tea,YES,茶・お茶の飲み物,BROWSE_WORTHY,TOOL_OBJECT,CORE,飲食物として画面に出す意図が自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
545,playboy_pokemon,YES,ポケモン風の耳や意匠を取り入れた非伝統的なプレイボーイバニー衣装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,バニー系のコスチュームとして探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/nontraditional_playboy_bunny""]",
548,thailand,YES,国・地域としてのタイ,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
551,taking_shelter,YES,雨や危険などを避けて物陰・屋内に避難している行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,避難・雨宿りという人物の行為から探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
554,sakakino_academy_school_uniform,YES,『School Days』の榊野学園の学校制服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,特定校の制服を衣装として生成する意図が自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,RESEARCHED,"[""https://wiki-origin.giantbomb.com/wiki/Objects/School_Uniform""]",作品固有の学校制服だが視覚的な衣装概念を持つためbrowse対象
557,doll_joints,YES,生きたキャラクターに見える人形のような球状・ソケット状の関節,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,身体を人形的に変える外観特徴として探すのが自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/doll_joints""]",
560,rowboat,YES,オールで漕ぐ小型の手漕ぎボート,BROWSE_WORTHY,TOOL_OBJECT,CORE,乗り物・小道具として画面に出す意図が自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
