row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-066701,mochimugi_rice,1,Artist,,,,,,,[]
I70-066702,moriki_takeshi,1,Artist,,,,,モリキ・タケシ,,[]
I70-066703,nanoka_san,1,Artist,,,,,,,[]
I70-066704,natsuki_coco,1,Artist,,,,,ナツキココ,,[]
I70-066705,nayuta-kanata,1,Artist,nayuta-knt,nayuta-knt,,,Nayuta-Kanata,,[]
I70-066706,neji_(ultramarinesunset),1,Artist,,,,,neji（ultramarinesunset）,,[]
I70-066707,nekokoko,1,Artist,"necoco112061,user_nymx7837",necoco112061 | user nymx7837,,,,,[]
I70-066708,nicetea_(tsurishi),1,Artist,ryoucha,ryoucha,,,,,[]
I70-066709,nise_(basilsis),1,Artist,"basilsis2,nise_(222)",basilsis2 | nise (222),,,ニーズ（バシルシス）,,[]
I70-066710,norue,1,Artist,"norue67,norue6",norue6 | norue67,,,ノーレ,,[]
I70-066711,notka,1,Artist,,,,,,,[]
I70-066712,nuancho,1,Artist,,,,,ヌーンチョ,,[]
I70-066713,nuenue,1,Artist,,,,,nuenue,,[]
I70-066714,nushi_ma,1,Artist,,,,,,,[]
I70-066715,omichi_1219,1,Artist,,,,,,,[]
I70-066716,oreki_genya,1,Artist,,,,,オレキジェンヤ,,[]
I70-066717,organ_rn,1,Artist,,,,,オルガンRN,,[]
I70-066718,oriharaizaya819,1,Artist,,,,,oriharaizaya819,,[]
I70-066719,overlord_(overlord80000),1,Artist,,,,,オーバーロード（OverLord80000）,,[]
I70-066720,pendora1022,1,Artist,,,,,,,[]
I70-066721,philo_324,1,Artist,,,,,,,[]
I70-066722,pisuke_(user_kcmh2774),1,Artist,,,,,,,[]
I70-066723,piyoyanagi,1,Artist,,,,,ピヨヤナギ,,[]
I70-066724,quarium,1,Artist,shanghaidraws,shanghaidraws,,,クロイウム,,[]
I70-066725,r_oot,1,Artist,,,,,,,[]
I70-066726,rahit,1,Artist,"c_(rahit),ruci_misuzawa",c (rahit) | ruci misuzawa,,,C（rahit）,,[]
I70-066727,razy_(skuroko),1,Artist,,,,,Razy（Skuroko）,,[]
I70-066728,reiami,1,Artist,,,,,,,[]
I70-066729,reitoubeef,1,Artist,,,,,,,[]
I70-066730,rena_(rrena),1,Artist,,,,,,,[]
I70-066731,renati_(renatium),1,Artist,rena_(riries),rena (riries),,,レナ（リリーズ）,,[]
I70-066732,reum,1,Artist,,,,,reum,,[]
I70-066733,rezilism,1,Artist,,,,,,,[]
I70-066734,riki_(riki_unc),1,Artist,im3r0nduhx8ovcr,im3r0nduhx8ovcr,,,,,[]
I70-066735,rog_33,1,Artist,betato,betato,,,,,[]
I70-066736,rosmino,1,Artist,,,,,ロスミノ,,[]
I70-066737,ryu_shou,1,Artist,,,,,リュウ・ショー,,[]
I70-066738,s_vileblood,1,Artist,,,,,s vileblood,,[]
I70-066739,sagas293,1,Artist,,,,,Sagas293,,[]
I70-066740,sahau228,1,Artist,,,,,Sahau228,,[]
I70-066741,sakashima_0822,1,Artist,,,,,,,[]
I70-066742,sashu_(thershr6s),1,Artist,thershr6s,thershr6s,,,,,[]
I70-066743,sawa2,1,Artist,,,,,sawa2,,[]
I70-066744,sawararado,1,Artist,,,,,,,[]
I70-066745,sekimo,1,Artist,,,,,セキモー,,[]
I70-066746,selenoring,1,Artist,,,,,セレノリング,,[]
I70-066747,senaka_look,1,Artist,,,,,,,[]
I70-066748,setona_(daice),1,Artist,,,,,セトナ（ダイス）,,[]
I70-066749,shardanic,1,Artist,,,,,シャルダン,,[]
I70-066750,shiba_yuuki,1,Artist,,,,,Shiba Yuuki,,[]
