row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-066851,edwin62293123,1,Artist,,,,,,,[]
I70-066852,ema_(emaura),1,Artist,,,,,,,[]
I70-066853,entenca,1,Artist,salt_sub,salt sub,,,,,[]
I70-066854,fct,1,Artist,,,,,fct,,[]
I70-066855,fishee_(fisheem4mmal),1,Artist,,,,,,,[]
I70-066856,frogzone_art,1,Artist,,,,,,,[]
I70-066857,fukumaru1021,1,Artist,,,,,,,[]
I70-066858,fumiko_(miruyuana),1,Artist,,,,,fumiko（miruyuana）,,[]
I70-066859,funnyfunny,1,Artist,,,,,面白いファニー,,[]
I70-066860,garamgum,1,Artist,,,,,ガラムガム,,[]
I70-066861,geduan,1,Artist,,,,,geduan,,[]
I70-066862,geko,1,Artist,,,,,ゲコ,,[]
I70-066863,gtsleep1200,1,Artist,,,,,,,[]
I70-066864,hafuku,1,Artist,,,,,ハフク,,[]
I70-066865,haibarasaika,1,Artist,,,,,ハイバラサイカ,,[]
I70-066866,hakidashi_11,1,Artist,sankaku_t2,sankaku t2,,,,,[]
I70-066867,hall_onon,1,Artist,,,,,,,[]
I70-066868,haronin_fukke,1,Artist,,,,,,,[]
I70-066869,hashimoto_(soukidann2010),1,Artist,,,,,,,[]
I70-066870,hazuki-a,1,Artist,abus55764787,abus55764787,,,,,[]
I70-066871,heartki,1,Artist,,,,,ハートキ,,[]
I70-066872,heidi_(heytherenrds),1,Artist,,,,,,,[]
I70-066873,higata_akatsuki,1,Artist,,,,,ひな別の秋葉,,[]
I70-066874,hiruma_andon,1,Artist,,,,,Hiruma Andon,,[]
I70-066875,hishaku_(hisyakusama),1,Artist,rishaku_(user_cuwx8758),rishaku (user cuwx8758),,,,,[]
I70-066876,hylran0427,1,Artist,,,,,,,[]
I70-066877,ikurumidwd,1,Artist,,,,,,,[]
I70-066878,inui_(shirakawa777),1,Artist,,,,,inui（shirakawa777）,,[]
I70-066879,irise_ryouji,1,Artist,,,,,Irise ryouji,,[]
I70-066880,isa_(ni-iro),1,Artist,ni-iro,ni-iro,,,イサ（ni-iro）,,[]
I70-066881,ishii_(young-moon),1,Artist,,,,,,,[]
I70-066882,issa_(sorako45),1,Artist,,,,,イッサ（sorako45）,,[]
I70-066883,jiang_ethan,1,Artist,,,,,,,[]
I70-066884,jinsai_sa_sa,1,Artist,,,,,柔術sa sa,,[]
I70-066885,jiuchuansi,1,Artist,"shisimaliang,sisi19980408",shisimaliang | sisi19980408,,,,,[]
I70-066886,jwnn,1,Artist,"fu_r_y,jjyeming",fu r y | jjyeming,,,fu r y,,[]
I70-066887,kaai_yuu,1,Artist,,,,,,,[]
I70-066888,kachuten,1,Artist,shiratakianmitu,shiratakianmitu,,,カチュテン,,[]
I70-066889,kageimo,1,Artist,,,,,,,[]
I70-066890,kamiiart,1,Artist,,,,,,,[]
I70-066891,kaminari_(edeath),1,Artist,,,,,,,[]
I70-066892,kamo_(yokaze),1,Artist,,,,,カモ（ヨカゼ）,,[]
I70-066893,kan_(rainconan),1,Artist,,,,,Kan（RainConan）,,[]
I70-066894,kanamaru_yuuki,1,Artist,,,,,カナマルユーキ,,[]
I70-066895,kanesada_keishi,1,Artist,keishi_kanesada,keishi kanesada,,,カネサダkeishi,,[]
I70-066896,kanna_kanaki,1,Artist,kanna_(pixiv459051),kanna (pixiv459051),,,カンナ・カナキ,,[]
I70-066897,kilva_lollop,1,Artist,,,,,キルバ・ロロップ,,[]
I70-066898,kimae,1,Artist,,,,,キム,,[]
I70-066899,kisetsu_kinoko,1,Artist,kisetsu_2koma,kisetsu 2koma,,,,,[]
I70-066900,kk_(kkgame7733),1,Artist,,,,,KK（kkgame7733）,,[]
